census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14
285,1,2,3,1,1,1,93339,23975,5618,1838,566,294,169,56,38,18,6,0,0,0,65412,45071,9023,3766,999,694,419,231,138,95,47,20,2,0,59323,38759,14308,6506,3905,1473,700,476,241,155,59,10,2,0,6221,8825,8808,8836,10166,11624,9831,13070,9409,11435,11867,9876,5380,569,5607,20083,20185,18014,17011,14609,12551,7664,4941,3117,1546,515,70,4,17,2320,36569,32538,24347,12819,6416,3791,2484,1556,1055,829,673,503,17,2288,34819,39076,21545,12574,5391,3343,2237,1500,1142,821,720,444,11053,33843,32200,17538,10195,5881,4536,2823,2540,2235,1829,1041,192,11,18410,27427,22376,16151,14442,11629,7889,5359,1484,548,170,29,3,0,0,78,604,979,891,955,1284,1788,2461,3506,6430,12466,28360,66115,9576,17626,17350,15197,13845,11121,9030,7475,6300,5616,5235,4185,3351,10,560,23387,37647,20652,12089,8399,5916,4252,3101,2228,1609,1356,1363,3358
286,1,2,2,1,2,1,246705,189605,37913,10772,3737,1922,1125,513,303,160,80,28,5,0,235879,201295,34521,12109,3604,2365,1259,793,491,318,135,84,15,0,269656,142506,45218,16346,9252,4617,2369,1394,741,459,203,82,24,1,20755,31165,34771,36244,37968,40416,36533,43632,38516,42928,44550,43221,32786,9383,38762,93746,88470,77566,67833,54460,35947,18031,9831,5121,2225,684,146,46,29,36443,176616,100679,60279,51457,31903,15325,7197,3930,2545,2220,1684,2561,29,47861,154207,116951,60940,53898,26776,12781,6484,3739,2821,2132,1842,2407,71432,167891,133671,52475,26772,14258,9594,5683,4344,3192,2008,1181,364,3,74198,106371,86381,58738,54581,43910,29684,23611,9733,3888,1277,350,136,10,183,549,1694,1753,1786,2203,3285,4547,6116,10034,18719,42238,115556,284205,15466,40359,53310,54428,52540,47473,41618,36259,32869,30661,29442,26830,29130,2483,11359,126820,172639,73508,39665,23830,14825,9146,6234,4137,2642,1930,2023,4110
287,1,2,1,1,2,1,14673,47317,54713,44773,27154,12471,5505,3458,1574,1122,616,725,1342,1521,24978,79402,68358,26796,8291,3476,1514,928,520,411,404,710,1121,55,31500,92587,57515,19753,7164,3683,1889,1020,562,423,411,367,90,0,6479,18899,23445,24384,22660,22180,18659,19014,15568,14805,13565,10739,5781,786,11566,37607,37284,35924,31782,27337,18601,9562,4140,1909,802,332,100,18,7,875,47518,45806,33482,32822,24038,14901,7963,3945,2225,1565,993,824,7,1912,44185,48966,34361,35638,21904,13114,7297,3773,2497,1516,1042,752,22127,53686,62828,38068,18433,9715,5314,3179,1804,1077,534,147,28,24,22797,49492,43445,31723,23621,17367,11899,7588,3696,1654,962,1156,1521,43,180,331,487,664,933,1588,2769,4324,7319,12840,22659,42891,72818,47161,1621,5666,11394,16739,19591,20380,19458,18863,19028,19294,20681,21324,22439,486,1274,32736,57272,47438,31104,19582,11046,6576,3805,2429,1433,1044,726,499
288,1,2,1,1,3,1,120333,60708,16738,5768,2318,1373,1002,502,335,286,278,421,1118,3202,116458,60789,19781,6858,2320,1464,827,505,421,392,362,741,1483,1981,89459,58191,31485,15289,7777,3870,2011,1158,733,597,614,823,1546,829,16858,20592,18190,17448,16440,17304,13920,17252,13895,15325,15325,13552,11297,6984,20689,40151,32057,26677,23554,21301,18725,12854,8196,4623,2623,1691,954,287,0,1088,49278,41562,22443,28572,26782,16582,8912,5588,4177,3448,2745,3205,0,1235,43223,49078,23789,32209,23544,14056,8084,5306,4580,3350,2921,3007,33386,50637,45287,29488,19088,12570,8496,5196,3298,2390,1948,1808,729,61,50464,44447,30800,22756,18545,14679,10984,8286,4819,2881,1472,1049,1433,1767,57,575,1329,1866,2872,3549,4004,4651,5766,7838,13233,26313,52457,89872,17430,23689,23706,22149,20433,17441,14896,12862,11648,10978,11387,12523,15050,190,2944,53233,46429,31128,23545,17822,11949,8293,5759,4099,2644,2129,2016,2392
289,1,2,2,1,2,1,71,18230,33432,33049,29172,35831,38147,30477,29891,36507,32423,11651,176,0,11024,65613,58123,52470,33802,37831,28416,19275,12030,7781,2363,306,23,0,19025,78641,68551,61806,40888,24853,15545,9032,6797,3218,529,139,33,0,26534,79109,80618,49927,30877,19720,14356,9979,7005,4876,2860,1917,1053,226,18450,46780,59358,57234,45220,33266,21838,16137,11084,8629,6186,4241,578,56,14,6645,215808,84620,15477,4755,1476,251,11,0,0,0,0,0,14,6556,221134,83679,12148,4316,1036,169,5,0,0,0,0,0,16539,64382,82669,53213,35332,24216,16609,11932,8981,7056,5642,2283,191,12,34472,96791,75610,53693,29029,18000,8604,6353,3358,2041,721,258,116,11,374,1388,3955,7229,11694,19625,28205,36278,39291,38145,36947,39013,47827,19086,1745,6770,11267,16103,21216,24068,26709,27303,29214,32585,36166,38532,50317,7062,2161,14660,47254,56778,48213,38968,30432,22799,17579,13423,10267,9304,10274,6945
290,1,2,1,1,2,1,149,74525,98701,50946,39618,29882,20403,12923,7622,6065,2514,672,9,0,22754,160620,76260,34297,14963,11117,8085,7879,4702,2375,863,95,19,0,66927,135251,59874,33453,20866,10347,6909,4401,3563,1946,355,107,29,1,18883,52716,62504,55977,38658,32322,24704,18884,16669,9979,6004,4427,1958,344,16792,56784,68645,63167,43418,35037,18668,14516,9569,8064,5135,3558,608,68,32,101,165077,144367,28833,5180,423,16,0,0,0,0,0,0,32,318,171884,146665,20872,4029,223,6,0,0,0,0,0,0,17916,99402,97913,40798,31097,17850,12446,9025,7102,5127,3547,1666,131,9,50319,121910,88101,20410,27572,15968,5069,6968,3940,2164,1162,309,122,15,1067,773,1332,1974,2847,5438,9546,16207,24007,33572,43601,59534,91644,52487,3714,11154,17962,25200,31974,33751,36361,33715,31671,30981,29358,26056,27047,5085,2573,16521,79240,72458,52102,36107,27276,17729,13353,9286,6608,5350,4105,1321
291,1,2,1,1,1,1,865,77821,88208,36114,16139,9447,5714,4385,2980,2286,2482,1046,90,1,33791,144704,34617,11923,5537,4535,3113,3327,1939,2455,1240,317,80,0,63771,117212,30647,12669,6965,4703,3706,2446,2300,1934,929,232,64,0,9957,27189,39422,35384,29337,24350,20913,16271,14021,11706,7709,6468,3776,1075,11737,47471,56490,45445,30614,19654,11791,7425,5618,4152,3301,3228,592,60,0,3463,177275,56074,9061,1363,244,92,6,0,0,0,0,0,0,7110,177218,55424,6501,1061,184,75,5,0,0,0,0,0,20053,91681,67376,25188,13975,8626,6068,4357,3227,2348,2438,1985,220,36,42884,83466,47906,22936,17260,11931,5843,6445,3869,2837,1370,637,187,7,2853,418,403,553,1490,1869,3350,6050,9412,14305,21607,40850,86141,58277,2140,6789,11637,16879,22466,25299,27030,25959,25376,24265,23839,19082,13366,3451,2724,22272,77929,52268,31440,19792,13612,8430,5999,4070,2799,2262,2289,1692
292,1,2,1,1,1,1,2872,20631,49111,51955,29781,20356,15466,11529,8150,5554,6744,2969,19,0,14273,96150,47226,23327,10649,8461,6479,7084,3543,5512,2224,203,6,0,18958,108974,38806,20080,11352,8022,6686,3833,3857,3615,846,98,10,0,7888,35507,43689,36416,25158,20357,15947,11108,7879,7092,4837,4242,3506,1511,10139,44222,46512,38698,25596,17727,13601,7825,7074,5239,5012,3187,271,34,0,8101,165192,46659,4567,518,90,10,0,0,0,0,0,0,0,15357,161094,45397,2791,427,67,4,0,0,0,0,0,0,18946,66679,58833,27609,14645,10421,7471,5451,4762,3690,4663,1877,85,5,35001,77919,38388,26219,11158,13209,5715,7935,5182,2718,1030,525,129,9,134,229,386,1389,3516,4731,7531,11937,16026,19081,23982,43592,66969,25634,1233,4396,7639,11551,15118,16626,18646,20286,22269,25208,29761,29042,22789,573,549,19614,57859,45065,30145,20024,15160,9908,7479,5279,4049,3721,4282,2003
293,1,2,1,1,1,1,36772,120451,98918,54543,24044,13181,10033,6253,4098,2404,1130,444,183,37,87902,156818,63128,25751,14282,10751,6359,4057,2017,864,289,163,102,8,89314,144583,70538,30178,15733,9942,5456,3747,2084,625,164,71,56,0,7321,31151,47190,47888,50733,46742,41184,30626,25421,16992,12851,8452,4482,1458,15590,70852,73126,62881,49388,36601,24186,15698,10969,7584,4427,1078,106,5,0,28432,214807,112370,14782,1761,301,37,1,0,0,0,0,0,0,28185,213463,118920,10201,1475,209,37,1,0,0,0,0,0,35037,111913,100894,48667,27372,18084,11560,8461,5483,3312,1252,310,102,44,44664,90691,77605,60204,41904,26374,15793,8263,4201,1836,715,207,34,0,608,286,260,346,603,1572,4222,8403,14484,23419,37986,71192,125361,83749,5937,16860,26092,31181,35211,36773,35773,33701,34108,33249,33695,28282,20324,1305,2059,41147,101387,84294,54742,32769,20347,12810,8383,5735,3686,2661,1824,647
294,1,2,1,1,1,1,8451,68168,86813,77948,47605,16259,8584,6072,2964,2562,883,399,23,3,13611,87600,110059,62009,28104,12280,5807,3450,2376,1104,304,28,2,0,15775,104183,118444,54021,18149,7809,3904,2190,1445,711,87,16,0,0,16434,50168,53953,45155,45725,33941,30988,19099,14729,7707,4840,2535,1199,261,25715,68645,58689,44146,38895,32906,22249,14521,10046,6125,3625,1085,82,5,0,151947,165984,7932,725,126,19,1,0,0,0,0,0,0,0,178444,139582,8073,521,103,10,1,0,0,0,0,0,0,43597,86418,78915,46744,27463,16423,10474,6848,4571,3290,1644,328,19,0,66325,90345,64973,47388,22370,18742,10203,3314,2179,625,211,57,2,0,51,196,273,334,861,2579,5190,10920,22667,47455,78718,86764,53255,17471,1685,6346,11950,17038,20735,22767,25401,22205,29501,30039,35023,43567,59291,1186,2889,37603,68182,62601,50655,36358,24683,14846,9803,6502,4236,3506,3213,1657
295,1,2,1,1,1,1,1687,9028,15772,19820,19670,17273,19960,22129,23048,22529,30289,10629,1445,312,4582,34096,42418,44065,34357,25895,12712,6440,4632,2513,1061,436,367,17,11219,61811,80356,33155,12705,6210,3492,2257,1360,469,250,218,89,0,12311,30103,36238,31615,26041,20485,16533,12280,9139,6775,5327,3714,2347,683,24109,59247,46063,29642,20056,13005,8591,5246,3774,2485,1021,226,77,49,4,125995,79816,6939,674,123,32,8,0,0,0,0,0,0,4,128697,77172,7073,503,115,20,7,0,0,0,0,0,0,40926,76715,46590,19729,10442,6796,4816,3389,2161,1235,481,131,100,80,22787,60377,49313,34805,18899,13961,6712,3049,1970,850,390,298,170,10,260,372,622,747,1544,3717,6209,11020,18208,28052,39378,45633,40450,17379,66,379,1175,2382,4208,6067,7937,9835,13673,19097,28433,43253,73039,4047,3496,52028,53401,37186,24392,14841,9693,5997,4092,3017,2103,1579,1212,554
296,1,1,1,1,1,1,253749,177345,73112,37253,18128,9470,5234,3107,1757,1339,753,289,164,9,229862,226221,84440,24904,7855,3543,1888,1180,921,501,187,92,115,0,165254,247333,91253,40072,17981,9633,5235,2812,1332,485,153,89,77,0,88955,107392,78485,59136,53068,39776,37320,28178,26773,20914,19410,12545,7179,2578,104291,137664,88710,57862,47224,41528,31102,24848,20073,14569,9605,3541,667,25,19,375240,175592,24094,4750,1538,423,48,5,0,0,0,0,0,19,395211,156613,24208,3922,1361,343,28,4,0,0,0,0,0,145914,144906,94748,56902,37989,28003,22684,18262,14693,10237,5645,1520,184,22,250285,133201,70402,45885,25787,22781,14952,7158,5439,2969,1720,908,221,1,102,285,436,1125,2966,7073,13736,21702,30472,43320,64337,113035,177793,105327,47761,37962,36701,35797,34955,33745,32297,31082,34026,37782,46588,61510,103527,7976,15119,157512,109839,71036,48656,35670,26961,21330,18147,16168,13817,13919,17106,16429
297,1,2,1,1,1,1,14548,74002,54636,45337,24895,12171,13745,17518,8949,3590,637,66,4,0,39601,99460,66916,39000,15634,6085,2094,828,365,87,24,4,0,0,25193,119123,80691,28184,9993,4260,1711,694,175,51,22,1,0,0,46963,74146,45646,30661,21163,15410,12157,8415,6463,4376,2770,1421,461,46,37817,60708,41196,32781,28947,24734,18783,12480,6852,3592,1600,545,63,0,25,182751,75398,7791,2388,1230,375,121,19,0,0,0,0,0,25,189545,68241,8346,2281,1197,339,108,16,0,0,0,0,0,49211,68908,56019,36258,21435,14475,9653,6502,3816,2531,1070,205,15,0,101273,84784,35742,20744,9745,8873,4277,2679,1271,504,161,38,7,0,660,128,219,508,1179,3361,7789,15495,24651,36425,51848,68187,54298,5350,3974,9055,13086,16132,18610,19193,18792,17500,18022,19589,23419,30041,59742,2943,1378,30559,55104,46966,35010,25133,19208,14374,11162,8718,6610,5627,5732,4517
298,3,2,3,1,2,1,124032,108571,39865,18870,8389,3688,2287,1776,1462,1224,916,275,363,35,134561,99439,39222,17835,7765,4880,3031,2187,1207,791,291,339,197,8,99571,88507,43563,27556,17789,13374,9390,6018,3492,1570,540,328,55,0,75295,55590,34218,25562,18583,15658,13789,12364,11023,11349,10727,10365,11055,6175,56003,49585,38378,28786,23114,21263,19150,17799,17692,16252,13680,8041,1848,162,115,160606,108940,28106,8513,3713,1338,310,88,19,4,1,0,0,139,168568,101694,29022,7381,3473,1119,251,79,22,4,1,0,0,66033,60036,41377,26375,19283,16576,15913,15792,15411,14393,11589,7050,1873,52,119423,61125,34042,28028,15005,17550,10530,9566,6128,5023,3408,1743,167,15,435,657,1056,2644,6306,13644,21224,23584,23103,24176,28657,37681,59820,68766,54934,30611,23880,19445,17090,15682,14490,13844,14705,16005,18217,20198,42011,10641,13222,74971,45766,25179,17549,14359,12339,11118,10609,10434,9999,11603,18647,35958
299,1,1,2,1,2,1,59626,177321,104272,56131,17348,4313,1636,582,300,148,72,86,66,112,162874,186824,53471,12326,3514,1621,600,288,125,98,67,76,72,57,117229,158307,77570,42818,15628,6339,2520,978,300,100,66,79,42,37,165157,95636,40681,27842,19280,16432,13939,12569,9347,8752,5765,4207,1986,420,70543,106575,67154,46147,33911,30450,24286,19644,13351,6412,2707,675,118,40,41,231557,122462,36274,17640,10201,3412,394,29,3,0,0,0,0,48,248445,106784,38441,15925,9779,2326,237,26,2,0,0,0,0,91271,99387,59839,38244,27890,22781,22450,21571,18995,13051,5230,1128,143,33,244658,103788,31781,20579,8964,5988,2988,1921,538,411,179,98,60,60,672,950,3323,11409,21551,28777,26471,26075,26859,31777,40110,59414,85961,58664,12324,25851,29957,28903,27384,26676,25608,26863,28026,33035,39698,45416,65090,7182,10466,89544,63884,38103,28361,22641,19383,16279,14926,13528,12531,13879,20996,57492
300,1,1,1,1,1,1,100857,60844,56690,39259,31466,17185,17590,11485,8760,4415,1862,1953,3136,810,117387,55336,52132,40588,29392,22687,16238,10187,4508,2115,1433,2213,2077,19,128848,51410,48917,41175,27017,24698,16472,9577,3160,1461,1389,1595,593,0,7390,16999,38835,63281,65899,64378,44582,24483,15807,8002,4323,1789,498,46,37268,85047,32087,29216,28361,32236,32475,30862,26847,16750,4498,620,45,0,0,26787,162342,148380,14813,2650,1097,243,0,0,0,0,0,0,0,28913,157922,156439,9505,2493,893,147,0,0,0,0,0,0,97358,47147,33570,33345,30627,33237,29339,27791,14101,5619,2062,1396,689,31,74844,73891,49105,46552,51092,28836,17236,8357,2750,1463,1028,1004,154,0,2561,3274,1733,1315,1899,5533,12580,19827,26002,29640,33791,40547,47581,130029,1840,7623,23359,33347,33637,32821,31361,32293,38017,46126,44952,20867,8262,1807,2536,101152,43715,31342,31394,28544,27197,23667,21608,17575,12192,9301,5323,766
301,2,2,1,1,1,1,208,8286,15746,20246,25316,18939,28196,18835,24650,26089,23275,14574,15835,16566,5133,15341,21101,23824,26148,28468,26066,29468,25039,14976,8919,9680,17232,5366,6203,20358,29571,36437,40118,41266,24171,16973,9337,5538,5307,7319,13989,174,40089,22830,38762,44425,37412,28697,18209,10791,7901,4334,2384,739,171,17,32331,15452,18780,25573,26113,27584,24823,23092,21627,15720,8470,6231,9996,969,0,3047,80648,134058,24396,10802,3432,353,25,0,0,0,0,0,0,2974,80256,141827,18687,10655,2085,261,16,0,0,0,0,0,29463,13663,24362,26053,25231,26417,22468,25242,17610,12961,8059,6260,7713,11259,34645,25417,31617,32563,41034,26575,21546,12366,5912,4075,3852,7622,9506,31,46906,8782,5116,5179,7546,13716,20860,27176,30244,27747,25092,20747,13631,4019,378,2059,6737,12430,16898,18789,19029,18840,21669,28549,32647,26312,25836,26588,19779,9669,14875,22013,26506,25759,24145,20838,18708,16518,13427,11651,13276,19597
302,1,2,1,1,1,1,0,220,1859,3592,7519,11245,13591,19791,17785,31784,32270,46081,26053,13002,330,2656,5763,10911,13199,16291,21791,27380,33785,31363,29423,14348,14433,3119,312,3941,12956,20445,29155,32039,30293,25679,24569,18723,9685,7505,9448,42,20516,22433,36082,38402,38204,27082,18574,10779,7153,3759,1520,228,50,10,15272,12241,16564,17988,19856,20492,19627,18874,19334,20498,23899,12625,7185,337,0,36907,149029,29087,8515,1246,8,0,0,0,0,0,0,0,0,50431,132664,32513,8158,1019,7,0,0,0,0,0,0,0,14220,12456,19572,21342,21773,20335,19863,18910,19067,21750,15246,6652,6808,6798,15006,16478,26252,39032,24243,28586,26247,13255,12298,5781,5195,6913,5502,4,29185,5693,6415,14722,18196,22286,26328,29076,28728,22103,13210,6566,2132,152,160,2402,5499,9316,15685,17077,15519,14846,18320,24159,29898,28039,32098,11774,6623,5646,11568,17495,20147,21370,20127,17970,15818,14583,12647,13832,20928,26038
303,2,2,1,2,1,1,5,72,93,98,99,263,1749,6666,8155,30583,49058,91391,54012,16638,53,77,131,316,2491,8660,19441,35105,64286,44293,31256,28135,23942,696,71,126,3099,21436,43479,47569,44887,36311,18564,11492,10133,12310,9405,0,33925,54952,66909,40561,28994,16725,9347,4465,1796,619,364,170,49,6,21602,26352,34999,27538,24540,26832,21915,23703,20505,11232,7602,8378,3684,0,0,16445,193265,36184,11997,990,1,0,0,0,0,0,0,0,0,21551,190767,36200,9842,522,0,0,0,0,0,0,0,0,18276,17214,27445,27727,29441,27178,29600,23875,17052,10260,7408,7379,10946,5081,18940,22059,35979,44152,27868,45318,28375,7504,7192,4558,5157,8994,2786,0,48618,13584,10024,12255,19141,33599,38806,32258,24047,15154,8367,2665,289,75,5,91,272,628,1814,3760,5919,8528,13993,22499,34655,50491,96489,19738,7680,12156,19292,24885,25728,24500,23635,20593,20670,19047,14980,12233,11952,21531
304,2,2,1,1,1,1,0,0,0,4,177,276,325,1174,4118,12633,31347,101289,16386,5380,2,4,239,3062,4727,8749,14877,22436,49136,39864,18642,3954,7417,0,1,270,6271,17895,24957,35006,37318,28710,10713,3313,2413,4755,1487,0,44135,59156,36281,20998,7543,3124,1141,410,170,90,35,23,3,0,29092,21368,18665,17247,15229,14230,12721,13198,11466,9608,6301,3795,189,0,22,59925,101056,7955,4076,74,1,0,0,0,0,0,0,0,22,74444,86694,8777,3129,43,0,0,0,0,0,0,0,0,22420,18403,18553,19152,15384,14414,13738,12910,12180,12732,4748,2288,5357,830,12995,39116,31000,31953,16498,21871,5872,5234,2135,1454,2229,2716,36,0,15124,13990,16584,20984,23135,27546,21792,15404,9506,5399,2728,860,57,0,0,10,160,984,3137,5838,7473,7963,8881,13951,20292,25293,57492,21635,5320,14829,12665,14359,16187,15056,14419,11924,10805,9314,8739,10024,14308,15160
305,2,2,1,1,1,1,722,212,1090,12492,20120,12915,18114,18635,21591,47763,87743,185853,18828,1007,731,21561,31126,28455,20278,26235,36784,46706,80755,73730,72692,6536,1357,139,1374,43985,39382,43007,50074,57812,58424,57834,39187,34493,20131,877,505,0,46696,127626,101917,87315,47314,22061,7222,3418,1790,1088,400,184,50,4,30699,62426,50220,43900,36675,34856,32068,33342,29128,28092,30729,31229,3714,7,0,170818,260181,15317,752,17,0,0,0,0,0,0,0,0,0,210810,222579,13207,482,7,0,0,0,0,0,0,0,0,33081,58090,49239,45271,35508,34641,34098,33447,30263,33347,32835,25467,1246,552,29857,88943,71394,73521,36075,55483,24195,38689,22047,5360,780,433,308,0,6338,12523,36893,59148,51931,62394,52453,41082,32116,25352,22044,27142,16570,1099,299,1835,14659,25950,27431,26361,25081,26126,28883,36744,46450,62838,107570,16858,4650,25686,38625,39247,37899,33055,33663,28257,28191,27638,25680,27022,32995,64477
306,1,2,1,1,1,1,42032,46924,32792,39318,45527,34728,43348,42229,38616,58520,42504,43801,41310,32997,58517,54075,54917,51814,51801,46770,42352,54439,49554,31157,26626,17854,38555,6215,70365,60046,66016,60336,58880,53822,65804,50198,32427,14350,11214,21101,19680,407,46920,40049,59005,74368,77627,71150,51831,51163,38256,27006,17689,17160,8424,3998,48713,51233,52382,58020,56963,47903,46196,55042,67494,49087,23887,18336,8705,685,3756,284503,248985,36294,10977,130,1,0,0,0,0,0,0,0,3927,302746,230687,40840,6387,59,0,0,0,0,0,0,0,0,66143,48101,63455,60559,51007,50202,61938,61303,47876,20175,9410,9477,21151,13849,50119,60594,63602,72444,60771,84998,50858,39666,35410,19942,16253,18742,11015,232,66021,18599,9749,9284,15285,34567,47707,50824,46449,43684,45409,52659,60130,84279,1885,9207,22583,38235,50818,52114,47670,45108,48302,63648,75264,57655,47750,24407,27089,72845,47312,51319,49327,45882,44169,41206,43805,44352,37449,27618,20000,32273
307,1,2,1,1,1,1,3540,3326,2231,3078,3083,1274,1666,995,731,1086,1260,1049,938,518,4384,3966,3211,3193,3345,2778,1374,1677,1457,766,405,478,818,7,5065,3634,2714,2739,3480,3257,4057,2336,1924,757,406,490,257,0,1420,2014,3525,4110,5129,5551,3708,4075,2413,1208,601,460,196,103,1760,5182,4782,3795,3324,2673,2897,4986,7836,4960,1916,496,84,0,153,19866,28606,870,324,38,0,0,0,0,0,0,0,0,169,24469,24006,904,283,26,0,0,0,0,0,0,0,0,3145,4810,4753,3706,2950,3339,6965,5879,3261,908,346,281,418,100,1876,2768,3162,3803,2351,3582,1492,1186,933,384,315,319,32,0,1580,425,299,306,640,2359,3140,3096,2844,2495,2439,2759,3495,5239,153,1701,3801,3523,2887,2460,2105,1934,1602,1775,2122,1760,1416,612,720,4393,3817,2711,2518,2494,2790,2587,2950,3113,2668,1912,1277,553
308,2,1,1,1,1,1,6030,10002,11196,4567,2014,1059,934,2046,4178,2744,1875,2595,6138,6932,6067,7072,9232,6899,3960,3476,4091,2246,1498,1444,1698,3372,7299,2499,6669,7724,11947,10034,3902,2052,1496,1367,1369,1637,2286,4095,4748,157,15546,5480,4639,3577,2958,2761,2988,3544,3966,4056,3926,3039,1475,160,9967,4913,4147,4428,4852,5679,5875,3733,2425,2282,2174,2348,1424,1,0,8574,19189,14532,5197,3045,1503,245,1,3,2,0,0,0,0,8505,17521,16339,5247,3071,1382,220,1,2,3,0,0,0,10591,4444,5058,6813,7782,4105,2266,1592,1409,1384,1859,2846,3113,2393,14208,6235,5288,5240,5551,5928,5127,4152,2733,1872,1896,2724,2949,16,23624,1331,606,469,467,489,526,731,1083,1820,3617,8424,7626,7302,234,803,1316,3550,4549,3640,3392,3147,2778,2386,3487,8716,7319,8931,5486,5221,3965,4765,6132,4905,3353,2503,2011,1758,1695,2448,6431,3575
309,2,2,1,1,1,1,181988,145140,53569,13426,5349,3545,3203,2369,1789,1766,1883,3121,7007,5602,165359,112963,79121,31760,11405,5287,2875,2007,1771,1780,2261,4329,7790,1049,193881,95387,76143,33260,8830,3250,2080,2034,2021,2277,3000,4178,3414,2,24407,12872,12002,13675,18531,23420,29723,37435,45754,52141,58292,55942,36092,9471,40982,76825,66185,56225,53325,54345,40294,18942,8559,5087,3943,3451,1575,19,0,42895,336667,34606,7617,4112,2657,1121,82,0,0,0,0,0,0,42169,328360,43632,7706,4089,2687,1016,98,0,0,0,0,0,97600,90240,72132,74733,50279,17323,6746,3590,2685,2383,2684,3343,4108,1911,45473,58708,54591,53452,52784,50157,41848,31997,19630,10233,5539,3879,1416,50,23717,3136,1631,1308,1208,1410,1553,1817,2630,4466,13648,46789,87776,238668,4370,9310,22385,46989,65829,61962,48696,38169,32526,28868,26656,17497,15926,10574,30581,140929,80723,67395,47224,22679,9112,4891,3329,2640,2329,2767,4539,10619
310,2,2,1,1,1,1,50255,55790,46172,25213,6536,2098,1430,2263,2135,2248,1268,1631,4188,3763,55190,43051,36469,27172,13865,6929,3894,1994,1234,1073,1127,2186,4797,923,66957,36198,35681,31110,11258,2973,1255,957,930,1045,1488,2684,2124,12,13256,4040,4592,5652,7717,10252,13863,17487,21094,24260,26453,23979,13942,2853,13744,21334,26377,23260,21102,24321,23201,11660,4395,2050,1322,975,612,29,0,5154,142785,12553,3941,1401,498,164,73,54,23,4,2,0,0,5002,139219,16711,3637,1335,448,151,71,44,29,2,3,0,27025,35965,30421,28417,32446,13914,3661,1406,951,840,1032,1535,1402,916,23074,17510,21858,26193,27913,27253,22591,18142,11534,6416,3925,2446,1299,7,14732,1074,578,475,465,549,676,798,1227,3024,11974,32456,39524,81888,562,1723,6237,19021,30367,29559,23068,16677,12082,8686,7345,6240,6930,5885,8711,45818,34306,29761,27967,14468,3618,1504,999,920,890,1030,1913,2477
311,2,2,1,1,1,1,23203,30826,23507,7876,2017,628,368,355,369,282,109,40,3,0,25227,29237,19920,8274,2897,1062,460,227,113,40,36,5,0,0,35268,21003,16451,10017,1821,406,216,127,57,31,8,2,0,0,1512,826,915,1314,2223,3419,5164,7008,9113,10934,12895,13463,10766,3794,2584,8731,12835,13217,11386,12041,10606,4323,1091,363,160,47,2,1,0,9296,60024,3818,822,38,2,4,2,0,0,0,0,0,0,9283,59149,5024,514,28,3,3,2,0,0,0,0,0,9001,22354,17292,12359,13883,3457,718,296,139,68,30,11,1,2,5418,6055,9326,11729,13403,14156,11933,9789,6095,2919,1071,232,6,0,360,75,70,62,80,153,164,275,369,630,2413,13494,17652,47546,511,1687,5492,13419,14839,11680,8388,5850,4568,3755,2911,2034,1867,386,1895,26934,19447,11749,10948,4892,885,247,133,108,74,38,30,7
