census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15
165,2,1,1,2,2,1,0,0,0,1,113,1315,4567,9706,35957,71285,133989,172399,75810,5408,599,0,0,12,241,1119,3256,10493,22294,47960,116621,142062,114863,47756,4422,50,0,0,641,4111,10323,18951,32316,67821,97571,111073,88519,56988,19285,3392,158,3548,1463,8134,22546,34343,38125,50773,61519,75296,79939,64757,48278,19552,2691,185,3004,1861,4171,8677,22492,35000,56135,77753,91669,90345,70398,36804,9468,2549,823,0,0,5,2683,10831,24435,46586,54514,57511,85192,79327,66976,45170,33590,4329,0,0,4,3746,14955,19941,42496,54514,67097,79625,80222,66799,46196,31590,3964,2389,1260,3683,10293,18905,29962,50736,61370,79985,84075,79772,59553,23417,3722,2027,2712,534,577,1056,4804,13485,30485,56816,74622,90879,106872,93204,31823,3142,138,3153,3978,3955,20591,44556,67730,84951,88135,75539,55354,32700,19220,9568,1694,25,1,34,300,1690,6076,19722,48362,79802,92971,84880,69937,54958,36862,13054,2500,258,3250,10608,29430,53758,72225,81514,78719,68918,53231,31887,15370,8059,3429,493
166,2,1,2,2,2,1,0,2,33,183,1324,4602,14866,31087,72677,87889,118031,143650,83839,5495,48,0,107,814,3245,9376,14177,28336,41720,66335,113053,118454,105831,58584,3688,6,0,1512,5262,8655,13814,26417,39586,66966,77189,100818,101675,72995,43608,5226,3,6352,2774,13170,28628,42207,40679,45277,52921,66711,76318,73081,68024,36286,10754,544,5155,2990,5326,8936,18156,27376,41275,48684,66552,95050,97454,70451,43056,22109,11156,0,0,502,3003,8409,23761,45331,55967,47418,85367,90374,77708,65671,57031,3184,0,0,537,3831,11973,20256,42175,51405,63695,80219,85791,74761,76686,49428,2969,4479,2462,5754,10691,16452,24132,38260,44225,60963,83601,98977,95052,55584,19996,3098,5338,1599,1880,3241,11055,24357,35403,65945,72202,82709,93285,95167,63928,7609,8,4034,2778,7897,33090,55802,75209,84183,82102,75315,65360,43854,21744,9043,3150,165,8569,30148,28808,24837,31163,56546,90778,87198,59339,43750,36822,32820,18966,9852,4130,200,5504,10945,23544,40970,54672,60187,61844,62406,61618,55461,48102,43682,28928,5663
167,1,1,1,1,2,1,0,798,8184,16875,34608,67354,88057,100632,95894,59056,47250,29845,9241,102,0,39,2081,12871,26317,35080,63550,71229,94009,83941,59417,53395,42695,13140,132,0,63,7530,13538,21944,35325,48687,71615,75564,87209,75036,56471,43404,21013,496,1,14899,11399,28312,44157,41193,50185,45015,51966,50751,63813,58493,59990,32121,5556,46,12808,4098,5364,7345,11380,17569,27084,42552,65475,84099,90086,72194,63941,39604,14297,0,0,2509,4456,4055,27895,33630,52444,49093,85548,95004,94362,64837,43246,817,0,0,2785,4556,7784,24465,31171,47060,66682,79944,88908,87353,82232,34276,680,12344,4793,7353,10082,13881,22047,34483,43183,65127,81918,86388,78517,62963,32918,1899,13452,7557,15651,18710,38694,31885,67435,54932,64983,77797,65635,65131,34128,1905,1,10479,1262,1664,7086,27226,59637,86036,90465,82648,69539,58796,40351,17871,4212,624,38776,90038,82645,76897,76324,62765,42672,24883,16051,11224,7885,5557,4866,6053,11260,4870,7671,7048,12970,23985,35454,42530,47333,50643,53938,56908,56083,62726,67323,28414
168,2,1,1,2,2,1,0,0,0,3,508,2665,7345,15030,36743,66999,116251,158475,65474,5346,207,0,2,530,559,1603,4186,7623,20999,34205,69163,135433,125337,70241,5160,5,0,1019,852,2763,5714,9148,15674,23470,54268,109930,123868,88627,35577,4053,83,4924,3771,19685,35187,30321,30439,33321,48130,51848,76026,59382,49625,28414,3885,88,4338,765,610,1057,1823,5042,13648,34770,70779,110121,124180,78389,24173,4156,1195,0,0,7,47,108,965,5543,7230,15228,34823,56737,74945,80424,157838,41151,0,0,7,49,134,950,5173,7552,16993,34443,55885,71470,96339,148142,37909,3551,705,874,2012,5633,9756,17929,26279,46411,74730,116789,107741,53126,7448,2062,4087,693,800,2133,4645,15372,35908,38324,60301,70896,104388,93033,40261,4142,63,4266,4750,18689,47998,67477,75680,81156,68935,46083,27695,16576,9722,5009,989,21,4,90,1021,5177,23561,71535,122312,109489,69225,35950,18593,8019,3284,3148,3638,51,2069,2715,5393,15308,30327,48828,64584,71910,71150,58357,42072,36081,23956,2245
169,1,1,1,2,2,1,0,0,55,1152,1789,3084,5098,9088,20508,38468,71363,118433,48654,1331,113,0,686,903,1531,2737,3092,4551,8038,14108,36622,93451,101729,50222,1420,46,0,1488,1675,1995,2580,3458,5923,9853,21618,61096,98970,72620,36137,1716,7,2824,1163,10073,23933,21252,18380,20015,25370,31432,41048,47844,47281,25615,2885,21,2673,822,971,1159,1266,2096,3542,6897,17020,55492,90724,76034,43279,14028,3133,0,0,0,5,8,2976,3725,5906,7249,17975,31311,51521,64318,111798,22344,0,0,0,5,28,3057,3414,5548,9331,17601,30087,48846,77036,103920,20263,2369,732,1241,1583,1869,2967,5201,8342,15593,30676,78660,94776,58619,15479,1029,2698,743,592,873,1858,6144,19214,25437,33198,45099,58234,71064,50758,3219,5,1595,750,13616,36664,46363,55552,57621,46083,29791,16646,8330,3916,1635,557,17,1754,12652,17525,22855,39075,61980,71834,51835,19542,7957,4231,2363,1596,1851,2086,288,1967,1976,2413,5173,10897,18999,28739,38585,44353,42914,38941,41687,36614,5590
170,2,1,1,2,2,1,0,226,6403,13997,20776,28635,37275,51253,85957,102450,84341,52085,16965,3539,231,7,422,4820,11025,21865,25500,34021,58872,77906,96518,88481,54252,26150,4242,52,1,2156,11163,19336,29188,31885,42697,56359,88795,94551,70073,39640,14433,3809,47,3743,10415,32942,38344,37981,39807,47387,64539,66599,71218,49171,28623,11316,1931,117,3203,1319,4186,10709,18265,30309,41433,67314,96283,95657,76704,39565,13402,4116,1668,0,0,0,77,964,19334,46182,43984,38980,60470,69199,75931,66980,75804,6228,0,0,0,120,1836,18693,43056,43276,48531,57392,66184,73025,78157,68284,5579,2564,1464,5630,12801,23111,30775,41719,52726,77055,88685,79517,55269,24796,5460,2561,3117,887,2726,12073,25301,50653,67376,58159,62216,67558,80367,53628,16537,3513,22,2925,5389,11630,29701,46767,59883,68426,67993,60729,51900,41076,29958,18694,8165,897,400,1826,4387,11680,29663,65616,100823,98069,77556,54368,32263,16065,5546,3293,2578,64,2708,10827,18954,33112,50145,63305,67858,67693,61345,48170,34136,27387,16111,2318
171,2,1,1,1,2,1,0,141,4304,13563,14272,14442,21457,28523,49301,70641,66975,43798,13085,1295,304,43,5456,17292,13804,12227,13888,21767,37222,57153,62872,52165,33452,13185,1450,125,14,1847,14059,17155,21052,26546,36830,44842,55275,49744,38622,23408,11062,1585,60,4419,13397,22697,23297,23276,26718,30166,37323,41880,43495,37858,23014,11271,3163,127,2755,1819,3667,7493,11228,18282,27073,40397,52957,55682,45527,30357,22699,15523,6642,1,7,1472,5163,23830,50143,68250,68957,57077,39080,16460,8615,2585,458,3,1,7,1487,6259,28626,41616,63628,74040,63040,35495,16556,8366,2614,364,2,2342,1560,5759,11944,16910,23675,32558,39803,45688,48028,41420,32424,23841,13485,2664,4901,16848,16096,12572,12555,17318,28882,30359,45758,55512,56191,30066,13296,1690,57,2708,1395,1098,6677,23023,35253,47150,54999,52102,45257,35300,22986,11302,2774,77,16247,32673,23525,19843,22756,33976,44962,44364,39046,27729,17454,9721,4612,2998,2195,37,2310,5257,12645,23483,35978,43024,42209,36165,28261,20821,15441,15533,21462,39475
172,2,1,1,1,2,1,0,0,899,8071,15806,24360,36768,42215,57022,68504,64288,71954,57923,15905,2223,0,49,3682,10516,21378,29215,32867,44522,49250,55353,64428,70546,69929,13297,906,0,5953,30393,36275,39953,37107,41022,41847,48746,51703,51556,45052,29015,7266,50,5233,1115,2068,2296,3038,4797,8390,19518,28935,55374,71298,93929,110127,56084,3736,4507,3777,15076,22642,22908,28241,34535,45381,56272,62533,67339,59140,33040,9551,996,0,0,1,126,397,3649,39678,62755,58607,85382,80084,66791,42959,24848,661,0,0,1,138,496,3042,37162,62737,70785,80000,76610,66354,45584,22372,657,3839,9176,24964,28687,31700,32967,36967,38151,43816,47019,49567,53579,44930,16527,4049,4034,978,670,1185,1633,3498,6746,11884,27613,53846,114674,138220,90733,10118,106,5031,6096,4696,10888,17930,24788,32132,38505,42761,46823,50877,56117,61963,54876,12455,32,496,1824,5332,20387,57795,85626,76668,59774,46984,39050,35352,24252,8444,3922,354,31995,46449,53013,56529,56299,51685,44656,37343,30096,22898,15789,11426,6999,407
173,2,1,1,1,2,1,0,2,15,248,7159,39833,67747,37698,65275,73502,36402,40489,30425,13478,2122,0,75,1012,4754,37116,48732,54596,55965,64029,47146,34085,31121,25522,9194,1048,0,2575,43809,66080,68429,50050,45446,36965,32507,23142,19625,12747,8942,3853,225,2134,1196,1031,1515,2237,4986,7080,12438,30120,57524,87091,98520,78200,28418,1905,2179,12763,40355,44327,40548,43107,45116,48216,41344,35448,28486,18923,10084,2956,543,0,0,0,0,0,298,43465,143133,91084,88887,33086,10638,2945,853,6,0,0,0,0,0,245,38567,129307,126061,75601,29927,10381,3720,580,6,1608,23438,49069,48628,45640,45476,42147,37292,31252,27934,23971,20349,12165,4564,862,1504,1399,1103,2054,4938,8505,22179,29210,56131,73332,107990,69012,30335,6195,508,948,1262,1483,2886,4959,7704,12122,19684,26432,38315,52821,71812,91973,75203,6791,1,27,447,2025,7608,21139,36637,42330,44973,47190,51524,56702,67234,35459,1099,419,57986,74770,73100,62039,48585,34229,23109,15787,11211,7089,3652,1818,598,3
174,2,1,1,2,2,1,0,0,0,58,4167,14166,21548,15844,26126,37359,26377,29873,26082,20319,3832,0,0,152,1530,10631,13028,16717,23605,31220,29349,27636,27151,25049,18052,1631,0,617,12711,20838,24859,22475,25296,23623,23713,19793,17138,12496,11443,10540,209,4390,632,463,967,1432,2454,2941,4504,6506,11289,20535,36180,66085,60556,6817,3988,1272,4619,10722,14211,18635,22513,27443,28754,29679,24683,17837,11491,7059,2845,0,0,2215,16939,24951,27247,42395,48833,24442,23345,10765,3534,879,199,7,0,0,2285,21180,27580,20997,39537,45712,33731,20200,9820,3461,1091,150,7,3411,2526,12499,17212,20212,22686,23419,22301,20841,20730,19053,16750,11873,8076,4162,3455,775,361,544,1048,1935,4370,4925,13160,22954,46026,50516,53794,21345,543,3747,4719,3782,3735,3969,5426,8225,12509,18020,23098,28375,34202,38742,31589,5613,2,58,188,724,2879,12424,31461,37869,34705,30410,27093,22958,16128,5446,3406,225,17197,31142,37147,35851,31449,23706,16280,10476,6999,4592,3269,5058,2324,36
175,1,1,2,2,2,1,54,71,423,3128,20729,54411,79603,63407,86216,88143,59512,63315,45465,10547,4464,31,309,2060,9660,55201,68083,81891,85475,79451,57339,45966,45035,37925,8156,2906,6,5321,60645,70566,78386,73694,69113,54490,44719,34595,30375,25403,24688,6707,780,8582,5070,11652,21442,27516,34315,37279,43323,47738,59240,75752,77231,73835,50700,5813,6936,12813,40881,50247,50842,61947,71809,72848,60689,46575,31937,22235,19654,24337,5738,0,0,2471,52459,71744,64598,110525,132630,65679,46270,12786,9347,7185,1992,1802,0,0,2571,60889,75429,50219,103401,129489,87190,38112,11621,9291,7951,1524,1801,5534,26600,54572,53467,58857,66713,65605,54862,44443,38769,30700,25805,23966,24730,4865,6163,4484,7107,15063,25890,37722,50025,48096,75607,84842,100327,71086,44901,7338,837,6552,6938,3693,13746,23525,23194,30501,42002,55160,64837,67983,67594,73725,77163,22875,1024,20841,17739,10673,15168,29378,51499,63202,66265,66264,66034,63837,64717,37398,5449,438,66479,73657,70010,68633,67289,58321,44684,31902,22257,14451,10435,10915,16747,23270
176,2,1,1,1,1,1,0,14,1444,3449,6181,10173,16286,17028,32908,57304,79278,93979,83436,22057,3615,0,129,3142,7894,16125,21893,30517,49460,73099,77829,71533,49682,19291,4416,2142,4,4096,20501,39888,65449,71906,67102,54622,43219,27995,16231,7985,4403,3399,352,3822,4437,5093,7191,10382,15378,20243,25472,36718,51285,78083,85993,66185,15985,885,2611,6834,21261,35338,48302,58634,59043,57408,48409,38429,25766,14942,6793,3248,134,0,2898,48127,164938,75410,49060,38740,25697,11031,7579,2882,671,105,14,0,0,4505,46253,172253,76920,38444,38157,26291,14418,6487,2623,659,137,5,0,1644,9752,27069,41610,51864,56133,54985,48922,41441,34157,27068,17995,9322,3322,1868,1680,3492,4851,7322,11193,15060,27052,34268,54089,68653,89864,78558,26277,4732,61,3168,2755,1728,2373,4162,7637,13813,22597,35463,53333,75259,93307,75535,31209,4813,9,139,799,2949,7656,15607,25032,32643,41645,52634,66075,79253,74047,27294,1370,389,23598,65533,85363,76649,57741,39559,27002,18231,12934,8441,5349,4647,1461,255
177,2,1,1,2,2,1,0,0,0,7,1095,9830,20031,11077,19754,21501,33206,113809,58866,13637,4584,0,25,191,1477,14162,19951,27402,42309,66750,63585,35145,18887,10555,3928,3030,0,246,12828,38797,64645,64665,47634,28947,18577,11302,7456,4530,3023,4560,187,2368,2425,3695,4882,6979,11048,15637,20538,32916,53301,68940,55627,25728,3283,30,1813,4821,21858,41241,48126,49674,42539,33286,23147,15620,10810,6744,4324,3366,28,0,1212,10792,7450,66927,86658,27008,56758,27799,16064,4922,1448,348,11,0,0,1673,10476,8310,76253,72558,28315,51947,38425,13169,4434,1413,423,1,0,1251,5412,29263,45311,47719,45393,38764,29624,21588,15191,10518,7362,4626,3104,2271,677,1649,3120,6632,12651,17997,27498,30628,46620,52562,58731,33402,10242,4981,7,4009,3614,1346,1501,2504,4137,7049,11886,18795,29868,53469,84509,63141,21219,350,5,18,194,927,2992,7096,11433,14497,19891,28707,44878,70158,77185,28212,1204,479,16968,65924,74628,52330,32740,21113,13780,9354,6877,4802,3873,3962,513,54
178,2,1,1,2,2,1,0,9,59,340,2756,8536,9871,7683,15747,26321,48289,59793,71122,6818,2271,0,109,601,2375,10952,12130,21036,36523,51401,54147,36362,23751,6715,2655,858,0,971,11842,31173,49166,53365,44757,28292,19053,9921,4872,2275,1736,2192,0,2904,2334,2866,3331,6686,9023,10855,15687,23450,34949,50544,58215,34125,4611,35,2378,3825,22465,39779,40461,40647,34509,29221,20456,11654,7149,3660,2112,1236,63,0,73,1031,3012,23923,75168,73236,60257,16339,5516,880,151,28,1,0,0,82,1046,4137,33243,60448,71124,63998,20154,4383,831,135,34,0,0,1786,7170,33942,43573,42094,36735,29000,23138,15870,10010,6692,4474,2455,1756,920,1173,1256,2263,3260,7571,15095,24299,34301,42463,63327,46972,12547,3133,1955,0,2952,3446,1176,1357,1558,2213,3921,8166,15872,27797,44219,64167,61352,20486,933,1,42,266,818,1839,3508,6492,10408,15938,23611,36217,53180,69127,36287,1881,375,22681,63854,60921,43584,26432,15292,8887,5269,3737,2683,2005,2183,1627,85
179,2,1,1,1,2,1,0,4,39,209,4787,32174,68921,43116,81685,96083,51760,63641,41899,9857,340,0,13,473,4412,39524,59174,68957,70385,85184,64193,42916,32417,22304,4485,78,0,1308,41471,79936,90161,70534,62802,48300,38289,24410,18642,11414,6091,1141,16,1390,959,1147,2050,3253,6824,10186,19507,47034,94425,128158,106718,57948,14641,275,1895,7888,40922,62562,61026,62688,60172,60276,48278,37385,27319,16008,7136,937,23,0,0,1,13,34,2445,20743,192567,137488,102155,29722,7398,1591,355,3,0,0,1,19,45,1788,16106,171160,185460,83574,26909,7233,1959,260,1,1385,16245,60359,68835,63589,60402,54432,46992,38020,31798,23645,17806,9138,1838,31,325,1731,1555,3247,8225,14982,36671,43738,77983,101219,123636,57625,21191,2353,34,455,589,711,1966,4348,7398,12284,20686,32722,51218,74555,99127,112586,71868,4002,1,90,467,1556,5887,17185,33014,44692,54577,62750,73309,85034,87772,27056,1125,449,50587,99619,97362,79730,60878,40702,25555,16494,10714,7042,3477,1491,405,10
180,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2,1,1,1,1,1,0,0,15,3919,7790,5584,3655,9694,6123,11926,18963,42723,118617,54439,421,2,14054,13206,4326,3141,5695,8089,21140,39931,48037,68153,47010,9303,1665,117,71,24248,8944,14347,38438,46892,44618,39406,34065,19553,8833,2250,1429,774,1,6288,19948,18400,10969,11057,13940,16267,12873,21219,23353,46000,43663,36464,3342,86,3790,20476,13471,21349,29788,36418,34063,38897,31487,24533,15892,8538,4020,1101,46,0,115591,145922,21138,1168,49,0,0,1,0,0,0,0,0,0,0,139800,122120,20991,926,30,1,0,1,0,0,0,0,0,0,9531,13337,18508,23276,32923,29458,33262,28446,27651,22130,22354,13492,7133,2084,284,15321,20743,7183,8860,9008,8695,23633,19161,46237,51199,40153,27323,5462,890,1,1287,2097,1510,1480,2574,6085,11482,18627,27968,41085,53163,62326,47382,6788,15,93,1311,3209,5314,7562,9978,12908,15967,19510,26575,35047,47593,58287,39102,1413,606,12387,46453,51183,44935,34496,24942,17903,13780,10460,7743,5722,5247,4947,3065
182,2,1,1,2,2,1,0,0,2,696,6138,14213,8088,11678,10730,24102,54132,114885,113141,17946,361,1,13385,21533,7673,8048,12097,16756,40878,74977,63024,67267,33448,13975,2919,131,1,30794,18620,20858,48936,65178,55910,52688,36416,21621,12311,8005,3615,1155,4,4645,27224,41096,26298,27762,34703,35957,25402,36293,32599,45510,27083,11066,469,5,7302,30528,18693,19302,31585,45479,45309,52509,44239,32613,23903,15563,7112,1814,161,0,94186,252769,27112,1719,298,18,8,2,0,0,0,0,0,0,0,122510,225754,26113,1485,222,18,6,4,0,0,0,0,0,0,16382,19942,22208,22341,36555,37090,46478,39175,39581,31382,29721,19310,12124,3486,337,13599,39959,14194,18025,16594,17087,44251,33118,66166,52561,30204,21859,7206,1278,11,1823,2017,3124,4650,8994,16788,26716,37417,45207,53997,61499,65960,43656,4262,2,87,980,3519,7448,12578,17774,23812,27987,34076,42833,50427,56061,53081,43343,2106,1351,14625,35750,50925,51560,44576,39082,31998,27118,22337,17261,13243,11873,10396,4017
183,2,1,1,1,2,1,0,0,0,0,3,4,2,6,85,4056,5140,16723,257487,169771,1815,0,0,0,42,1429,5908,2159,6359,25052,71346,169067,129833,40784,1934,1179,0,29,7195,6269,37304,81232,94933,84827,73614,41371,18917,5367,2048,1929,57,3158,13003,17568,16676,21385,26541,30108,22769,46005,57608,121493,55499,22652,624,3,5732,10445,15539,32777,53276,70073,64432,70496,53066,35616,22662,13031,5838,2071,38,0,74501,350699,23493,3437,1182,902,436,391,45,6,0,0,0,0,0,114691,311220,23638,2939,784,860,582,330,39,9,0,0,0,0,7016,5802,20124,34021,57913,55525,64707,52335,50253,38890,36011,19686,9389,2615,805,1891,10115,12092,16045,26292,19208,42120,32083,64587,77008,71894,63755,15902,2096,4,2108,1763,1539,2487,4531,9790,20067,41064,73747,103555,110187,71971,12173,110,0,26,648,2370,5182,8150,10238,13251,15870,19797,30481,47031,83253,126897,89889,2009,1199,10506,54512,89598,88227,64851,43303,28534,22010,16811,12313,9319,8308,4829,772
184,2,1,1,2,2,1,0,0,0,58,185,342,431,769,1765,2489,10144,36622,159052,107575,441,0,3,26,32,212,920,1853,3671,6789,12978,29880,81370,163000,18977,162,0,5,413,1785,4773,8322,10676,14460,22780,40379,75947,88130,44886,7248,69,1984,1660,2520,3209,5518,11424,24276,32497,45543,59158,63909,43841,17206,5315,1813,1818,1862,2864,6005,9232,13312,16489,24359,35853,51655,60078,54165,33954,7535,692,0,30912,35804,13326,39042,101841,56455,7208,1127,1092,874,1031,2973,18196,9992,0,38181,28557,15618,43810,87087,60191,11087,1287,981,857,889,3983,17647,9698,1210,1333,3733,6183,10169,12378,17526,23619,34405,46396,55329,55325,41611,9932,724,774,1003,1108,1512,2128,2756,5947,9605,22396,41016,67739,95219,59804,8762,104,1551,2038,5858,18264,36791,61499,81606,53872,21768,13660,11798,8285,2660,219,4,2,110,1775,4747,8804,15372,25268,33112,39288,48597,53580,38805,27205,21997,1211,345,2200,9076,14283,17463,25678,43161,54708,48679,37604,26576,17447,13101,8133,1419
185,2,1,1,2,2,1,26,13,15,19,109,296,854,1536,3382,7069,16539,39499,185176,63917,5899,2,40,70,166,409,1210,1997,5454,15732,41786,95953,110454,42141,5287,3648,0,24,690,2663,14388,32902,54146,57303,50195,40438,39934,20156,5524,5977,9,3193,3583,6973,9381,15290,20302,27150,30209,51832,62474,63576,23454,6447,478,7,2475,3770,8116,20360,33446,43455,39561,40636,37266,35564,31257,17537,7372,3522,12,0,10987,81606,18313,44970,80147,53859,26892,3827,2640,1032,57,19,0,0,0,18467,74337,19183,67398,56477,46166,34281,4600,2475,888,60,17,0,0,1737,2232,9758,20546,35530,37482,38919,36467,37273,35493,31378,20897,10023,4829,1785,1148,1723,4083,6093,10158,14940,25833,35808,50072,56299,56775,42964,12970,5482,1,5038,5367,2399,3252,6213,16914,37133,50006,59556,64635,49914,20628,3131,163,0,18,200,672,1866,3928,7160,12687,18040,24026,30939,40609,56993,76954,48581,1676,576,3331,22609,47141,50693,44867,42130,37576,28848,18517,11088,7555,7349,1963,106
186,2,1,1,2,2,1,0,25,1678,1410,615,709,1545,2368,4382,6533,11542,20912,86694,41036,403,2,1300,1226,858,731,1127,1118,2111,3350,12092,31849,56612,65131,2195,150,1,1693,1906,951,1603,5734,15621,22651,25653,26052,32775,31789,12292,1114,17,2547,2415,3487,5230,8520,10478,15976,17660,23456,28564,25196,20921,12006,3326,70,3239,2464,4858,9861,12683,16547,16253,17740,19614,20661,23543,21352,9141,1744,152,0,69,5284,2536,31902,48212,20915,12652,7852,13648,5662,2206,4814,19248,4852,0,162,5249,3840,48831,30210,17794,15256,8819,12350,6185,1953,6528,17973,4702,2736,2401,5762,10784,15932,15656,14444,16579,17926,18607,19870,20620,14875,3217,443,2033,1090,1840,1825,4182,8272,9117,19082,20205,33653,36901,28534,11868,1231,19,439,966,2191,7650,16972,25271,32537,27611,21116,17558,17430,8183,1480,397,51,0,21,121,539,2202,5389,10196,13855,17384,20174,22510,25312,33129,27420,1600,1300,4834,12853,19189,19463,18893,19451,19147,18519,16835,12852,8156,5730,2464,166
187,2,1,1,1,2,1,0,0,317,6976,9501,9734,9416,9610,13392,17577,43935,90867,109340,5653,866,0,78,2679,12274,8706,9295,9899,10644,11114,19072,49588,99568,91256,2789,222,0,10213,13113,11874,7727,7342,6478,10176,23152,52717,82190,74286,26263,1651,2,1338,2824,12372,29132,37485,44832,63206,40511,30637,30861,17171,11216,4652,909,38,1129,3141,14613,11091,7175,8189,11436,22447,37470,46599,60870,60336,34502,7577,609,0,0,0,69,171,266,2556,12173,7478,12835,16369,28359,59987,155046,31875,0,0,0,109,188,207,1912,10924,10484,12039,15097,24589,77902,142923,30810,1167,13930,12916,6994,5972,6662,10936,20530,30215,43008,52991,62125,45023,13752,963,969,751,2354,4864,8137,17875,26573,33193,55174,69302,52957,35675,17808,1548,4,1278,1512,17101,57416,88375,59932,28072,13897,8278,6133,5871,7692,11195,14844,5588,25,629,3750,13303,29359,41529,43049,39306,36080,32666,29821,26189,22766,7955,757,333,13927,12505,6750,5459,6451,8971,15169,27788,42106,50444,47454,43370,36175,10282
188,2,1,1,1,2,1,0,2,262,2323,1569,1316,2227,4435,10021,18867,42731,76651,164369,50882,2009,0,171,547,849,1918,4274,4112,5120,6488,15192,53873,135120,142666,6525,809,0,258,2006,4045,3735,4725,19140,44820,76342,88292,82869,37921,10552,2890,69,6215,4786,9338,17635,29590,36101,46270,38035,37397,37178,33410,40596,31211,9656,246,5680,4835,9424,18582,25972,39587,47654,53736,51008,43396,38934,25356,9909,3077,514,0,0,0,351,39976,116071,30297,20945,44103,36978,11704,9517,21938,39285,6499,0,0,0,1186,79776,76698,27551,19515,49521,33416,12517,8276,28056,34846,6306,4283,4930,12058,21846,36649,41328,39950,44302,42720,38036,35873,31638,17020,4916,2115,2342,1630,3119,2543,7344,18017,24414,64069,79486,88025,51742,23414,8528,2928,63,4638,4698,5998,17035,40597,59479,59206,47284,41161,42493,36700,14341,2929,1004,101,1,60,379,1099,2896,6375,11685,16852,24082,35047,50840,70250,91839,62015,4244,1218,9048,28761,42221,43790,45416,43892,39053,36360,32421,23923,14787,9788,6277,709
189,2,1,1,2,2,1,0,1,73,348,754,1756,3527,7814,14999,24225,47931,94255,112409,13273,3379,0,53,229,471,1089,3153,5592,13467,23735,37432,66611,91463,76061,4874,514,0,87,777,2430,8857,13905,22399,37370,56206,89428,67300,18701,4323,2955,6,4260,7074,30688,64308,67609,60642,51538,21404,9275,5212,1990,622,101,15,6,3043,3267,8475,22210,25757,31069,44356,63453,58625,35526,18624,6984,2929,422,4,0,0,84,1254,41555,14175,3335,11429,27202,19932,20354,43657,62348,66385,13034,0,0,71,2132,46814,8100,2757,10027,31517,17576,19140,38378,79063,56414,12755,2190,1954,7100,20300,25366,27636,37615,47031,47797,44838,33323,19353,6150,3266,825,2003,1686,3711,8411,15743,34339,38901,60160,79596,49172,19338,6607,3166,1910,1,5693,4557,9477,33754,63572,75270,59509,36333,19966,10590,4299,1215,365,139,5,0,10,83,295,955,2186,4811,9574,18667,33895,57458,75438,72929,46250,2193,342,1608,2567,10227,26105,34885,43608,54549,56574,42918,25151,12796,8670,4356,388
