census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9
175,1,1,2,2,2,1,76,780,23549,95217,140730,135833,104552,69408,9343,137,4602,62522,117268,148532,106439,75580,57765,6643,228,91513,123183,117295,95137,64179,47027,36627,4299,11331,19963,42968,56019,77214,88662,124578,127003,31750,11187,67121,83411,111170,116795,85903,47110,34937,21854,0,5832,120842,127729,182704,109269,18828,11684,2600,0,8668,130221,123096,199610,85705,17088,12413,2687,17724,85862,95444,109555,93247,67590,48326,42412,19328,8810,13381,36516,63959,97966,134367,148337,71327,4825,12170,7740,34544,42460,69761,103473,112852,122724,73764,12309,30917,22219,61780,104185,110643,109105,104959,23371,39433,124652,115132,107802,74361,42290,21549,18633,35636
176,2,1,1,1,1,1,0,2821,8267,18911,37243,77545,142423,131772,8170,29,5556,21705,41357,83705,127736,109826,32969,4269,1482,34103,94353,118077,93199,53568,22064,7702,2604,6811,8478,15636,28491,44095,76510,134996,104682,7453,5634,35237,73475,99032,92926,69965,36696,12209,1978,220,90841,200312,77298,37171,17638,3438,234,0,366,97828,201737,69869,40014,13914,3125,299,0,6176,43978,81785,92227,81936,61475,39831,15992,3752,3793,8377,16368,29242,63942,105938,147050,49404,3038,5374,2920,5892,15995,38013,78835,136943,121320,21860,72,1532,9948,31431,54591,81539,118532,116315,13192,11316,106389,133827,85626,45526,24315,12108,7104,941
177,2,1,1,2,2,1,0,0,1102,19177,32133,30883,106845,108280,8977,3,595,15257,34722,75548,109727,49210,17096,5239,42,24230,92244,97626,50699,22800,10644,5429,3683,3903,5958,10488,20359,37043,76038,107230,45458,920,3844,36969,77046,79946,54461,29859,15497,7767,2008,175,13695,72511,106969,63833,43485,6073,656,0,326,14594,81792,96141,76923,31350,5455,816,0,3183,46316,79457,71510,50421,28629,15708,7852,4321,1710,5530,17489,33287,57837,84181,83647,20094,3622,7098,2348,3528,8481,19893,43361,108357,104932,9399,10,398,3728,14389,24536,42699,89333,119919,12385,6167,103212,100950,47839,23316,12709,7277,5639,288
178,2,1,1,2,2,1,3,143,3018,13686,18568,35904,88035,96073,4185,31,1373,12633,22162,63163,89912,54448,13359,2534,160,20683,72309,85793,49281,20314,6506,3216,1353,4415,4669,9037,16064,27099,50801,89736,56642,1152,3859,37231,67818,65766,46555,24166,9844,3650,726,1,1443,26595,125957,85267,19292,1006,54,0,7,1575,36926,112217,94799,13091,935,65,0,4143,53575,70847,57073,37555,20125,9856,4311,2130,1894,3811,9818,30457,52322,96706,57180,6251,1176,5937,2087,2465,4617,13986,39366,85182,95438,10537,12,478,2476,7402,17512,35043,70151,109805,16736,8537,99892,82986,37610,15071,6936,4052,3651,880
179,2,1,1,1,2,1,1,69,4969,63277,122223,136479,98523,64998,3976,1,1613,42808,95899,132934,119060,65996,34893,1311,42,71037,141797,106634,85018,52683,26260,10762,282,1978,2054,4767,11490,39220,127266,201253,101514,4973,4578,66541,103174,107475,93314,68010,38619,12502,302,0,1,47,10900,208292,236206,35770,3187,112,0,4,61,9735,263227,185126,32389,3832,141,7506,92481,110426,95029,81039,55576,35950,15842,666,917,3901,10265,30849,84253,159491,165579,38476,784,891,1342,5836,14847,33501,75960,138341,181652,42145,29,869,7103,37686,74217,100315,129823,133446,11027,22520,160709,144518,90057,43304,20982,9668,2556,201
180,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2,1,1,1,1,1,0,674,11050,9239,10891,16852,45319,185911,3933,5939,23814,4976,13751,37623,71518,107909,17417,922,16219,20842,48987,77325,72439,34770,10530,2425,332,20228,28101,18333,24647,25427,37578,74327,53997,1231,19027,25460,44387,61737,58122,45539,21683,7407,507,14870,255529,13420,49,0,1,0,0,0,30579,243068,10190,31,0,1,0,0,0,18884,27092,51599,48261,52601,40085,31834,12124,1389,32360,12196,16559,19671,52679,76575,62504,10903,422,2621,2762,3565,13076,31306,60865,94829,73705,1140,741,5395,11353,18304,26644,39990,65540,93317,22585,4692,72109,78763,51048,31378,19155,11732,8703,6289
182,2,1,1,2,2,1,0,75,6761,22135,16422,30254,125723,172007,2735,2283,36609,11748,28749,69881,109102,94092,22371,1277,10591,44258,64360,103423,91142,37248,18118,6563,409,22123,59539,45363,57846,50696,56412,64535,19433,165,29066,33843,44501,79455,79168,61526,34396,13218,939,13259,348144,14383,308,16,2,0,0,0,23595,344042,8225,234,15,1,0,0,0,29059,33277,55092,63348,74447,55911,43079,19858,2041,46536,22859,32976,38136,88493,86554,46671,13314,573,2862,5415,12331,33708,61463,84954,105488,69070,821,545,6055,18012,33162,47093,66227,87968,87311,29739,8147,59753,86311,69497,55948,39666,26369,19824,10597
183,2,1,1,1,2,1,0,0,3,6,8,4139,13105,415721,22110,0,2,1469,8034,14985,87805,277093,63519,2185,0,9790,41007,145130,157682,73165,23218,3662,1438,12017,26751,33022,46059,46296,90676,162529,37589,153,13040,28795,75934,118671,104833,70179,31481,11226,933,5797,430263,16070,1841,865,250,6,0,0,9191,431680,11617,1412,966,217,9,0,0,10605,28128,86143,92116,98684,70910,50027,16334,2145,7794,22202,36439,40962,81163,112881,121639,30612,1400,3463,2582,6383,21655,70467,156101,165787,28646,8,298,4132,11946,18870,26546,44221,97520,201552,50007,4755,89342,149945,93820,50986,30703,18826,13176,3539
184,2,1,1,2,2,1,0,7,236,547,1462,3787,28844,267420,17570,1,32,240,2186,6404,17621,71205,219293,2891,0,870,6106,15170,26382,55065,137811,77198,1271,3119,3937,7835,26257,57005,89636,95252,31724,5108,3003,5299,13479,24398,39945,77325,97842,55040,3542,1710,67155,50219,147747,18116,1860,1483,7775,23808,4317,64984,56865,138338,20722,1573,1331,6950,24793,1971,5630,15027,22555,41034,70735,92583,65884,4454,1437,1721,3367,5918,18431,57371,129985,99405,2238,2848,10978,50676,116358,89912,26135,17909,4983,74,22,3115,12301,31234,55025,75378,81465,47405,13928,1311,14742,27314,52418,88515,68897,39025,21601,6050
185,2,1,1,2,2,1,37,23,122,726,3163,9248,37061,260682,13287,36,115,536,2469,10855,52855,175807,75121,6555,7,1327,16431,66266,99840,68878,55907,11174,4519,5430,11076,21914,38141,54778,99048,81350,12448,164,4694,15265,48208,72237,64147,60098,44384,13962,1354,287,98279,57310,114117,47927,5321,1075,33,0,665,99670,79050,90949,48646,4404,928,37,0,2911,15352,51540,61597,63642,60395,46430,17216,5266,2144,6373,14688,30924,60245,91783,89024,25110,4058,9707,4096,8466,39551,82936,105757,66621,7175,40,105,1210,5369,14986,30061,47805,76670,123513,24630,1994,38667,83689,73006,62431,36501,16088,11028,945
186,2,1,1,2,2,1,0,2169,1559,1343,4868,9326,22430,133076,5081,983,1833,1301,1869,3316,14613,66743,88492,702,1114,2784,2256,15987,37299,42425,55422,22194,371,4299,5739,12161,20469,32522,43143,40001,20277,1241,4784,8487,19834,28178,28687,33950,38901,16085,946,0,5927,33864,61862,21688,19729,7135,11832,17815,1,6088,51993,43639,22678,18112,7464,10860,19017,4070,10571,22974,25406,27224,30582,33630,23658,1737,2638,2688,5644,15794,23822,50713,56733,21404,416,1155,4194,22869,47098,45687,31308,24198,3059,284,4,227,2652,11723,23095,32180,39132,54148,16691,3686,21382,32571,31928,31726,29191,18799,9219,1350
187,2,1,1,1,2,1,0,1373,15421,16378,16494,26857,92907,156181,1573,51,6382,17304,17496,15632,26896,109146,133079,1198,4091,23627,15209,11310,18095,70460,137788,45831,773,2674,21424,59053,87997,76308,45742,23983,9557,446,1946,21676,13527,15096,36699,74346,104132,56046,3716,0,0,240,1015,13980,20313,32814,126667,132155,0,0,297,1182,16069,18315,27732,120918,142671,7955,22861,10163,13070,34315,63966,94255,73411,7188,1379,2695,13001,31859,62996,107262,74739,32711,542,2024,32051,131607,80801,24203,11308,10625,18468,16097,295,7012,39759,70613,65750,56267,47654,36310,3524,7871,21548,9555,11972,25776,62737,81733,74025,31967
188,2,1,1,1,2,1,0,766,3390,2368,8417,26081,85603,242025,9014,90,868,2527,7382,8060,19744,133207,202597,3189,53,3236,6755,16531,80487,136301,112244,20456,1601,9330,16052,42182,66707,67831,60443,60633,50670,3816,8437,16494,39562,74081,84146,77154,58001,17601,2188,0,0,40327,139144,35249,74001,17240,43167,28536,0,0,80962,100611,40094,65996,16914,41812,31275,6791,22337,50638,69010,71194,66132,57746,29136,4680,3486,4128,9364,37561,82317,154133,68627,16427,1621,8144,11055,53767,101460,78303,69860,48714,5757,604,24,672,3739,13668,28322,52051,95316,146549,37323,5410,47437,72191,75432,65176,56534,34526,16557,4401
189,2,1,1,2,2,1,0,132,1044,3644,12467,36210,101186,163313,6748,38,363,1441,7066,22202,54111,124586,111287,3650,18,1309,10824,27365,62626,129317,82793,8950,1542,7723,53048,113168,99230,39017,9824,2452,268,14,4976,15677,42099,58802,99390,74837,24184,4668,111,0,439,42454,16367,17331,42375,46466,113450,45862,0,689,48328,10359,21717,37901,39249,115797,50704,3286,13854,39770,51476,77038,76403,48111,11699,3107,3063,5442,23049,60181,93581,108406,23907,6410,705,8935,18575,89543,118016,61041,22611,5273,686,64,3,143,1197,5067,16366,47700,107055,122578,24635,1375,5154,34320,63031,88510,80993,34153,14601,2607
190,2,1,1,2,2,1,0,0,0,6,76,1663,49653,229847,5142,0,1,89,837,5692,35998,97058,144725,1987,0,236,6978,30740,72379,138008,34180,3014,852,7033,17723,49441,65218,52125,46753,38494,9550,50,5224,25204,66737,83822,65742,28706,8160,1875,917,0,28473,93835,106892,19321,35708,2121,37,0,0,30307,134010,66176,22010,31584,2266,34,0,3835,31025,76127,76013,52081,27429,13319,4556,2002,2132,2833,7952,37887,108519,111986,12322,2070,686,6504,5731,20769,72229,83565,72476,22844,2256,13,1,17,174,960,3326,11374,45619,164797,60119,2309,37745,94035,80764,45415,15135,5156,2956,2872
191,2,1,1,2,2,1,0,0,1,523,5744,26063,119663,319406,5901,27,653,1333,3244,25234,208197,196442,38923,3248,133,1642,36868,193985,159308,59666,18430,5317,1952,7087,20056,47986,76811,78149,97433,108908,40553,318,5988,32882,107984,137576,96263,58355,28975,7235,2043,0,12,32503,379018,59917,5813,38,0,0,0,15,89789,328324,55129,4005,39,0,0,4106,57505,131012,116102,73982,50421,29897,11065,3211,2339,6599,25109,93769,116853,162509,59651,8565,1907,5174,3631,10778,27317,72338,153704,170007,34184,168,4,222,2705,12117,29306,62193,128244,209262,33248,3027,93086,160347,109427,56419,26703,14248,10320,3724
192,2,1,1,2,2,1,0,0,37,1161,5387,13269,39094,127958,2436,85,1234,1634,1639,3812,47125,108630,23821,1362,113,2342,4610,66029,80846,27894,5332,1368,808,5255,8655,24149,32560,30487,37678,39496,10981,81,6064,20174,48845,54642,33631,17006,6551,1679,750,0,0,34315,149315,5464,248,0,0,0,0,0,78454,106467,4312,109,0,0,0,5338,30502,55299,44246,25821,15881,8382,2592,1281,2781,2444,9538,43230,55844,59157,13951,1728,669,3492,1697,3803,11893,37307,71267,54736,5133,14,1,64,549,2281,5323,13317,37016,96870,33921,4142,43967,65979,40126,18674,8123,4073,2713,1545
193,2,1,1,2,2,1,0,0,0,14,2478,38338,115221,166387,12874,0,349,3047,27254,62275,127746,86086,22170,6385,21,13900,79961,126171,73354,24381,7767,6593,3164,29666,31393,51392,73515,65454,49441,26991,6918,542,17356,44408,94311,94243,50344,19836,7447,4343,3024,388,92587,170185,69590,2489,73,0,0,0,1494,98939,184846,47786,2218,29,0,0,0,13475,49980,106668,81694,42736,20082,9790,5001,5886,17404,23800,40626,78231,98384,56451,12672,5328,2416,21373,6375,9751,20721,53397,100997,96694,24591,1413,3,40,492,2714,8509,28710,84883,166142,43819,10024,46703,118039,87678,37320,15853,7271,5397,7027
194,2,1,1,2,2,1,0,58,493,4714,11219,34489,185170,209325,4024,26,419,3157,14266,68417,177915,137874,46515,903,158,8385,67357,136696,127390,68218,32405,8710,173,4156,6362,16872,37004,69901,113851,139271,61282,793,4843,26796,62314,94992,108221,90799,49710,11387,430,0,4,5520,130405,208839,92621,9506,2498,99,0,5,10714,120968,229449,76679,8935,2639,103,3955,39446,77059,94059,92087,73370,48308,20409,799,2907,3873,12071,37370,78393,157414,136411,20595,458,1649,1795,8353,22765,54287,117367,172335,67657,3284,27,528,4784,27437,69181,98643,123974,110038,14880,3666,68698,140852,128137,60893,27074,12995,6285,892
195,2,1,1,2,2,1,6,5,24,614,11278,77958,169380,111287,6123,8,221,2953,37006,85772,145895,79036,21185,4599,11,18607,97325,119148,82878,36621,13998,4662,3425,12432,15845,28305,52086,65598,81939,88768,31352,350,9001,40268,81029,99232,72104,42758,22369,6113,3801,0,3201,79837,227295,48990,15946,1269,136,1,0,3670,118730,195639,44659,12701,1141,133,2,8574,54014,92985,84938,57490,39564,24295,9909,4906,7281,11377,27788,67193,78234,112889,59613,8996,3304,10517,2628,6952,17394,41576,86327,134994,75514,773,40,470,3256,13479,32038,63172,112433,128491,23296,6623,78930,127049,86839,39712,17629,8786,6535,4572
196,2,1,1,2,2,1,16,11653,31417,28991,41938,81888,69062,14595,1374,387,19025,26470,45540,76560,72773,31790,7358,1031,606,26310,76117,63586,58478,35300,15722,3995,820,9234,19843,29592,40773,59840,74560,40138,6824,130,6100,20203,38586,50557,56625,48007,35585,21034,4237,0,0,63480,63530,11667,13113,74229,52237,2678,0,0,84184,44746,10539,11664,74584,52622,2595,5268,26440,42607,50085,52420,48232,32961,19816,3105,9866,22784,34509,52846,54018,64461,33923,7690,837,4952,2321,4669,15384,43883,90114,71415,45920,2276,36335,29214,16747,18583,31632,42660,44916,49971,10876,4051,37096,51334,64805,33815,23090,20614,22841,23288
197,2,2,2,2,2,2,0,0,13,835,5952,26148,86365,49402,3562,0,523,2259,10207,30896,59963,44906,21404,2119,22,6150,28062,43675,44607,27048,14795,6794,1124,5798,5802,11786,20756,27877,39156,45273,15603,226,4322,8758,21029,34404,37818,33280,23451,7695,1520,0,0,3137,85757,62415,12372,5990,2594,12,0,0,8532,88893,57869,8315,5974,2674,20,3874,11914,24054,33874,31656,29281,23447,11862,2315,3447,3453,11929,22573,26511,50434,36158,16423,1349,5578,2923,6111,12691,25214,44790,53401,21393,176,50,759,4268,17127,28851,36651,42241,34973,7357,2925,17630,41528,48045,31489,16603,7849,4294,1914
198,2,1,2,2,2,1,0,0,15,246,3068,16434,53550,36163,2563,0,23,931,8919,26796,38219,26300,9173,1678,0,4453,22370,30748,27866,16004,6807,2510,1281,1727,1468,3585,6844,13546,24674,36783,22007,1405,2148,8572,12810,19447,27067,23782,13278,3639,1296,0,0,1932,41546,53990,12270,1171,1057,73,0,0,3414,37954,58950,9480,1033,1140,68,2243,10557,17004,21539,22090,18450,12928,5425,1803,1378,977,3885,9735,17979,35702,33395,7686,1302,2869,712,2080,4859,9767,22803,39687,28391,871,25,399,2347,12033,22526,24216,24174,21191,5128,1490,19224,34627,30311,14388,6010,2845,2742,402
199,2,1,1,2,2,1,0,2733,30758,62304,110578,134182,114105,40029,5276,544,14198,33206,56244,91193,108378,115668,76000,4534,2822,13979,40868,68314,94905,99580,103743,72051,3703,21676,20756,38145,62129,94202,116442,98877,44539,3199,13668,9239,16076,36695,78453,94277,98330,109369,43858,1,462,16447,55799,75360,88119,115783,135755,12239,1,574,20132,52196,83124,80071,114112,137209,12546,10879,8414,20798,43228,75357,89964,95907,119026,36392,15911,20458,35244,54327,74412,96342,108568,90637,4066,18551,10750,54566,96277,118960,126188,55211,18323,1139,87256,78817,64175,78994,73724,54086,26769,18904,17240,4506,14195,36044,87993,70804,65733,61728,73637,85325
200,2,1,1,2,2,1,7312,124389,132367,136159,127792,118525,72060,23299,6063,9912,116181,85997,86523,108191,117359,123553,93373,6877,3983,63324,109825,96726,111010,146821,141881,67928,6468,54161,55783,104500,127857,152905,142192,84545,21399,4624,40495,11219,23666,67379,115997,135139,176499,146147,31425,0,0,27068,12377,7212,47243,276250,351497,26319,0,0,29094,10129,8546,42841,278309,352728,26319,38105,7493,30233,94487,117270,121379,163035,149694,26270,56804,88260,84162,88946,103737,120860,130007,69418,5772,53027,18160,58129,108224,156953,178559,139943,31665,3306,164549,157624,141383,103282,65907,42883,15183,9278,47877,33369,6710,17658,91317,134394,141415,120281,111026,91796
201,2,1,1,2,1,1,0,0,3,522,2153,12869,65763,186705,16396,0,0,248,4465,17007,60045,124250,75528,2868,0,2824,23178,50679,76130,73675,40425,16639,861,1136,1724,4193,12525,29316,61541,98030,72903,3043,1204,11670,37712,66401,72147,50154,28024,14845,2254,0,3284,166892,85452,19993,6611,1987,192,0,0,4394,177437,73902,21351,5226,1837,264,0,830,14371,42465,61564,59559,47853,33133,20442,4194,382,685,1143,3926,19195,68495,150640,38467,1478,388,4562,12527,23434,44152,74978,82167,40871,1332,2,60,1228,8975,25176,47438,85860,104576,11096,2108,62019,92987,59516,29616,17222,11397,7870,1676
203,2,1,1,2,1,1,66,14204,33732,30302,29514,70571,231799,161938,19582,2700,45875,53773,54760,86290,136858,152713,48440,10299,5598,84770,93130,97629,114727,120142,51901,18970,4841,59281,151080,191475,132509,37619,12078,5854,1631,181,25237,104672,100363,85536,99112,95605,55811,23451,1921,144,66297,78640,55386,57183,166670,59051,48990,59347,309,68070,93824,37809,70027,153124,56531,49280,62734,16936,82914,109058,80416,85837,94624,75116,36855,9952,50927,106729,113298,122569,105776,55122,20542,13671,3074,23311,23865,72352,150598,130841,82960,60791,43235,3755,566,6623,20229,43058,73618,97656,124296,178217,47445,4575,42557,86808,104364,108499,102504,73129,50747,18525
204,2,1,1,2,1,1,0,0,5,746,7198,60066,241684,133943,3225,104,5684,26202,79092,181709,114258,31452,7316,1050,1240,55474,196196,131799,40417,14139,4936,2553,113,82993,168144,116727,55663,16268,5281,1282,373,136,34226,141943,143240,73536,31814,14260,5947,1830,71,1243,432521,12204,891,8,0,0,0,0,3242,435225,7978,414,8,0,0,0,0,23110,99970,160241,86943,41391,18606,10528,5145,933,65874,169892,120769,55254,23230,7569,2503,1733,43,11941,13192,28050,55829,100110,129700,88618,19047,380,4,177,1090,4551,12180,31726,79398,228186,89555,10749,50569,134950,114996,67170,33624,17355,11838,5616
205,2,1,1,2,1,1,0,0,0,6,1017,8418,20158,2601,131,0,329,3012,8072,15516,4229,862,283,28,29,6258,19102,5307,1124,285,108,118,0,4319,11550,9109,5211,1534,548,55,5,0,913,9456,14842,5326,1223,356,136,76,3,0,32191,140,0,0,0,0,0,0,13,32227,91,0,0,0,0,0,0,712,9770,13940,5343,1635,535,200,133,63,5496,17852,6378,1854,513,112,65,61,0,677,243,414,1575,5380,10769,10384,2869,20,0,3,11,91,412,1708,7754,20409,1943,187,3051,11231,10397,4883,1638,485,263,196
206,2,1,1,2,1,1,255,67,143,1147,15421,95115,124489,24678,332,146,4419,28842,73578,96145,44329,12376,1735,77,514,41231,120793,69681,21726,6266,1134,301,1,30367,88489,68985,47907,17892,6703,1172,123,9,8049,50986,96785,66655,27230,9249,2315,356,22,61,255752,5825,9,0,0,0,0,0,218,258991,2436,2,0,0,0,0,0,5840,48486,90740,61935,34080,13974,5339,1081,172,31855,78331,64889,54928,25830,4823,781,210,0,1858,2742,8142,24561,52427,76580,73861,21234,242,141,178,777,3127,10004,32111,90147,112590,12572,2263,23136,69871,72417,50103,25925,11046,5134,1752
207,2,1,1,2,2,1,1,1,13,6046,67069,124303,116238,68232,3540,9,4846,41971,94987,95011,71200,50362,24652,2405,278,62067,116687,83934,53897,34914,25685,6509,1472,10704,44893,78210,107712,89189,40778,10868,2333,756,9410,53599,84698,78748,58849,40329,30786,24861,4163,25,297508,86787,1111,12,0,0,0,0,28,302668,81758,975,14,0,0,0,0,5592,50347,84033,71721,56188,42039,33829,32201,9493,11784,32824,69777,107524,83978,46554,26227,5169,1606,1863,5662,21338,36933,60857,90143,106265,58622,3760,85,8977,21827,32119,46384,69061,100981,93001,13008,4942,47269,90435,82047,55784,36866,23289,19502,25309
208,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6,0,0,0,2,6,8,7,12,14,28,9,9,2,3,4,4,4,7,3,24,9,10,8,11,9,7,3,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,5,29,0,0,0,4,28,15,21,37,35,12,15,20,6,3,6,14,32,53,43,12,3,2,0,0,0,0,30,100,0,0,0,0,0,0,1,16,0,0,0,18,33,30,3,1,20
209,2,1,1,2,1,1,0,12,2742,14074,56502,103909,94710,41550,527,110,11734,33477,82400,95923,53360,30516,6421,85,1467,48396,119568,72616,48734,20322,2616,287,20,10753,62101,100884,76357,43227,15791,4262,646,5,8010,97575,88992,55803,34274,19211,8858,1238,65,61,282035,30513,1411,6,0,0,0,0,295,291422,21356,950,3,0,0,0,0,9162,92801,83787,55622,35184,20320,12440,4509,201,7442,54600,114914,89677,35272,10428,1473,211,9,1875,2434,8479,26168,53991,81149,94717,43788,1425,787,3411,6616,13034,23198,38643,62003,118691,47643,5014,75761,83673,61398,38684,23055,12483,8436,5522
210,2,1,1,2,1,1,1,1359,10550,20763,62609,64389,37489,14112,5214,1042,15092,29369,53961,51981,37491,16921,8092,2537,2924,26144,50165,59705,48397,19427,4613,4201,910,17019,68022,74743,35098,14457,5282,1503,343,19,6076,10731,32740,44126,53346,43273,19315,4536,2343,808,177969,33677,3993,39,0,0,0,0,1062,188246,24177,2984,17,0,0,0,0,4933,14139,31396,42804,48221,41283,22607,7105,3998,14440,63967,57538,42437,21997,9886,2433,3366,422,10615,3127,7617,31401,62298,53837,33184,12910,1497,2052,10448,27414,42927,42300,34260,26148,21711,9226,2224,7853,20242,31851,38031,39980,33527,24864,17914
211,2,1,1,2,1,1,0,5,6079,27748,64260,117053,100460,42943,2990,99,9487,53521,101570,94553,64246,30428,6322,1312,1110,79650,117380,85610,59253,13985,2036,2070,444,22020,78269,103469,78122,49686,22032,6891,1037,12,14018,81913,117400,80376,43305,16430,4995,1739,1362,339,339289,21093,817,0,0,0,0,0,600,346554,13919,465,0,0,0,0,0,14159,84890,108655,76713,44416,19821,7817,2974,2093,15479,76797,107371,97651,46728,13141,2418,1726,227,6526,4035,9292,29533,62305,87994,94434,63375,4044,98,1349,5045,12274,25395,50429,97474,133655,35819,7985,64887,101269,81569,51951,28032,13073,6583,6189
212,2,1,1,2,1,1,0,0,454,3477,28839,87432,128174,82748,9185,118,8980,37607,67604,81372,79520,49273,11743,4092,2051,63880,93359,86685,67830,16120,3960,4717,1707,59558,88014,84913,52733,32240,15460,6007,1367,17,49060,70135,91901,62198,36933,19248,5821,3302,1711,2872,321688,15601,148,0,0,0,0,0,7383,321309,11580,37,0,0,0,0,0,44992,81445,89905,54789,32496,19427,9038,3974,4243,45930,87742,81768,64485,34548,16700,4250,3745,1141,28583,7373,14790,37302,64075,79846,70251,35494,2595,42,1016,4777,12552,20188,35277,69262,115376,81819,28993,51840,85089,69589,43201,25153,15138,11106,10200
213,2,1,1,2,1,1,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,16,40,0,0,0,0,0,0,10,15,45,16,9,2,6,10,5,2,10,24,0,15,24,3,17,21,5,37,18,0,0,0,0,0,12,28,0,0,0,0,0,0,0,5,32,5,0,0,0,0,0,0,23,19,39,66,0,0,6,13,8,11,8,25,90,78,0,0,0,0,0,0,0,20,120,0,0,0,0,0,0,0,61,0,0,0,9,76,9,0,0,80
214,2,1,1,2,1,1,0,16,15192,46326,48153,38603,23054,11536,5260,381,17836,54567,46957,30780,18613,10110,5607,3289,4709,74546,48288,30332,16049,6370,2876,3115,1855,14929,23414,26506,28925,30521,28492,22313,11455,1585,14304,53900,42534,31968,21820,12635,5865,2646,2468,54,124088,57886,5445,632,35,0,0,0,93,126177,56204,4963,676,27,0,0,0,13725,46825,39423,29303,22495,16958,10349,4701,4361,11343,18999,39308,55384,41902,13125,3361,2881,1837,8192,3180,5564,11855,18414,24207,33705,52148,30875,36,609,3454,9187,17510,30264,45556,67694,13830,23109,50656,35899,25652,17860,12858,8751,7227,6128
215,2,1,1,2,1,1,0,0,6,6973,64756,106802,63567,13250,326,10,4265,40725,86700,70654,37155,12948,3094,129,226,69163,95267,52861,25027,9592,2785,721,38,10076,27989,44037,55593,49996,40785,21707,5306,191,12229,60356,67687,52617,33669,19305,8270,1450,97,4,195873,59039,761,3,0,0,0,0,24,200826,54185,642,3,0,0,0,0,9502,59923,66287,47843,33739,21785,12216,3971,414,9710,23582,41915,73832,76171,25273,4259,888,50,960,1605,4682,13126,26978,47608,76467,72868,11386,12,567,4437,11576,21279,38850,69589,91953,17417,11228,67346,70711,47063,27289,15770,8643,5898,1732
