census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10
229,2,1,1,2,1,1,102,1287,9722,59465,104003,60822,17640,4458,1395,138,862,6680,70195,115649,44834,12492,4988,2265,985,82,1393,66933,118567,48364,14413,5694,2174,840,591,63,5625,27188,44784,49881,45584,38393,27823,15371,4107,276,1833,15597,75704,90149,47585,17213,6324,2917,1227,483,5,66090,181346,8850,2679,61,1,0,0,0,5,67622,179674,8750,2932,49,0,0,0,0,1726,23896,78383,81256,45437,16961,6486,2905,1442,540,4320,40816,71760,66045,45318,21883,6501,1651,640,98,137,570,965,2548,9518,27339,53999,77488,73483,12985,380,1753,4300,11698,28838,52659,76844,63655,17191,1714,968,30709,71126,71097,47513,23125,8726,3129,1700,939
230,2,2,2,2,2,1,58,123,7130,38764,43990,107134,103567,27111,17076,11336,39,6439,52404,121906,109326,30815,10457,7385,8531,8987,841,69900,156212,75896,25286,8085,3806,3407,5831,7025,26362,45646,63177,62272,55212,41513,28378,17755,12822,3152,14564,54314,113430,96473,44188,13627,5465,3232,3686,7310,0,200507,126831,21175,4885,2834,29,19,9,0,1,204242,122362,21442,5521,2670,24,18,9,0,12398,49028,116551,88819,49665,16299,6379,3472,3438,10240,22124,75022,103162,68861,41162,21379,9014,3441,5289,6835,20721,6362,4642,7395,16158,38127,73786,100038,72903,16157,19,546,2297,5354,13808,34940,76982,120179,84838,17326,13136,52180,93906,94845,53180,21940,9523,4826,8175,4578
231,2,1,1,2,1,1,0,1,236,1928,13619,87102,100160,43180,13089,4398,2,1049,8550,53904,100753,65106,18509,5442,7192,3206,197,18614,83705,83409,48762,15344,4048,3041,3746,2847,10448,25916,46807,57435,56856,37323,17410,6824,3254,1440,7913,27622,67024,78196,46686,19946,7838,2789,1798,3901,26,189478,71873,2314,22,0,0,0,0,0,36,193460,68075,2121,21,0,0,0,0,0,6612,22426,75500,69976,46593,22817,9317,3600,2015,4857,6983,47858,84042,61649,35915,13551,5915,2125,3200,2475,8233,4309,2065,5359,18384,48842,76831,69038,28653,1999,15,346,2374,6062,13150,27589,54142,84044,65722,10269,5026,21307,77420,76946,43329,19711,8730,3662,2638,4944
232,2,1,1,2,1,1,1,0,108,1009,7867,41972,88094,45004,4732,1168,72,367,3531,25093,69959,65199,20643,3387,907,797,234,11510,52898,69166,40179,12012,2262,519,763,412,3374,8948,22709,41087,51182,37700,19366,4689,873,27,3538,13324,37634,60051,48273,19618,5061,1290,636,530,0,42526,131078,15173,1065,97,16,0,0,0,0,43897,128931,15778,1248,88,13,0,0,0,3096,12386,44286,55822,43703,20774,6651,1764,580,893,2528,10571,45667,70220,39812,14771,4559,746,766,315,2777,625,890,2567,10273,33549,58233,54730,25023,1288,4,161,575,2263,8693,24545,50488,60713,37186,5327,2528,15518,50824,63478,37026,13318,4270,1421,731,841
233,2,1,1,2,1,1,1176,42761,52280,38869,59121,82749,65962,24583,3311,7,5789,53096,57401,63098,70365,58208,42176,18201,2482,3,8724,56096,90291,70685,61247,46047,26891,9695,1143,0,5155,27970,46478,60797,69801,74349,58223,23631,3871,544,5405,19586,38183,59405,73588,65669,50807,39515,17507,1154,0,1066,63310,111509,28601,8687,16505,92750,46595,1796,0,1071,69221,106438,29119,7780,17125,92828,46023,1214,8282,29868,52005,60752,66256,56866,45965,34491,15744,590,12268,38714,54204,87019,69056,46316,38361,21885,2985,11,115,300,1509,7100,29025,77780,92947,84883,69326,7834,48295,43236,32451,29922,35843,49048,59066,43909,23919,5130,3225,26892,53700,77750,68468,38998,29643,23259,25184,23700
233,2,1,1,2,1,1,1176,42761,52280,38869,59121,82749,65962,24583,3311,7,5789,53096,57401,63098,70365,58208,42176,18201,2482,3,8724,56096,90291,70685,61247,46047,26891,9695,1143,0,5155,27970,46478,60797,69801,74349,58223,23631,3871,544,5405,19586,38183,59405,73588,65669,50807,39515,17507,1154,0,1066,63310,111509,28601,8687,16505,92750,46595,1796,0,1071,69221,106438,29119,7780,17125,92828,46023,1214,8282,29868,52005,60752,66256,56866,45965,34491,15744,590,12268,38714,54204,87019,69056,46316,38361,21885,2985,11,115,300,1509,7100,29025,77780,92947,84883,69326,7834,48295,43236,32451,29922,35843,49048,59066,43909,23919,5130,3225,26892,53700,77750,68468,38998,29643,23259,25184,23700
234,2,1,1,2,1,1,1221,30093,45752,87536,92481,88234,41867,21015,14353,5399,9655,43529,89316,104875,90351,43274,18306,7964,15931,4750,12039,119187,116394,84378,42252,19937,10939,10303,7800,4722,13356,20637,37429,57453,87644,100065,72772,27035,8068,3492,15669,60558,99090,94585,67800,39328,21992,15273,7159,6497,0,52767,274036,73717,21340,3636,1294,677,406,78,0,53916,278407,68540,21891,2894,1196,638,407,62,23294,88346,109814,85201,55111,27105,15540,10647,5799,7094,12556,39208,99307,119059,83123,35848,19290,9824,5581,4155,14410,5463,2305,3817,11667,35686,77042,109841,140448,27272,8523,20343,26206,33337,40336,53152,71662,84234,71192,18966,12141,87050,123610,86859,45601,25262,16836,11171,9556,9865
235,2,1,1,2,1,1,372,10513,6685,28032,73594,149561,67100,17051,7034,2590,6240,9899,26151,78374,133979,69267,23396,6778,6436,2012,8588,17119,75262,126420,78573,34671,11905,4566,3385,2043,9410,27934,48274,87697,89413,61097,26272,8773,2703,959,6316,34986,95654,92366,64869,36697,16079,8387,3596,3582,0,133761,213409,14224,1134,4,0,0,0,0,0,136884,211566,12911,1168,3,0,0,0,0,6407,65404,110178,81874,49938,23465,11795,6369,3029,4073,9297,48754,95357,85507,70081,32721,11790,4135,3096,1794,4876,3527,2166,5841,25759,84785,124988,75639,28989,5962,676,5083,13557,24038,37618,50232,62222,79227,81886,7993,2508,36530,103662,91965,57937,34213,18949,7946,4135,4687
236,2,1,1,2,1,1,1505,31325,33586,81968,118165,160208,70855,34192,14481,2332,12927,38923,67024,121414,140779,76420,48845,29097,12138,1050,18049,52328,133620,140631,83692,57450,39717,15273,6555,1302,15006,53357,85679,120150,116329,86207,45210,19217,6536,926,7709,26272,71275,113421,115675,93008,55796,38847,19419,7195,0,62509,428054,54608,3285,161,0,0,0,0,0,61390,434522,49320,3286,99,0,0,0,0,10027,43380,84747,116233,112096,77723,50412,31326,15808,6865,16094,66153,113358,112084,107937,69090,37725,17260,7614,1302,1957,7526,6039,18871,61594,116810,141696,113720,69170,11234,7446,32479,51092,76463,98618,101314,89370,57774,27257,6804,1869,18989,76816,119906,118553,88889,57508,33884,20597,11606
237,2,1,1,2,1,1,627,21179,26077,38076,51769,60182,40619,26062,8456,1526,8158,33332,30249,48904,53519,42092,29371,21113,6447,1388,5092,44437,62893,53555,39563,31562,21125,11258,3713,1375,12721,31028,30465,39760,51132,50284,35004,17822,5063,1294,4207,12032,32173,49700,54799,47788,31890,21972,14726,5286,5,14484,165022,56489,31900,6252,399,22,0,0,5,14239,163908,54652,35791,5570,388,20,0,0,3960,15968,37668,49359,51640,42104,29392,21956,17250,5276,23117,21798,21655,45225,66484,50416,26753,13021,4590,1514,636,2487,3734,15457,35988,48608,58152,58655,44118,6738,8052,19413,29754,39692,47978,48561,43545,27534,8206,1838,1028,17077,38844,48445,47398,40359,28930,18738,17362,16392
238,1,1,1,2,1,1,1280,20828,23973,19020,32534,48816,80946,82298,24865,2530,9051,27225,16276,17399,27368,43144,56864,88204,48757,2802,4438,20602,25275,26697,30356,36229,51820,80674,57773,3226,13151,26166,27972,35328,54968,68806,62334,34744,10471,3150,4263,8124,11140,16936,24551,31296,37156,50901,85561,67162,0,3659,37615,74412,124436,89083,7702,170,13,0,0,3521,35374,68917,136547,85111,7430,175,15,0,2858,9290,14570,19532,25146,28005,32063,48638,100681,56307,22348,20201,15918,18323,31972,45393,56965,71075,51386,3509,1588,8144,57847,89076,57313,44884,39505,28268,10079,386,85393,78819,58189,40991,29143,18885,12414,7128,3693,2435,701,2261,10363,20796,27298,29887,30210,29885,47111,138578
239,2,1,1,2,1,1,0,33,598,5170,22486,51689,18572,3195,1245,225,63,677,11433,43466,35041,8476,2146,849,958,104,120,9626,45323,34375,9221,2376,945,475,618,134,2410,15210,27479,27967,18024,7933,2880,868,393,49,571,3962,19939,36711,27156,9813,2770,1141,575,575,0,25948,75306,1804,155,0,0,0,0,0,0,25477,75944,1630,162,0,0,0,0,0,375,5403,22735,34580,25507,9273,2907,1064,626,743,2654,30242,36955,19510,8708,2847,1074,516,564,143,255,805,607,1541,6461,19968,33272,28981,10800,523,108,949,2017,5136,13203,23112,28877,22034,7017,760,135,2567,15307,30725,29444,15289,5736,1984,984,1042
241,1,2,2,1,2,1,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,2,0,6,0,0,0,0,10
242,3,2,3,1,1,1,85396,11752,4173,2224,1420,1315,1402,1714,4064,22181,82986,14007,5383,2364,1683,1574,1582,2110,5315,18637,72083,18424,8804,4752,3072,2444,2212,2773,5261,15816,59700,13001,7397,5700,5731,6304,6199,6898,7155,17556,55330,15157,9966,9420,8628,8309,8124,7257,5731,7719,117047,17359,1079,136,20,0,0,0,0,0,117534,16859,1081,143,24,0,0,0,0,0,51132,19392,13302,9183,7604,6538,5362,6426,7451,9251,72136,10718,7478,7001,6412,4617,3301,2664,4639,16675,14461,10095,7701,7386,6550,6878,8165,12403,24044,37958,24911,10656,7725,6300,5313,5125,5922,8513,21318,39858,24384,34686,19588,14799,12468,6794,3359,2166,2257,15140
243,3,2,2,1,2,1,54616,11163,3102,1433,736,607,542,578,1275,8510,56872,9498,3548,1261,788,501,488,659,1670,7277,53478,11280,4607,2036,1056,684,658,793,1682,6288,34735,6877,4551,4029,4348,4933,4871,5500,4745,7973,38566,10389,6748,6398,5269,4469,3838,2701,1555,2629,66313,15693,542,14,0,0,0,0,0,0,66919,15121,507,15,0,0,0,0,0,0,39288,13331,8821,5635,4248,3090,2004,1615,1702,2828,44514,7826,5665,5643,4617,3021,1866,1117,1595,6698,3591,3572,3050,3008,2960,3436,4993,9712,19099,29141,9473,7430,5615,4490,3782,3330,3833,5094,11527,27988,20310,26246,13283,9562,6750,3301,1533,763,442,372
244,3,3,3,3,2,2,85337,8243,1829,869,659,586,637,782,1777,5752,83390,9245,2411,1057,816,727,824,1000,2398,4603,76684,11940,3997,2009,1561,1379,1302,1369,2540,3690,52626,10618,6912,5579,5465,5733,5108,5215,4770,4445,58122,14566,9688,7939,5934,4173,2975,1631,1065,378,96724,9714,33,0,0,0,0,0,0,0,97529,8911,31,0,0,0,0,0,0,0,57015,19530,11459,6501,4236,2840,1896,1645,1110,239,68389,10713,7504,5766,4010,2302,1390,1079,1947,3371,6461,4686,4119,4488,4790,5566,6628,10104,20330,39299,13221,9214,7284,5705,4671,4053,4277,5782,11996,40268,32227,35798,16894,8229,4627,2599,1624,1058,999,2416
245,3,2,2,1,2,1,194090,11511,4834,4762,3210,2930,3506,4095,8662,29611,181678,18917,8286,5419,4242,4258,4577,4906,11357,23571,148185,32567,17989,11290,8161,6946,6473,6438,10187,18975,150914,29562,15279,11204,9053,8745,8343,8736,9071,16304,147859,32795,19118,14666,12443,11706,11608,9831,5468,1717,239781,22747,3916,600,146,20,1,0,0,0,240767,21778,3879,597,169,19,2,0,0,0,127868,40284,24717,17512,15383,12276,11467,9151,5999,2554,174370,22141,11364,8927,6923,5847,5268,4826,8400,19145,52666,16405,11348,11299,12322,14127,16845,22304,39151,70744,60748,14940,10748,9226,8296,7498,8741,12278,27809,106927,80298,61932,28910,18770,13774,10692,8643,6804,7704,29684
246,3,2,3,1,1,1,556014,12400,3025,3019,1515,1320,1474,1671,3513,11012,546952,18835,5349,3183,1893,2029,1940,1851,4180,8751,517593,32902,13442,7125,4371,3175,2844,2558,3656,7297,265163,54534,31643,30407,23145,28162,26038,29918,38409,67544,341611,104808,49548,28211,19979,16902,14394,11144,6036,2330,493891,94956,5153,719,187,33,11,9,0,4,500602,88242,5181,688,202,24,13,6,1,4,410552,88549,33532,18048,13064,9451,8358,6526,4734,2149,386580,55881,32831,26295,23012,17720,18882,12780,13038,7944,15717,8164,8512,9785,11311,14479,20020,33558,74979,398438,138672,58682,43282,35150,30172,25727,29452,34494,61967,137365,284381,160718,52896,27430,17199,11608,8491,6331,6780,19129
247,3,1,2,1,1,1,601622,11679,3179,3456,1798,1439,1954,2234,5402,46336,600655,15070,4396,3009,1561,2044,2333,2461,6814,40756,598896,14440,6552,3938,3072,2542,2879,3316,6694,36770,274469,53202,32606,33135,24880,31658,29221,32044,46745,121139,444173,114089,49159,25629,15806,10280,5702,4301,3191,6769,590125,88687,276,8,3,0,0,0,0,0,596067,82752,270,7,3,0,0,0,0,0,531992,90207,22265,8575,5442,3828,3194,3021,3695,6880,420423,56446,31966,27318,23027,19411,23637,16729,21880,38262,36247,15428,10983,11632,10143,12838,15919,25851,52316,487742,80197,53906,44468,38792,36347,33437,37068,46152,91419,217313,468770,151091,28135,13604,8749,3549,2099,1275,868,959
248,3,2,3,3,2,2,355416,12750,3534,3191,1174,833,755,548,266,10,351707,18309,5463,3050,1148,992,513,191,103,9,359231,14786,5560,2558,1293,529,247,88,40,6,131762,30171,18146,19058,14966,19847,19455,22472,34534,76648,232443,76294,35893,20017,13477,9283,4765,1680,275,44,283328,112667,1338,24,3,1,0,0,0,0,291186,104802,1346,23,3,1,0,0,0,0,299301,62848,17984,5989,3137,1390,571,288,111,18,213173,33842,21735,20484,18718,16300,19322,13469,17830,584,2521,1083,873,1887,2412,4142,6635,12960,31287,320538,46885,37079,33727,30583,26973,23488,23684,27172,46285,85609,284890,79427,11388,5249,3028,1645,773,346,225,88
249,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,8,14,0,1,3,5,10,11,1,5,23,18,64,20,6,5,4,3,5,4,1,0,27,39,19,13,14,12,9,7,0,0,0,0,0,0,0,0,0,10,38,0,0,0,0,0,0,0,0,6,39,5,0,0,6,27,40,13,24,29,43,7,71,10,3,4,7,14,11,20,37,19,94,3,0,0,1,0,0,0,0,50,150,0,0,0,0,0,0,0,0,45,0,0,0,2,66,50,11,5,2,42
250,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,1,5,3,7,8,0,5,3,3,1,3,4,1,48,0,4,2,0,1,1,0,0,0,52,13,6,4,2,7,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0,0,16,24,23,23,16,10,5,17,6,0,104,11,7,4,2,4,1,11,17,0,35,0,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,0,25,0,0,3,12,34,11,2,1,1,40
251,3,2,2,1,2,1,0,0,0,0,0,2,0,2,0,10,0,0,0,0,0,8,10,2,15,35,0,0,0,0,13,8,6,8,22,34,42,9,12,7,3,4,9,10,3,13,19,26,8,16,12,10,16,11,5,3,0,0,0,0,0,0,0,1,17,22,0,0,0,0,0,0,0,0,25,15,0,0,0,8,27,10,10,25,34,26,50,34,8,11,6,15,14,23,56,56,113,0,0,0,0,0,0,0,0,30,80,0,0,0,0,0,0,0,0,90,0,0,9,37,60,27,10,1,0,20
252,3,1,2,1,1,1,22142,474,217,331,241,232,373,501,1575,19412,20741,591,433,449,365,495,651,858,3250,17616,18647,1092,969,810,795,909,1078,1519,2775,16895,13370,2074,1420,1048,1155,991,1241,1676,2308,20431,32766,4434,2998,2602,2413,1459,847,256,49,2,47326,1729,91,5,1,0,0,0,0,0,47400,1657,88,6,1,0,0,0,0,0,29996,5117,2567,2027,2352,2628,1531,598,60,3,18531,2439,1744,1488,1528,1384,1660,1752,2612,12973,10479,5116,4161,7183,912,723,571,368,640,13196,1785,1003,740,604,491,434,502,600,1062,28424,38762,1337,138,40,12,10,6,5,1,1
253,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,4,0,0,0,0,0,10,0,8,12,5,19,10,3,3,1,0,3,2,1,0,1,16,12,8,5,3,2,2,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,1,5,14,0,0,0,2,17,4,18,19,14,3,6,18,0,1,9,10,12,8,13,7,39,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,16,0,1,2,6,18,24,2,0,0,10
254,3,2,2,1,2,1,226724,1309,162,64,38,36,33,40,76,234,212495,13436,2004,304,74,44,44,49,88,178,220297,6575,1192,245,81,50,36,41,74,125,33271,14470,10573,9858,10643,12445,13497,17181,26412,80366,101671,44402,24846,18894,15381,11728,7701,3517,469,107,25316,165287,35602,2142,338,31,0,0,0,0,26588,163872,35806,2060,362,28,0,0,0,0,148609,52105,18190,5681,2390,979,430,148,71,113,88264,25814,16852,13503,14213,12600,15280,18461,22200,1529,18,19,55,110,178,298,459,997,3833,222749,56365,29387,22410,18786,16141,14463,15206,15195,20464,20299,170239,49560,6310,1857,537,139,43,21,9,1
255,3,2,3,1,2,1,158019,1342,245,245,102,113,137,161,481,2084,159060,3623,835,391,132,166,189,216,638,1645,157581,6235,2468,1261,515,250,236,282,585,1243,71909,16734,9271,9116,6559,8722,8041,9632,13692,20577,122006,28539,11536,6945,4680,3572,2512,1944,1077,1110,173170,15132,309,41,28,18,7,5,0,0,175260,13047,306,38,31,16,8,3,1,0,143206,17775,7556,4296,2765,1480,879,618,682,1160,105772,15106,8929,7714,6059,4668,4297,2198,2299,1998,105,338,1073,1888,1526,1859,2567,5141,14097,142062,24109,16210,14614,12270,9997,8729,9700,11212,24818,35236,124136,24587,8630,6228,3677,2253,1539,1229,1221,753
257,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,3,3,2,1,2,3,3,4,2,2,5,2,4,34,8,0,0,0,0,1,4,2,0,29,20,9,8,0,3,3,5,0,0,0,48,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,3,13,31,32,36,22,32,7,30,4,107,42,8,10,17,14,7,2,26,12,32,2,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,0,18,0,0,1,3,20,30,5,3,0,41
259,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,40,43,57,0,0,0,0,0,44,62,28,114,53,199,65,46,25,25,42,23,29,29,21,2,167,40,67,62,48,70,41,28,7,0,0,0,0,15,75,62,6,0,0,0,0,0,0,23,67,71,1,0,0,0,0,3,19,105,88,60,107,126,66,65,122,33,26,18,27,44,56,127,63,350,9,0,0,0,0,0,0,0,290,540,0,0,0,0,0,0,0,21,171,0,0,4,19,242,226,57,25,6,45
261,1,2,1,1,1,1,178390,5235,893,451,304,220,207,252,562,2158,159250,20560,2615,622,416,227,262,296,719,1710,167970,11086,1884,711,428,286,239,309,503,1264,29324,12553,9219,6914,8508,9483,10322,15304,24456,56576,58442,35426,28249,20918,14784,10044,5201,1885,771,1227,37772,79205,54810,1872,364,49,6,1,0,0,41206,75802,54939,1720,362,43,6,1,0,0,94238,58020,16081,4373,2092,1245,820,690,499,918,64659,19948,18968,14654,16982,12292,14434,13857,12442,2705,248,208,402,476,661,1100,1702,3389,12500,161973,28567,25051,21425,18650,14320,10831,9678,12084,17664,18677,87799,60868,15456,6713,3031,1187,604,406,385,498
262,1,2,3,1,2,1,114658,54271,7078,2335,848,340,80,46,120,291,148428,24216,4275,1851,611,209,75,63,125,214,151981,20157,4305,1867,959,379,119,55,116,129,34834,19091,16763,13270,14885,12808,14974,16412,20142,16888,76808,41108,23825,15505,9944,6272,3740,2002,678,184,107067,71107,1738,129,8,0,0,0,0,0,112152,66039,1710,139,9,0,0,0,0,0,108402,46077,12648,5413,3076,1845,1301,894,331,79,75824,31789,17845,16172,13570,12182,6846,4398,1205,241,1,34,111,509,1668,2753,4072,8237,25162,137520,9546,13503,15759,15756,14202,13191,14630,19835,32143,31501,68086,78215,17054,6723,3813,2400,1510,855,640,770
263,1,2,2,1,1,1,136674,3173,624,151,71,39,26,6,26,28,131101,7754,1098,468,176,87,63,28,30,13,119384,16062,3361,1090,541,228,95,33,20,4,44688,13533,9408,6929,7652,7198,9171,10901,14845,16493,63299,21068,14406,12400,10282,8139,6122,3831,1167,104,112940,26212,1243,266,126,23,8,0,0,0,114042,25116,1223,266,140,24,7,0,0,0,75814,32618,15936,7832,3859,2276,1345,791,323,24,73882,16359,10082,9924,9360,9036,6155,4413,1571,36,4,28,98,262,565,1271,2591,6050,21862,108087,36841,14576,10627,8631,7175,6352,6833,8834,16111,24838,45792,52956,22715,9519,4748,2428,1259,583,409,409
264,1,2,2,1,1,1,84598,70193,14777,3584,1101,820,654,657,1546,4008,132114,36105,4700,1909,877,603,545,698,1937,2450,149496,20610,4009,1653,998,702,716,811,1480,1463,32226,16581,14321,11743,14248,12840,15550,17482,22660,24287,70470,43610,26015,17576,10091,5794,3494,2358,1408,1122,118730,62210,863,110,23,1,0,0,0,1,123126,57813,856,115,26,1,0,1,0,0,104887,50194,12137,5006,2790,1792,1504,1308,1251,1069,66538,29510,17943,16959,14500,14185,9307,6860,3621,2515,1501,772,660,1133,1868,2800,4033,7483,25080,136608,7289,11089,13839,15036,14717,14386,16813,21944,33741,33084,65347,84395,17064,6997,4137,1724,823,457,384,610
265,1,2,3,1,2,1,30543,19854,9853,8533,6715,7527,5737,1639,62,1,40892,19752,8578,8506,5964,4389,2080,287,16,0,47065,16378,8644,6811,6127,3848,1372,211,8,0,9549,8451,11239,11671,13724,8812,6777,5499,6828,7914,17935,16273,15299,13269,9859,7287,6279,4000,260,3,21964,68396,104,0,0,0,0,0,0,0,23456,66909,99,0,0,0,0,0,0,0,27740,27283,11509,7664,6249,5704,3511,774,25,5,19222,17962,13953,12744,10149,8981,4459,2495,499,0,108,296,515,1255,4572,6718,7751,9355,14556,45338,4119,9197,11155,11260,10394,9227,8906,8850,9594,7762,13750,33383,12230,8775,7009,5187,4030,2893,2469,738
266,3,2,3,1,2,1,222614,2877,727,348,270,208,181,194,391,769,212742,10788,1845,779,485,337,306,280,508,509,195245,22460,5647,2124,1088,614,447,296,374,284,80251,21826,14509,10200,11560,11027,13108,17306,23478,25314,112613,34489,21691,18528,14065,11014,8377,5384,1954,464,206711,21336,490,41,1,0,0,0,0,0,208092,19961,484,42,0,0,0,0,0,0,134508,48538,21119,11193,5948,3453,1857,1149,592,222,128949,23059,16070,14368,13845,12445,8900,6772,3375,796,22,148,410,651,1202,2429,4376,9755,35109,174477,53610,24217,17444,14246,11935,10657,11347,15123,28270,41730,82918,83949,32163,15435,7366,3468,1637,768,494,381
267,3,2,2,1,1,1,271132,3877,835,173,66,24,20,21,50,103,258167,13713,2750,932,358,157,64,39,59,62,247244,20299,5267,1843,893,419,188,65,46,37,94044,22280,15145,9664,11262,11523,12145,17631,27197,55410,138029,37839,24758,23422,18390,14849,10328,6102,2253,331,213105,54026,7251,1026,370,259,152,104,8,0,217915,49323,7198,971,406,235,151,91,11,0,165968,61270,25220,10577,5466,3401,2174,1650,547,28,148867,21984,18510,14765,15184,14832,14208,17825,10052,74,71,99,312,709,1476,2656,4912,10338,30044,225684,77231,28133,18380,14028,12317,10980,11363,16550,30886,56433,130034,92307,28383,12621,6120,3056,1699,877,630,574
270,1,2,3,1,2,1,156630,5479,1375,430,223,130,83,66,145,218,152403,8871,1638,806,345,230,113,93,154,126,141267,16807,3583,1487,770,413,183,94,112,63,43983,19217,14651,10995,12590,10929,13286,14306,14836,9986,69841,32491,20945,16940,11813,6713,3681,1745,507,103,120121,44118,491,43,5,1,0,0,0,0,121357,42900,469,46,6,1,0,0,0,0,88799,45078,17225,6870,3162,1856,1059,506,180,44,85674,26390,15131,13492,10126,7493,3532,2018,782,141,146,310,549,655,1146,2018,3398,6855,23291,126411,26493,20968,16513,13593,11143,9681,10300,12812,20097,23179,47249,67958,27395,11527,5374,2599,1352,673,433,219
272,1,2,2,1,1,1,264184,47717,29805,21781,12343,4771,3495,1734,263,445,279148,58565,25523,11112,6636,3517,1283,238,211,305,230555,82819,34925,16716,12679,6526,1698,255,134,231,121935,61661,40853,29305,26301,25726,21202,21817,21698,16040,136339,60021,43822,38556,32729,28734,23168,17328,5386,455,234959,140975,8573,1393,499,119,15,5,0,0,244376,131652,8552,1317,530,95,14,2,0,0,157453,85018,51872,32097,20531,16641,13047,8349,1332,198,193797,68086,47860,30300,20522,13491,7630,3464,1072,316,110,866,3772,9451,15232,21666,30632,45338,82677,176794,81005,53137,38396,30253,24588,20639,20718,24981,43072,49749,79939,100933,58116,40259,29033,20755,15679,11648,12390,17786
273,1,2,1,1,1,1,89495,32521,36074,46285,55412,53021,63408,68580,14411,5267,131726,92249,109621,71867,39642,9075,2812,1771,2204,3507,141143,228876,70216,10425,4918,2349,1439,1163,1200,2745,91812,72158,54734,43030,40410,43045,31688,36047,31996,19554,200251,101544,63796,44539,25434,12983,7283,4631,1849,2164,336357,125064,2478,392,123,38,17,5,0,0,351392,110067,2475,356,128,38,13,5,0,0,251789,141889,36522,13883,7144,5051,3491,2127,841,1737,142083,96025,79587,48518,39174,26302,18995,7328,3043,3419,522,1463,2410,4428,9246,20227,43427,94282,150960,137509,9667,12223,15209,19187,23389,27951,36027,53225,113680,153916,150156,187112,68363,25491,13975,7559,4690,3016,2267,1845
