census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12
370,2,1,1,1,1,1,4101,41684,53400,72938,98103,99530,118742,81983,41925,11005,1211,20,11588,53196,60932,81898,97993,96695,88336,65110,43724,20189,4960,21,20285,61751,53255,75766,74668,80046,82891,79724,59615,29809,6760,72,25554,14153,21885,43745,79376,114514,125446,95027,62743,30744,10240,1215,23409,31249,43666,37636,38829,41398,48664,64914,83741,104317,81344,25475,0,212,23338,159033,255537,116839,23819,2651,2798,1417,5037,33961,0,235,24292,180127,232584,121220,20475,2395,3049,1316,6560,32389,27279,58449,53228,46480,45704,53463,64430,71690,80085,76476,40680,6678,30590,29473,50168,69831,86855,92856,91784,73475,58622,33716,7174,98,18256,2220,4193,11090,33211,80161,117502,123075,105327,58637,51593,19377,126819,127359,89400,61274,45066,35013,27992,21950,17367,20255,31702,20445,16456,15005,65594,56102,50959,50485,53578,57646,58661,57402,75365,67389
371,1,1,2,1,1,1,522,16545,19377,21939,27084,41036,51262,31969,15115,3241,634,234,4040,22582,27753,30596,28578,31878,32707,26439,17783,5350,978,274,7011,45986,25365,19098,19817,24402,27681,29055,21354,7835,1036,318,45527,5646,8263,16055,25921,33275,35528,28860,18570,9012,2027,274,41616,10744,13482,12364,12629,13451,15479,19644,25710,35498,24942,3399,0,0,10385,85086,98396,30130,3927,899,123,11,1,0,0,0,9449,93008,90151,31677,3750,785,126,11,1,0,43460,17089,15748,13462,14199,17015,19698,24127,28248,26752,8241,919,45885,16816,20510,21854,23684,24056,24241,21074,18006,10973,1565,294,39129,2247,1842,4260,14238,29809,38733,31973,22152,16784,21652,6139,28540,40897,28166,21118,16502,13307,11145,10167,8692,5168,5027,40229,35205,9214,16953,15096,15547,17201,17747,19591,20396,20702,24926,16380
372,2,1,1,1,1,1,69590,221485,111148,85263,76396,67220,51884,27310,11438,3623,867,2,164268,159158,91566,73605,65698,60253,48697,32029,20379,9111,1461,1,181841,130085,80069,67308,59618,61841,54943,45343,30383,13253,1533,9,24547,20841,44998,90712,139399,146294,122650,73298,39638,17470,5642,737,55653,147509,85022,58241,51953,49438,51251,57332,63184,66757,35255,4631,0,304,134372,258859,232082,74520,21490,4117,456,26,0,0,0,294,138039,272054,215049,77601,18930,3802,434,23,0,0,138970,130672,75897,56541,52038,54413,55207,54846,52381,41130,13240,891,69509,140127,121956,98794,85712,68518,54438,39364,29462,15882,2449,15,17079,1930,2545,6220,19777,46036,74675,88035,82406,81464,128092,177967,68168,94131,81057,69079,58657,53448,52276,60658,70597,61371,37362,19422,17945,169636,107449,68387,58383,55026,52250,50418,43460,37168,41028,25076
373,2,1,1,1,1,1,12022,46346,35387,33358,35259,29204,29491,31251,28711,18634,3710,8,30526,28443,29801,28183,27363,26609,26439,30983,34565,34653,5809,7,28043,29203,33968,23452,24134,26520,28201,32837,38761,32055,6158,49,15642,9877,16287,24385,35687,46022,54383,48282,33247,15196,4016,357,17761,24271,20084,18163,18811,20210,22701,26738,35320,49222,39044,11056,0,0,3805,50773,61363,61478,56938,57277,11252,489,6,0,0,0,4793,52323,59123,62561,59457,53491,11224,403,6,0,28997,25682,23426,19900,19440,21823,26083,29747,34990,42686,26814,3793,21148,25974,32781,30621,29492,30736,30297,34179,34995,27595,5499,64,14439,2111,5999,21213,32111,40769,39370,31943,26891,27108,31787,29640,29378,61008,55366,37107,25824,18914,15202,14304,13251,11439,8274,13314,10370,26575,29155,22920,20345,21068,23732,26415,27921,26925,33009,34946
374,2,1,1,1,1,1,37805,237806,157836,108403,94137,91773,99838,95260,71946,42662,15625,680,99899,197602,138221,101558,90471,97738,97732,87764,70152,54576,17072,986,103500,175265,131817,99907,91602,102115,105573,96523,76216,54721,14874,1658,19815,44146,93109,149921,182286,174591,155454,114306,73994,35230,9103,1816,33929,132843,120351,91297,84943,85335,89967,100673,112378,117254,71522,13279,1,1249,104522,357297,358384,168700,55382,6831,832,536,37,0,1,1509,113049,373331,332415,173978,52423,5681,835,514,35,0,77178,159390,118047,92837,87950,91543,91250,95644,96941,92443,44225,6323,53944,155752,157216,134832,124155,112962,95304,80408,71271,53010,13152,1765,10529,7982,18338,43569,67275,106675,129318,132524,134677,137070,179261,86553,56474,129722,143463,126907,110281,97688,89906,89783,83141,65471,49077,11858,6238,104971,156478,113016,104519,102748,98528,93772,81127,68549,71961,51864
375,1,1,1,1,1,1,14172,134843,155331,92142,77287,71907,84987,87906,90253,75791,12244,86,5962,94692,142446,88157,72601,65330,76394,94438,112600,126770,17319,240,9915,49236,107555,101851,78520,73258,81983,101431,129054,138122,25467,557,19902,31011,53718,82920,117476,142475,163414,139433,93653,42606,8555,1786,10344,24006,36123,49568,62077,71915,80802,91562,114973,162740,154284,38555,0,0,1842,51256,158616,235902,258464,161140,28146,1521,62,0,0,0,2253,58629,152859,245754,260801,146820,28503,1275,55,0,11201,28897,60569,67228,73417,77835,77901,88444,112674,157046,128249,13488,32391,76725,90471,98214,93888,95030,90167,96544,110932,96873,15104,610,8195,4791,41156,110170,122945,123031,113837,109562,104987,86351,55813,16111,116276,223706,182697,120053,78667,52393,35257,26739,22023,18059,14256,6823,4930,21659,45305,58087,67324,72892,75015,78787,81737,88524,141215,161474
376,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,6,4,2,3,0,4,0,0,0,2,11,11,20,13,4,3,11,2,0,103,14,8,1,0,0,0,0,0,0,0,0,25,89,21,12,13,3,2,2,0,1,0,0,0,0,0,1,1,2,0,0,0,4,2,52,0,0,1,13,0,2,0,2,2,0,6,48,35,24,13,31,47,44,20,15,28,15,7,8,176,28,16,11,2,8,6,7,9,12,9,3,89,10,0,0,0,0,0,0,0,0,0,70,200,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,2,92,53,6,0,0,0,60
377,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,0,0,1,1,6,5,0,0,2,4,9,8,6,0,6,3,15,3,42,10,5,3,2,4,3,5,4,1,2,3,26,26,5,4,12,4,6,6,5,2,2,0,0,0,0,1,6,12,13,0,0,0,0,0,0,0,0,2,8,22,4,0,0,0,0,0,0,1,6,13,39,11,9,14,11,13,22,1,54,10,5,4,5,7,3,2,10,5,34,8,54,6,1,1,2,0,0,1,0,0,0,40,100,0,0,0,0,0,1,0,0,2,18,14,0,2,6,5,14,38,28,8,3,0,1,21
378,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,1,4,0,0,1,6,6,0,0,5,5,6,10,4,1,3,4,7,11,79,14,10,3,4,3,2,5,4,5,4,0,64,39,10,23,10,9,2,10,12,3,0,0,0,0,0,9,45,0,0,0,0,0,0,0,0,0,0,11,45,0,0,0,0,0,0,0,2,2,25,37,42,8,2,25,11,17,25,0,118,2,2,3,5,13,14,6,3,10,30,4,65,1,2,1,3,0,0,0,0,0,0,110,220,0,0,0,0,0,0,0,0,0,19,16,0,3,1,8,16,79,43,9,1,0,0,70
379,2,1,1,2,1,1,0,0,1,2,3,1,1,4,7,7,3,27,0,0,0,1,2,4,4,6,11,24,13,47,0,0,0,0,2,11,14,34,11,9,34,32,74,18,5,5,8,6,13,10,4,10,10,5,5,65,27,10,12,14,15,19,16,14,6,0,0,0,0,0,0,0,4,9,22,31,0,0,0,0,0,0,0,0,0,8,24,29,7,0,0,0,0,0,0,30,60,19,21,28,65,22,5,21,41,21,14,4,6,9,14,12,67,38,171,7,3,2,0,0,0,0,0,0,0,30,130,0,0,0,0,0,0,0,0,0,106,36,0,0,0,3,15,90,84,15,1,0,1,50
380,2,1,1,1,1,1,0,82,16069,79179,60662,15726,6677,2157,1264,1236,2753,408,208,8771,48594,68331,37598,11362,3636,1801,1231,1332,2956,393,2270,36721,75928,51813,9575,2563,1490,1047,929,1103,2193,581,25995,16476,14661,14961,16878,18725,20267,19767,17431,12971,6312,1769,26078,25833,35511,39935,29360,13047,5503,3493,2615,1664,1220,1954,0,0,20,67552,102745,10120,3595,1601,544,36,0,0,0,0,21,68070,102013,10309,3739,1486,544,31,0,0,24097,37821,65888,34894,9230,4134,2538,1762,1283,1202,1159,2205,28178,20129,21692,25040,30967,27403,16724,7307,3754,2066,2222,731,12126,3208,2313,1695,2185,3534,7916,18105,39140,49738,35267,10986,227,2039,3522,4967,6611,10678,18144,26640,32080,30214,31197,19894,11447,26345,58788,55051,18527,5951,2908,1818,1223,913,1113,2129
381,1,1,2,1,1,1,357,981,10743,45196,71783,56017,41167,51944,65881,50894,23625,4101,450,12751,50391,61298,59535,46171,41511,45343,45396,33314,21013,5516,1117,32122,68560,65030,47495,35935,38013,41449,42766,25511,15527,9164,30371,44880,51432,61491,58332,43123,35303,29742,25359,19612,14403,8641,15643,13026,25952,42444,52156,47683,41420,45880,55998,44594,16014,21879,0,8,2046,50369,127432,80782,52904,69970,32323,6808,47,0,0,7,2030,54345,121757,82568,57096,63087,35282,6479,38,0,13927,23693,59092,54693,40129,34564,35532,38409,45597,39913,14920,22220,25960,41040,37849,41169,55276,61376,61542,41350,24222,9749,14278,8878,15478,27399,35941,41122,44242,43537,38803,34714,43255,51683,35454,11061,5242,30813,51201,56752,59504,52596,44452,37700,31557,21768,16508,14596,5561,18581,41413,46645,32937,29594,29671,31558,31548,32694,51550,70936
382,1,1,1,2,1,1,1167,10796,21676,48651,68071,47863,31182,28391,28515,17085,7033,982,2271,17139,38351,53201,52175,33502,28858,27199,30798,18805,7525,1588,4104,36920,54812,51668,31467,23198,22233,27859,31072,19121,6411,2547,15543,14942,19345,28732,41835,49530,47414,38256,26850,15930,8533,4502,13232,20204,23551,31807,38863,32821,25342,25706,35150,37431,19703,7602,0,0,462,62278,120705,52428,45445,19964,7485,2571,74,0,0,0,543,70903,112555,55350,42405,19575,7674,2345,62,0,13598,29853,47651,41555,27663,21697,20156,25040,31447,31751,15248,5753,15627,18578,25153,38197,49054,48670,41547,32736,23601,11632,4143,2474,5923,6827,13138,21685,28012,29321,28274,33476,46878,39980,39956,17942,16953,30676,34113,33329,32398,31438,29350,27634,23810,20594,21345,9772,3426,23990,40119,46842,36886,23330,18681,19021,21437,22616,28739,26325
383,1,1,1,1,1,1,1085,13159,39915,46757,44314,51173,56119,71086,85300,53960,15749,2039,1852,20428,44793,42695,39478,42417,55033,72884,78712,63118,16710,2536,2342,20310,37296,39521,37953,41859,54148,76882,88751,63728,14025,3841,16012,48540,69058,80740,80927,67109,53236,34236,18219,6866,2768,2945,5294,10285,17676,24582,29380,36054,45428,62542,87956,96210,52274,12975,0,42,985,12878,36957,62927,100632,175697,75823,12481,2208,26,0,35,1023,13814,35656,67570,106988,158335,83871,11272,2064,28,4908,16442,29791,33542,37154,39784,46744,60499,81002,82946,40240,7604,15562,40876,43637,44597,60125,63530,66900,56484,46598,30273,8588,3486,5642,14130,61952,91843,79435,61505,49788,44140,36990,20065,11650,3516,16911,68919,95178,89025,70391,49302,32000,21666,14488,10168,8035,4573,1316,5001,12950,19707,27444,32067,33969,38110,44620,57023,99989,108460
384,1,1,1,1,1,1,6171,42633,48307,62508,80727,93196,81874,81963,89225,80206,17145,411,9525,35602,79612,82033,67743,62227,65168,81484,93125,87814,19592,441,12786,37875,60821,69739,70005,67295,73441,88265,103410,82076,18091,562,47544,73487,64982,71205,85112,89924,96194,78594,50164,21953,4539,668,18409,28209,35935,41090,49088,56204,63285,78262,100434,120038,76494,16918,8,323,8285,39283,85701,114941,138775,176452,93909,24275,2395,19,7,382,9301,44180,80368,120041,144465,162479,98634,22290,2194,25,22833,32404,44774,49995,57774,67180,72298,77965,94046,103845,55013,6239,42978,81749,63314,57104,66247,70725,77482,76177,75301,58147,14640,502,14342,7163,36508,99262,123571,111799,90051,70833,51229,37473,28296,13839,26777,104210,131084,107666,81208,62518,47070,37051,29594,22849,21248,13091,6927,24007,30764,34075,40478,49070,57689,66561,73618,84346,120898,95933
385,1,1,1,1,1,1,0,2,8410,39746,68602,75021,54723,61007,63766,34897,9560,798,69,21762,70479,67492,49004,38909,42436,49211,40972,27084,8328,786,161,26832,62210,61294,51664,44634,45679,48157,44356,23572,6460,1513,32680,81986,95657,93102,64457,26803,11445,4280,1649,1510,1952,1011,4910,17249,25971,32928,39459,48524,55909,60449,62350,48925,14406,5452,0,0,1475,22237,59149,75890,79846,105061,63997,8693,184,0,0,0,1517,22972,56689,78709,85711,93527,69244,7993,170,0,4118,21388,42767,44543,44620,47381,50004,47568,50524,42759,15296,5564,36426,82081,57380,49891,53609,41197,40385,25485,16298,7811,4620,1349,3182,14664,35476,51381,67711,67310,60021,49950,37493,22986,6291,67,6240,34226,55601,68288,69333,56072,42167,31107,22529,16962,10627,3380,972,2076,7394,19466,29376,34812,38741,44166,47425,51451,78748,61905
386,1,1,2,1,1,2,309,94,4661,19935,24662,23105,28449,42952,62349,62086,22081,3469,173,12472,26327,24685,25690,30467,35599,41064,37309,44444,13903,2019,180,22541,31991,25009,24173,30322,35717,37457,38143,37563,9880,1176,14586,44555,52828,55038,48441,32024,20962,11386,6373,4103,2242,1614,4208,10647,15735,22114,26506,29812,32357,37785,46084,44562,21523,2819,0,12,1186,20851,57664,62227,54646,65689,30799,1078,0,0,0,14,1202,21251,55589,64017,57904,60289,33041,845,0,0,4255,17207,28367,25174,24478,26696,30343,32605,35847,39381,27351,2448,12914,29948,31653,34887,41063,37940,36632,27217,21994,14538,3934,1432,2014,29270,49719,38013,33739,30784,27786,23229,21371,22380,14037,1810,2913,13654,30945,44976,47491,39477,31159,26410,22860,18157,13123,2987,1456,4857,13885,18577,21492,22112,22591,24485,26142,27982,46553,64020
387,2,1,1,2,1,1,191,82,4961,25113,40751,43091,52270,52887,68987,69103,18351,3941,287,9836,43962,61456,59973,50426,44234,44626,39348,15782,7905,1893,1902,57518,92685,71103,43960,33066,29134,24913,14520,5618,4287,1022,121379,40841,33104,33421,36160,34046,29471,21836,15063,9009,3963,1435,109277,38393,38963,41919,38305,28236,24105,22727,20184,12219,3566,1834,0,0,6789,147001,155642,39604,18058,10675,1885,74,0,0,0,0,6544,149328,152233,40932,18885,9835,1907,64,0,0,108477,46529,58450,45741,29703,22928,20015,17785,14783,9755,3773,1789,109883,37314,38020,43729,48158,40808,29685,16147,7695,3867,3324,1098,82722,15743,19996,20885,26164,31940,31832,33265,41972,42758,26656,5795,1741,4604,7466,12305,18424,23405,27236,32444,38781,43398,63940,105984,82750,35975,47774,49741,38928,28931,23526,19413,14594,10743,10969,16384
388,2,1,1,1,1,1,31673,49581,40283,57844,71740,90732,112219,138646,158758,132740,19035,1526,14516,53283,94847,92162,84406,83889,109473,157149,135810,71127,7306,809,20802,76563,102235,91871,95046,110999,132175,128638,97425,43253,5557,213,50201,84737,100112,122017,125318,103203,88340,76601,66891,56384,25997,4976,20171,31020,45736,55045,70281,90521,111192,135693,156689,133748,51044,3637,0,188,9698,53048,84272,154577,216921,204536,109914,60375,11135,113,0,225,11411,57497,76459,157541,227075,186731,118564,57916,11205,153,23121,45001,74064,80123,85022,94375,113093,129695,127081,98784,31636,2782,51846,91565,86893,88849,109760,118339,129376,107042,80142,34935,5409,621,15187,3642,27728,92277,124117,128307,127359,116221,96035,72557,56667,44680,9493,69731,147396,177096,154207,113656,77920,54374,38312,26551,19048,16993,11223,27739,54498,59703,70867,88484,103526,106518,95225,86929,110381,89683
389,1,1,1,1,1,1,150545,150524,51095,24023,15176,12246,10410,8718,6369,2595,113,1,76526,140209,87178,42458,22638,20194,16718,13390,8716,3602,186,0,78970,152358,74267,37099,24094,21510,18825,13767,8051,2705,169,0,5811,15085,20133,28134,36072,46902,54588,59774,62388,59572,35272,8084,7402,42672,52675,59172,66570,57138,44490,37537,32665,23570,7609,315,0,627,36532,76850,92195,78239,60374,39637,27644,16203,3379,135,0,693,42230,83071,80672,83834,55487,35093,31682,15500,3393,160,19824,64219,90525,66574,50680,37032,32148,28116,22768,15445,4331,153,23350,50730,56271,60313,61252,59668,48518,36334,24327,10453,599,0,933,175,219,376,1797,7017,16212,26760,40907,70150,133352,133917,28782,62696,72583,70980,59109,43312,31233,24399,18911,12080,6469,1261,1890,65078,97718,81036,61123,43560,31430,22025,14419,8116,4322,1097
390,1,1,1,1,1,1,550881,169930,45653,23950,18634,17568,15045,10372,6101,2416,283,442,440857,204236,89841,44580,27032,19249,13565,9552,7271,4142,656,294,370759,199012,97331,60162,37513,29704,23866,20530,14538,6944,854,62,43803,95373,103786,124564,126681,111666,81830,57318,49172,34553,24000,8529,78406,145605,144305,119357,97255,74872,61371,52546,41173,32458,12805,1122,0,43245,338010,267321,130738,50675,24017,6177,1015,76,1,0,0,50583,361451,270938,99135,52159,19816,6167,970,56,0,0,136242,234014,130955,91313,65112,51414,44735,35138,33652,27311,11077,312,171300,210490,128530,123808,85412,63888,37786,20321,12923,5928,684,205,410,368,1952,11238,23824,32829,38142,45565,62548,103383,206968,334048,107887,121665,116605,111607,96085,75973,59982,50750,44572,37429,35724,2996,8347,199664,166238,122882,90697,67818,51282,41732,33890,29357,31803,17565
391,2,1,1,1,1,1,43722,45849,22538,25584,35952,43463,46568,29678,23544,13133,4536,150,50357,40509,35843,31787,31187,30367,31985,29453,27854,18671,6339,365,49509,37263,32371,30081,29447,29186,30922,33093,33252,22707,6079,807,22973,30679,26810,33068,43737,50993,48857,35127,24224,11875,5310,1064,23546,36898,31946,26087,24887,25499,27413,33775,36269,40433,21351,6613,0,1521,48438,77163,94152,63936,33397,9881,4823,1338,68,0,0,2147,51517,91501,78086,68182,27272,9072,5606,1265,69,0,37313,44965,30679,26367,24078,27082,28725,27537,35497,34170,13796,4508,36979,47992,31560,32770,34269,35264,33344,27245,28248,20140,6202,704,9266,5341,3365,15612,34357,44730,46583,39395,29637,27187,35545,43699,12517,43470,53132,46384,37582,30479,24863,22358,20029,16950,17866,9087,5327,38908,37038,29789,27755,29093,30559,31813,30651,27572,28262,17950
392,2,1,1,1,1,1,790,26646,22601,35004,36018,37735,40508,27829,17289,6970,2157,1,6529,24730,24098,32699,34014,35319,33382,26425,19911,11882,4505,54,14024,21030,23667,28861,29042,29410,31971,31180,25544,14195,4285,339,9239,3864,8726,24063,44282,56456,50998,29085,16457,6872,2881,625,9104,17575,20772,15604,16360,20464,25481,34090,36671,34522,18458,4447,0,57,16860,83155,96141,40863,14156,1987,310,19,0,0,0,83,18617,102692,77018,42188,10459,2192,287,12,0,0,14331,26354,21020,19107,21406,26956,29977,29213,31479,22217,8911,2577,8134,15385,25716,34080,40454,38259,31015,21924,20238,13666,4362,315,7941,4137,2122,5986,20122,35093,42943,41762,36553,20972,19602,16315,15110,37988,40721,36287,29391,21090,15635,13861,13551,12893,9514,7507,3877,18552,24565,19339,20637,24413,28048,29168,26494,23542,24062,10851
393,2,1,1,1,1,1,5293,66155,77633,74129,90846,108283,129120,71688,55457,22426,3656,3,10445,69289,73789,66989,91376,87947,98467,86952,68548,42594,8081,212,23361,58229,51644,57634,71431,74958,93486,103373,95135,60750,13860,828,9946,11436,20162,46790,94906,140339,140059,111875,79009,35426,12425,2316,8760,10711,28314,40106,45169,55425,66017,92504,112823,135258,90055,19547,0,260,23067,120315,272053,181875,89703,14095,2139,1017,165,0,0,316,26720,163527,232634,187854,75990,14449,2157,895,147,0,10794,44912,42680,46799,52848,68590,79966,88190,112259,101726,49539,6386,13045,21472,37934,69644,92349,100369,101127,87930,90144,70172,19683,820,4353,4778,5157,21908,76599,131566,134893,103948,74106,59506,55258,32617,100360,164680,137375,101215,73614,51156,31470,17683,9051,5757,6832,5496,2109,15623,42219,45000,53425,65010,73493,85739,90295,89285,101205,41286
394,2,1,1,1,1,1,3056,22339,50052,41869,35045,40102,50737,55956,59227,45848,10277,4,2441,9264,24867,48029,39697,36895,40680,43104,53790,69747,45939,59,1127,5406,14698,27333,35583,46861,46290,46842,55659,76381,56597,1735,6720,26483,42790,34344,40378,44226,47888,51015,45923,40101,28873,5771,1225,2152,2585,4103,7239,14211,23884,42367,64228,72511,79086,100921,0,0,2721,9893,34077,41244,24252,16691,26843,43795,65550,149446,0,0,2831,10747,32711,42403,23675,16849,31020,42255,66961,145060,1083,2770,4038,5919,10277,18330,29129,40452,54686,76658,102343,68827,9185,18969,30287,38015,29413,35787,35721,42578,50083,66801,55797,1876,1662,3093,34285,73154,88398,78966,56477,36796,22875,13380,4927,499,169377,111962,61498,34143,17476,8205,4069,2436,1723,1486,1280,857,53,308,1439,5200,9172,13276,18942,26368,32213,37051,67476,203014
395,2,1,1,1,1,1,185536,168258,58887,56272,83865,94489,101555,52439,32980,8359,1554,0,169826,136043,83129,73845,95922,79719,76482,59978,42919,22734,3597,0,197734,106371,60873,65492,83571,81772,79436,73421,58942,30205,6316,61,31159,44948,63560,92778,114437,124577,116200,90430,73722,44158,31456,16769,50101,74882,74176,76868,74081,74855,79357,98117,98454,91579,44067,7657,0,14551,199632,188607,239010,140449,54420,5952,1254,251,62,6,0,17074,212337,214307,202342,147134,43086,6393,1284,180,54,3,80684,145776,79089,64680,66826,77748,83508,79271,82558,59907,21488,2659,81522,97078,81113,99364,104285,104033,93851,73800,64659,38308,6131,50,10050,3084,3828,13914,53581,98997,119281,100741,73430,62722,92386,212180,85355,136610,137499,118245,94443,72983,52587,41840,34140,27818,28483,14191,10506,145658,93598,63507,65758,72902,77594,81100,75199,65202,64353,28817
396,2,1,1,1,1,1,319343,254351,88552,48170,32158,20866,12669,6006,1840,570,140,1,281501,218714,116896,67741,35334,28302,17419,11082,5541,1806,329,1,270665,186479,100753,69257,51558,41433,31487,19859,9806,2992,376,1,36099,52935,57462,76342,85426,113213,98762,93559,72334,47398,35536,15600,51966,97233,107294,106903,94006,80201,66788,66719,57475,43619,11825,637,0,24733,183874,306123,183895,52504,24237,6373,2001,757,160,9,0,28321,205532,329459,138687,53738,19100,7055,2024,609,135,6,108471,185838,125377,83061,69054,54898,52014,46037,36455,20299,2984,178,118986,130410,109540,111683,101020,83801,57819,37960,23824,8946,673,4,1602,647,1015,2433,7792,21897,42193,59580,77512,107225,187495,275275,107104,108842,111726,110688,95051,72307,52568,39909,30486,23038,26538,6409,6314,171042,146140,108925,86423,66369,52313,42924,34003,27069,25516,17628
397,2,1,1,1,1,1,10906,52866,60201,57893,58471,60673,63267,60546,70573,56835,13045,4,10764,25593,34657,48344,36930,40780,50801,59996,80939,110306,66155,15,12719,20076,20715,27913,35775,41475,45201,59025,81668,130270,90237,206,8007,21782,35302,38997,53370,70296,80950,98102,83242,55234,18599,1399,5195,4746,7818,9115,11634,16380,21653,32751,53424,102092,169002,131470,0,272,18366,21312,28236,33808,53023,54028,50837,77696,127913,99789,0,304,20279,23143,24241,38597,49047,54135,57125,76757,131091,90561,6508,12538,11647,10752,13362,17391,22465,30840,47288,97401,193069,102019,9542,25884,27199,35067,35177,49669,48376,65129,83601,117662,67734,240,4719,12175,106971,101179,88441,69796,49296,35580,30520,28684,24455,13464,251413,156874,82731,32668,14620,8531,5045,3337,2301,1879,1807,4074,3304,4867,12130,13187,15648,18740,20314,22318,25435,31568,73440,324329
398,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,12,7,6,6,2,7,2,3,2,12,0,0,1,2,16,26,10,3,6,6,14,18,3,70,17,12,10,2,4,3,3,1,6,4,1,26,42,16,13,15,12,3,12,5,5,5,0,0,0,0,4,2,0,0,2,0,4,24,14,0,0,0,4,0,0,0,6,7,4,27,8,0,0,6,19,49,19,17,16,28,17,31,8,72,22,9,9,3,10,13,9,14,16,32,15,78,17,10,10,6,6,5,2,0,0,0,40,125,2,2,2,4,3,3,5,6,5,52,1,0,0,0,0,6,46,70,20,7,6,4,34
399,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,0,0,4,2,0,6,7,7,0,0,0,0,2,7,2,4,35,5,2,1,0,0,1,4,1,0,0,0,39,3,8,2,6,4,0,4,4,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0,0,0,0,2,34,76,7,3,9,22,12,25,20,0,120,0,11,11,12,3,4,3,5,17,24,0,42,2,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,1,19,32,3,1,0,0,30
400,1,1,2,1,2,1,59103,337044,135379,94293,53760,23077,14165,6176,2453,934,610,31,117195,245406,136534,77845,58895,37894,23078,15561,8477,4465,1557,118,139791,235591,124090,68697,50709,40759,25251,20111,13516,6749,1556,205,6801,29520,79114,112988,97103,106101,71563,70109,55497,65032,30306,2891,9822,71198,113207,103064,81897,74327,71643,62220,58935,49886,25781,5045,0,9,8072,148650,287915,164726,98030,16108,2824,594,90,7,0,17,11676,204021,239484,175489,76067,17144,2585,460,77,5,21407,126842,151208,103433,83850,62559,56102,43465,36941,28318,11609,1291,47848,179933,136162,63928,59140,56004,53704,63074,45455,18190,3302,285,2179,1168,1365,3525,10235,17184,24564,39681,73293,139861,295234,118736,101241,97356,94345,94828,91193,79732,61549,46485,29705,17761,9441,3389,1849,38710,152328,144809,112562,84683,59773,42641,29264,21482,21654,17270
