census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7
224,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,6,9,5,15,28,5,5,5,1,7,5,17,20,8,13,5,14,0,0,0,0,22,6,0,0,0,0,2,24,8,0,0,0,0,7,45,12,33,29,42,16,5,8,8,23,38,44,1,0,0,0,0,30,90,0,0,0,0,0,18,0,0,8,51,9,3,31
225,1,1,1,2,1,1,0,0,0,0,0,0,0,9,1,0,0,0,0,25,17,1,0,0,0,0,45,23,0,0,1,1,0,49,26,0,0,1,0,2,55,30,0,0,0,0,0,0,32,0,0,0,0,0,0,38,2,0,0,0,1,81,46,0,0,1,1,1,112,45,5,1,0,1,2,21,86,1,1,0,0,1,27,3,3,9,25,7,9,27
226,1,1,1,2,1,1,4220,28730,39066,31339,27037,17439,10959,14591,35833,35256,26890,21562,14846,9812,14413,54562,35717,20082,14382,11551,8083,25399,26649,24481,30128,29016,16844,6273,15717,29956,32101,29053,22254,16403,13306,4740,63951,63728,25453,820,98,0,4813,63565,64672,24778,860,102,0,14016,33908,30707,26412,20578,17531,15638,32076,19036,32789,35171,18928,12513,8277,15636,5528,15566,24868,37107,42037,18048,8836,22672,28082,26738,29088,29543,13831,16586,24722,30486,28919,21882,19326,16869
227,2,1,1,2,1,1,3165,19943,45595,37898,23489,7999,2356,10117,36359,39224,29746,16503,6235,2261,14253,55378,33711,20598,10802,3725,1978,12736,15880,28723,34216,26219,18260,4411,9754,37271,32641,28434,18781,10202,3362,1061,52538,72546,13932,361,7,0,1299,52171,73379,13198,391,7,0,8939,40602,31794,25949,17940,11141,4080,15668,13685,38542,46197,19522,4786,2045,2283,2093,8175,22734,37709,41421,26030,3040,12066,23425,28610,32030,36194,5080,17013,33413,30454,26354,16471,10019,6721
228,2,1,1,2,1,1,0,2816,26348,27471,11666,2471,62,34,13869,28184,20040,6826,1811,70,2318,25878,25358,12475,3667,1027,111,917,7504,21981,21277,12618,5809,728,454,10559,23744,22080,10203,3259,535,162,18162,43303,9157,50,0,0,257,17977,43953,8594,53,0,0,703,12292,23165,20045,10011,3862,756,456,7179,31579,23394,6701,1412,113,68,607,2854,12055,22582,23308,9360,553,4267,14633,21735,20497,8753,396,2983,15551,21039,17980,8703,3245,1333
229,2,1,1,2,1,1,364,8220,87349,126973,31053,4434,639,2085,63315,149030,33959,7752,2449,442,11502,162854,66525,13393,3429,1014,315,14380,55508,71324,59854,40574,16211,1181,4191,75225,122577,42833,10211,3156,839,570,241457,15943,1056,6,0,0,1243,242637,14430,717,5,0,0,5809,85619,111490,41492,10310,3310,1002,14592,92128,90963,47421,11929,1648,351,362,1130,4364,24824,74251,115150,38951,913,4629,18582,57512,106047,66287,5062,7361,84156,98869,49412,14091,3573,1570
230,2,2,2,2,2,1,87,5523,50305,93914,158231,31079,17150,340,51944,175496,87844,17262,10060,13343,10924,200657,103425,19552,5832,5429,10470,43212,82243,89423,69492,40807,22752,8360,25849,138529,132816,37042,8320,4634,9099,15266,303928,31190,5648,234,23,0,23791,296541,30279,5403,251,24,0,22392,139645,124333,43262,10068,4856,11733,43711,138300,103762,41457,13942,5185,9932,24402,6471,11471,36522,101447,136333,39643,75,2385,8445,33004,104328,168798,39254,28821,115399,129021,51391,14896,9332,7429
231,2,1,1,2,1,1,0,145,4280,60414,151447,38356,9071,50,8510,87542,119836,33438,7529,6808,1835,89189,116089,40292,7022,4316,4970,18843,57089,82429,67902,27109,7725,2616,14599,75563,108383,45099,12101,3288,4680,9684,250207,3822,0,0,0,0,15678,245001,3034,0,0,0,0,11359,81017,98325,48353,14824,4198,5637,17376,106424,92127,31469,8813,3013,4491,11276,2896,8916,45876,106236,79670,8843,56,2127,9462,27900,73915,121172,29081,8529,81535,105776,43781,13567,4275,6250
232,2,1,1,2,1,1,1,54,2476,29784,120262,35488,1890,181,2926,41408,104962,36439,2822,1217,952,53999,94758,34413,4239,671,923,5789,24876,59600,66263,28675,4564,188,7143,40114,84892,46854,8807,1330,815,1438,162888,24923,678,28,0,0,2390,163119,23823,597,26,0,0,5670,46366,78762,45231,11125,1708,1093,4154,44617,94949,37352,7231,854,798,3081,1026,4353,29271,80114,64421,7689,35,574,3872,22488,68713,76797,17476,5869,53753,86546,34064,7030,1509,1184
233,2,1,1,2,1,1,10777,80503,56817,105412,96905,20078,327,26475,80286,87849,97724,61473,16863,149,22101,120596,102099,76863,40524,8567,69,13459,59105,83355,109232,81647,22636,1385,12338,44124,87513,99897,75144,46603,5200,0,34861,151683,24570,29626,117448,12631,0,45308,146632,19400,27581,119972,11926,17379,64719,88526,88807,66180,40978,4230,28128,69218,117693,82314,53104,20153,209,189,1308,12390,74145,132907,117452,32428,68574,51158,43537,59539,82933,51627,13451,10242,65125,110578,73145,43225,32865,35639
233,2,1,1,2,1,1,10777,80503,56817,105412,96905,20078,327,26475,80286,87849,97724,61473,16863,149,22101,120596,102099,76863,40524,8567,69,13459,59105,83355,109232,81647,22636,1385,12338,44124,87513,99897,75144,46603,5200,0,34861,151683,24570,29626,117448,12631,0,45308,146632,19400,27581,119972,11926,17379,64719,88526,88807,66180,40978,4230,28128,69218,117693,82314,53104,20153,209,189,1308,12390,74145,132907,117452,32428,68574,51158,43537,59539,82933,51627,13451,10242,65125,110578,73145,43225,32865,35639
234,2,1,1,2,1,1,9336,63387,104795,146456,65054,27570,11353,24563,104744,151397,91173,29451,14897,11726,44395,187133,114034,44910,15930,13356,8193,19351,45277,84099,136606,109183,27022,6413,35217,125869,132569,74514,33915,17422,8445,77,266040,143200,15678,1943,817,196,121,292130,121476,11401,1834,802,187,49415,157214,119779,56694,23078,13133,8638,25266,100385,171768,81607,30829,11005,7091,18351,3422,6306,31338,104738,175002,88794,16456,34375,48254,65950,100068,116365,46483,37480,169233,119284,48339,24980,14558,14077
235,2,1,1,2,1,1,6113,9631,35553,173374,111204,21287,5370,11358,22046,132877,142462,40466,8297,5026,13941,68278,165897,87172,18133,5263,3848,19992,54352,125558,107067,44508,9111,1944,14581,108269,129080,71788,25203,9024,4587,172,336099,25871,390,0,0,0,349,342683,19282,218,0,0,0,16989,150269,114754,50336,17752,7496,4936,21654,112735,132052,66554,21142,4932,3463,7162,3000,10167,75798,170612,79979,15814,2113,14592,35606,63017,88207,120023,38974,8102,119615,126889,64050,28779,8862,6235
236,2,1,1,2,1,1,14492,46932,105850,217624,113401,43370,6948,31868,66992,193930,145464,74488,30209,5666,35765,141713,189315,106221,56520,14986,4097,33881,102142,172321,143482,72810,21073,2908,15458,76952,162967,149698,86511,44352,12679,386,439461,107051,1718,1,0,0,683,471054,75876,1004,0,0,0,23839,99160,167388,135733,74039,37300,11158,35340,133133,167364,124880,64036,19578,4286,5204,9128,32240,129742,196399,140271,35633,18798,63488,111113,145417,128290,65551,15960,5480,77344,170715,149070,86095,40774,19139
237,2,1,1,2,1,1,4805,39634,51654,85455,61168,28442,3415,24765,42424,70576,67945,44017,22121,2725,16988,86604,73878,51363,31643,11653,2444,25936,42691,59211,73143,52229,18873,2490,7863,34799,71736,73956,48360,27402,10457,273,156865,88800,27772,850,13,0,373,163378,83038,26872,900,12,0,8772,42865,70731,67772,43820,28966,11647,34774,26087,66457,88411,42032,14152,2660,1288,4669,24777,61323,81714,79126,21676,15162,37244,57781,69301,62824,28006,4255,5035,45572,68849,63161,42613,24969,24374
238,1,1,1,2,1,1,8177,34938,29896,59445,111813,86439,6382,21449,29355,26048,49403,83361,118187,9287,12353,34296,38580,46683,73096,117138,14944,23676,39278,52829,90877,87848,37056,5526,7439,14153,24951,40235,52712,90343,107257,487,29805,111519,176799,18352,127,1,471,29480,113762,173783,19462,131,1,5794,18830,28349,38234,45704,93171,107008,32826,22599,30176,54889,79785,102346,14469,3800,49870,122001,70863,56762,31354,2440,121827,93385,57681,34008,18248,7952,3989,1159,10068,30284,41230,42893,47173,164283
239,2,1,1,2,1,1,1,526,7206,58382,32960,3377,761,167,7577,64161,26028,3554,1138,588,1206,46173,45794,7499,1400,686,455,6777,33807,38681,18081,4686,1000,181,1313,18980,50861,25436,4585,1261,777,105,99021,4048,39,0,0,0,136,100312,2755,10,0,0,0,1100,23023,48371,23793,4684,1277,965,10556,53523,28577,7480,1915,717,445,647,901,2664,18145,45359,32645,2852,381,2289,8170,25990,40488,23521,2374,424,14363,43572,31928,9369,2142,1415
241,1,2,2,1,2,1,2,0,0,0,0,0,5,2,0,0,0,0,0,5,2,0,0,0,0,0,5,2,0,0,0,0,0,5,4,0,0,0,0,0,10,6,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,15,8,0,0,0,0,0,20,5,0,0,0,0,0,0,10,0,0,0,0,0,10,0,2,2,4,0,0,10
242,3,2,3,1,1,1,92281,8866,2812,2007,1936,3221,24518,91501,10326,3401,2349,2268,3987,21809,81866,16706,6501,3755,3310,4769,18734,66518,12620,8292,8152,9158,10128,20773,62947,16659,12383,12450,11385,9981,9836,130971,4439,223,8,0,0,0,130823,4585,222,11,0,0,0,60183,22045,13375,9666,8184,9868,12320,77532,12582,9066,8195,4684,4384,19198,19159,11949,10341,9597,11668,22587,50340,29985,12338,8867,7232,8534,15951,52734,41751,34635,21008,13885,5173,2957,16232
243,3,2,2,1,2,1,61470,7352,1722,969,774,1007,9268,62886,6703,1824,909,713,1279,8248,59929,9069,2767,1183,937,1426,7251,38168,7321,5920,6255,7302,7653,9943,43678,11464,8317,7124,5493,3327,3159,78977,3556,29,0,0,0,0,78952,3581,29,0,0,0,0,45597,14786,8210,5039,3029,2264,3637,48248,9665,7094,5699,2641,1576,7639,5065,4733,4280,4513,7063,18130,38778,12914,8888,6348,4891,5545,9193,34783,33837,24459,13387,7062,2385,890,542
244,3,3,3,3,2,2,90581,4699,1203,891,876,1414,6807,89407,5389,1606,1059,1140,1887,5983,83789,8445,2901,2038,1858,2337,5103,57880,11296,8131,7653,7707,7347,6457,65344,16151,10378,7493,4263,2110,732,105971,499,1,0,0,0,0,105888,582,1,0,0,0,0,66174,20544,9336,4802,2900,2195,520,73590,12725,7333,4491,2051,1841,4440,8565,5938,6474,7446,9475,18575,49998,17351,11417,8118,6005,6247,10173,47160,50202,33053,11465,5037,2434,1416,2864
245,3,2,2,1,2,1,200169,9937,5544,4958,4861,7349,34393,192094,15739,8080,5602,6158,9699,29839,164377,31921,15949,10845,9342,10301,24476,166525,27170,15977,12675,12013,12701,20150,165077,32290,20931,16960,16321,12314,3318,255582,10544,976,105,4,0,0,255875,10311,925,95,5,0,0,147676,42156,25178,20242,15695,11839,4425,185507,20901,12531,8796,7864,8006,23606,60606,18389,15999,19098,23584,38583,90952,67996,17035,13114,11182,12332,21776,123776,113545,54360,26221,17385,12569,9834,33297
246,3,2,3,1,1,1,563668,7725,3107,2702,1932,2934,12895,559669,11238,4353,2327,2626,3684,11066,536073,26040,10026,5414,4171,4013,9226,289235,55166,45061,36376,39612,46034,83479,397304,92991,41052,25224,20945,13201,4246,569798,23852,1141,144,18,6,4,573718,20096,1002,119,18,6,4,460074,68908,25322,16787,11349,8803,3720,408448,65514,38402,22205,27170,21259,11965,19869,11877,12374,19867,28198,62400,440378,165426,69709,49587,40660,40258,55531,173792,380734,112122,38136,20302,12407,8930,22332
247,3,1,2,1,1,1,608750,7730,3456,3237,2543,4050,49333,611399,8721,3839,2145,2972,5339,44684,607462,11469,5572,3959,4218,5717,40702,296671,55339,49715,40475,43819,52641,140439,506433,95399,37483,17595,8899,5173,8117,670204,8876,18,1,0,0,0,673323,5763,12,1,0,0,0,579737,62695,11738,6994,4716,4587,8632,440096,68738,39329,21076,32990,31752,45118,44327,17477,13869,17863,23676,43751,518136,103583,69559,54888,50501,52627,74089,273852,565186,80633,19167,8109,3143,1570,1291
248,3,2,3,3,2,2,362823,8877,3191,2007,936,591,52,364433,11046,3659,1285,759,262,41,368247,10571,3669,1310,423,103,15,144411,31069,28625,24880,29082,37736,91256,273510,66904,29429,15466,7424,1324,114,374934,22369,55,3,0,0,0,379816,17506,36,3,0,0,0,331494,47124,8186,3512,953,327,41,224419,44331,30083,17628,27113,25936,5947,2655,1772,2138,4945,9906,24180,338742,62546,50550,43571,35991,33464,41825,113538,343278,31355,7337,3253,1236,425,175
249,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,3,4,4,3,21,0,3,9,15,6,17,27,75,13,8,6,6,3,1,58,23,23,17,13,6,0,0,0,0,0,1,28,19,0,0,0,0,0,40,10,0,3,49,30,33,45,29,78,6,5,13,21,32,41,96,1,0,1,0,0,50,150,0,0,0,0,0,45,0,0,7,105,18,5,43
250,3,2,2,1,2,1,0,0,0,0,0,0,0,9,3,0,0,0,4,5,10,5,5,6,1,6,2,48,3,3,1,1,0,0,59,11,5,9,0,0,0,0,4,24,0,0,0,0,0,7,27,0,0,0,0,25,31,35,14,13,22,0,109,13,5,4,2,19,9,35,0,0,0,0,0,30,90,0,0,0,0,0,25,0,2,22,34,4,1,41
251,3,2,2,1,2,1,0,0,0,2,0,2,10,0,0,0,5,14,4,47,0,0,2,16,9,20,44,45,15,10,5,13,9,15,40,13,22,14,18,15,4,0,0,0,0,0,3,37,0,0,0,0,0,4,36,0,0,15,28,14,38,45,73,19,13,14,21,50,83,113,0,0,0,0,0,30,80,0,0,0,0,0,90,0,9,45,71,19,0,20
252,3,1,2,1,1,1,22379,451,360,341,490,1032,20445,21067,685,622,530,838,2184,19523,19161,1416,1118,1166,1593,2591,18444,14413,2213,1592,1584,1749,2636,21527,35189,4595,3783,2793,1209,246,11,48768,377,7,0,0,0,0,48820,325,7,0,0,0,0,32891,4437,2954,3752,2314,524,7,19862,2697,2186,2074,2131,3087,14074,12789,6452,7998,1134,827,565,13584,2267,1157,850,657,728,967,29019,39805,420,55,17,8,6,1
253,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,5,5,15,10,24,8,4,0,3,3,0,15,11,12,7,3,1,0,0,0,0,0,0,2,16,0,0,0,0,0,2,18,0,0,2,21,23,21,10,19,5,5,9,20,14,12,39,0,0,0,0,0,10,50,0,0,0,0,0,16,0,2,10,36,5,0,10
254,3,2,2,1,2,1,227680,506,89,48,53,73,267,221278,6505,483,81,60,82,227,224446,3563,336,80,54,69,168,40653,16510,14070,16780,18867,28261,93575,125315,42266,27381,18747,11767,3085,155,101153,123537,3795,231,0,0,0,102697,122733,3075,211,0,0,0,175970,41421,8227,2124,678,151,145,101304,27976,19689,19376,19809,30658,9904,20,59,162,358,649,2341,225127,70129,34948,26624,21638,21483,22987,30907,208668,16931,2610,405,76,22,4
255,3,2,3,1,2,1,158899,707,245,215,177,341,2345,161631,1887,455,191,232,477,2022,161189,4767,1712,555,349,515,1569,79173,16443,13612,10905,12211,15841,26068,138686,21982,10159,5570,3809,2219,1496,186586,1997,81,32,10,4,0,186984,1616,68,28,10,4,0,151907,15782,5695,3303,1369,872,1489,111033,18747,10962,5410,6396,3717,2775,196,1172,2296,2624,3783,10144,150441,30972,22061,17178,13768,13145,19694,50077,140148,16127,8623,4035,2326,1749,1245
257,3,2,2,1,2,1,0,0,0,0,0,0,0,2,1,2,1,0,3,5,1,5,4,3,5,6,4,40,2,0,0,2,5,0,41,16,9,1,6,4,0,38,10,0,0,0,0,0,48,8,0,0,0,0,0,8,36,40,50,38,18,20,134,23,11,25,13,5,34,34,0,0,0,0,0,30,90,0,0,0,0,0,18,0,1,3,46,10,2,41
259,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,21,41,91,0,0,0,20,90,78,113,216,88,40,52,33,41,34,63,143,89,75,90,57,15,0,0,5,69,82,2,0,0,0,6,61,95,0,0,0,3,28,168,89,184,102,121,92,36,32,63,104,133,358,1,0,0,0,0,290,540,0,0,0,0,0,192,0,2,44,415,91,24,48
261,1,2,1,1,1,1,181959,2460,678,338,315,461,2461,173127,9038,1026,418,369,561,2138,175454,5312,1012,532,327,493,1550,34980,14574,10737,13475,14712,24810,69371,75195,43087,29589,17507,8147,1929,1493,79871,89725,4221,248,13,1,0,82510,88568,2808,180,12,1,0,126028,40943,6603,2165,1266,851,1120,75079,25638,21906,22302,18387,20650,6979,295,489,724,1249,2366,7940,169596,39814,32167,26412,17535,14871,17871,28277,126462,36247,9316,2757,938,574,653
262,1,2,3,1,2,1,150549,24723,3364,846,138,85,362,165065,11366,2536,579,128,116,277,164824,11124,2726,916,189,91,197,43855,23491,20478,20199,20261,26016,25767,98729,39959,21461,11873,5543,2129,372,173450,6366,229,4,0,0,0,173306,6519,220,4,0,0,0,134493,31436,7639,3450,1914,968,166,93829,31620,23317,14396,11990,4525,395,14,114,842,3233,5747,17725,152392,14861,21593,22420,19190,20945,32874,48183,117803,44106,9463,4334,2256,1052,1052
263,1,2,2,1,1,1,138884,1537,236,63,38,17,43,136558,3272,643,195,82,40,28,129268,9202,1637,511,151,38,11,51538,14446,10580,10767,12302,17812,23373,74201,22464,17527,13281,8919,4070,356,136103,4212,383,109,11,0,0,135989,4334,372,113,10,0,0,90855,31848,10680,4402,2063,882,88,83093,17205,14716,10420,10207,4927,250,14,97,383,1307,3566,14175,121276,43729,16953,12101,9492,9871,14972,33700,74205,45117,13359,4902,1952,715,568
264,1,2,2,1,1,1,125775,42595,5134,1373,949,1245,4867,157623,14827,2603,1119,785,1421,3560,163082,10600,2440,1179,990,1405,2242,40057,20333,18091,19869,20891,27982,34715,93391,43407,23969,11470,5176,2914,1611,177968,3766,189,14,0,0,1,177897,3833,194,13,1,0,0,133816,32230,7034,3273,2174,1820,1591,82902,31050,24543,16152,15542,8024,3725,1876,961,1709,3280,5662,16491,151959,11429,18605,21645,20427,23762,35252,50818,122571,42761,9903,4074,1257,577,795
265,1,2,3,1,2,1,42742,15798,12007,11080,7618,1209,10,52308,15480,11262,7936,3263,210,5,55320,15365,10207,7255,2204,111,2,13036,13583,17921,16800,9476,8603,11045,25387,21940,18409,12339,8969,3404,16,77564,12900,0,0,0,0,0,76271,14193,0,0,0,0,0,40491,24701,10613,8776,5366,506,11,27926,23200,18063,10883,7910,2455,27,232,574,2250,8432,10934,15158,52884,7651,15192,15991,13776,12858,12708,12288,32814,25174,12326,8656,5848,3869,1777
266,3,2,3,1,2,1,224514,1606,558,306,271,328,996,219972,5192,1107,601,451,470,786,208326,14369,3140,1196,641,446,461,91292,22605,15848,16629,18135,27432,36638,130794,35058,25552,18205,12055,5939,976,225610,2910,59,0,0,0,0,225749,2779,51,0,0,0,0,158384,43463,15528,6599,2883,1285,437,141968,24510,21400,16585,14695,7740,1681,66,424,948,2650,6078,22377,196036,65054,28025,20079,15801,16612,25504,57504,130109,65747,21362,7350,2504,933,574
267,3,2,2,1,1,1,273655,2079,313,56,25,43,130,267130,7212,1330,370,105,60,94,259798,12426,2710,959,270,82,56,104820,23762,15423,16844,17819,27745,69888,157698,39565,31599,24650,15230,6604,955,254963,18844,1728,446,237,83,0,256548,17568,1485,394,219,87,0,196833,52948,15266,6057,3375,1712,110,161294,23800,21749,21474,24739,21616,1629,114,323,969,3189,6603,21986,243117,90902,30501,20201,16252,17524,26945,73976,185681,62391,17453,6311,2532,1101,832
270,1,2,3,1,2,1,160189,3151,658,243,122,113,303,158483,4225,1097,440,174,159,201,151805,9458,2156,818,295,126,121,53506,21549,17022,17168,17830,21573,16131,86787,33594,23477,13422,5461,1801,237,161241,3471,63,4,0,0,0,160967,3743,64,5,0,0,0,110584,38881,9453,3602,1637,525,97,100538,26645,19016,9755,6302,2204,319,241,619,1047,2219,4785,14907,140961,36131,25728,19090,14498,14875,20925,33532,84663,55351,16085,5453,2037,791,399
272,1,2,2,1,1,1,289540,51710,27171,10122,6191,1261,543,308244,50217,16072,9080,2254,264,407,276420,67724,25684,13029,3148,238,295,151516,65064,44540,36675,32710,31013,25020,167606,66770,54093,44848,33639,18176,1406,342162,41699,2215,426,36,0,0,347467,36773,1949,316,32,1,0,198710,89969,42591,28068,18538,8261,401,226760,73344,46383,24991,11158,3358,544,282,3718,13901,26358,43040,80135,219104,106003,61842,42651,31831,29567,41363,73281,133058,98997,56241,35257,23004,16565,23416
273,1,2,1,1,1,1,104148,53812,63793,64714,107535,63730,6742,162938,144865,99286,45677,4675,2489,4544,238120,198565,16040,4553,2334,1555,3307,124985,82867,64830,57126,53584,49607,31475,256061,102157,61109,26684,10889,4827,2747,448549,15161,620,118,23,3,0,451283,12543,534,89,21,4,0,331362,95962,18365,9419,4935,2400,2031,186290,107016,75498,62319,22252,6612,4487,1021,2928,6653,20575,59901,168992,204404,14695,20159,27555,36964,50470,95363,219268,244587,155645,35569,15077,6999,3855,2742
274,1,2,2,1,1,1,152580,119610,80230,55879,53688,10760,31833,248529,160856,43263,13147,6325,6353,26107,339489,103180,19498,10514,5345,6482,20072,125036,89272,66736,59855,57011,55108,51562,220326,113106,75450,42517,21945,15171,16065,470419,32770,1203,168,20,0,0,474703,28711,1009,138,17,2,0,304150,115482,28939,17466,12887,10381,15275,212351,112190,70111,51982,21495,11257,25194,6478,12092,14150,21201,43896,135396,271367,29316,44556,49468,50281,57963,104177,168819,193581,181038,55992,36558,17424,8714,11273
275,1,2,2,1,2,1,0,137,5783,11302,17833,17965,1,1970,10923,12049,13231,13954,894,0,6691,12807,13060,12947,7487,29,0,32614,15950,3307,816,255,69,10,17467,5933,7062,6597,8181,7712,69,37548,15403,53,17,0,0,0,40452,12511,44,14,0,0,0,16525,7006,6273,6731,9004,7464,18,21991,13842,11927,5008,226,27,0,8598,14583,15377,9216,3815,1270,162,1864,6875,6527,5166,5771,8488,18330,8965,7388,5093,5754,5088,4615,16118
276,1,2,2,1,2,1,1390,3804,6630,11420,29474,26044,7,3613,11047,14902,25443,22289,1475,0,4070,14688,23398,22694,13762,157,0,38312,31065,6712,1894,647,133,6,12578,8462,11221,13035,13950,18406,1117,52272,26219,231,42,5,0,0,57987,20551,196,30,5,0,0,11986,10764,11884,13462,14312,16277,84,22000,25842,20659,9529,654,85,0,2721,21393,23831,18319,7584,3785,1136,8772,16572,11720,9161,9390,10800,12354,3978,7218,7416,9751,9352,8227,32827
277,3,2,3,3,3,2,0,2,141,5666,13721,12167,1541,21,7890,13090,7487,2963,985,802,3993,20420,4854,2079,1081,597,214,4142,12453,6824,3906,2849,2352,712,14533,9762,4865,1931,1287,790,70,30228,3010,0,0,0,0,0,29806,3432,0,0,0,0,0,19819,8203,2264,1236,1222,409,85,5872,12888,8792,3571,1097,586,432,83,320,1945,4348,7296,14027,5219,11,99,844,1345,2926,9129,18884,11103,13660,4246,2131,952,587,559
278,1,2,3,1,2,1,2557,6943,9710,10040,32236,40334,60,6679,13023,15154,32127,33098,1799,0,6467,16814,24609,34623,19275,92,0,60479,31803,5485,2279,1390,417,27,13081,12677,15178,17805,22780,19863,496,53047,48483,319,31,0,0,0,60291,41296,274,19,0,0,0,12423,12283,14726,16786,26518,19034,110,25560,40693,27650,7482,461,34,0,5993,37591,26410,14942,8127,6734,2083,11029,18880,15592,13325,12260,15655,15139,4517,7311,8430,12574,11755,11444,45849
