census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6
340,1,1,1,1,2,1,0,0,2,1,2,2,0,0,1,1,8,4,0,1,6,9,9,3,25,2,1,0,0,0,18,15,5,3,1,0,0,0,0,0,0,12,0,0,0,0,0,16,1,4,47,33,15,5,70,20,23,17,17,7,36,0,0,0,0,0,40,0,0,0,0,18,0,0,18,13,2,22
341,2,2,2,2,2,1,6,3601,28094,63938,51128,10624,2649,24297,68119,50562,11713,51,9685,83921,52911,10509,354,11,59396,61545,20340,10312,5002,796,63069,55905,29675,8460,274,8,6600,125666,23022,2079,24,0,6816,126250,22383,1911,31,0,56602,65126,26248,8802,585,28,46724,63288,37756,8471,1147,5,8738,9162,27870,55788,47827,8006,16,271,4216,13090,46843,92955,29445,69444,35999,15783,5765,955
342,3,3,3,3,2,2,0,0,4,1529,8302,104,0,460,5153,4057,267,2,120,3737,5715,352,15,0,9095,562,192,70,17,3,6355,3170,293,112,9,0,0,3224,3476,3231,8,0,0,3414,3508,3006,11,0,1383,5795,2491,258,11,1,8547,1021,289,72,9,1,4692,2569,1436,855,352,35,0,5,50,108,583,9193,400,1843,3633,2980,980,103
343,2,1,1,2,1,1,0,0,7536,102087,255163,239872,46,34964,104542,231875,230459,2772,38883,146270,205444,200048,13849,164,280623,233374,60268,24850,5417,126,235394,133433,145948,83764,6048,71,405901,182516,16109,131,1,0,415473,173835,15238,111,1,0,193651,153023,143921,101083,12738,242,93346,269500,206073,33489,2135,115,56536,174804,151569,114429,71293,36027,1,34,3526,48557,182182,370358,129588,143332,111507,104988,96579,18664
344,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2,5,14,0,0,1,8,8,18,25,11,4,6,6,11,15,15,12,12,14,9,0,0,0,0,4,22,0,0,0,0,2,40,0,0,32,39,49,69,32,30,12,21,25,90,45,0,0,0,0,40,80,0,0,0,1,26,0,0,25,39,9,21
346,1,1,1,1,1,1,111950,121361,99827,79659,31061,7578,120469,105424,87063,84017,45318,9145,114239,108402,98598,80015,43131,7051,25874,109456,141060,117749,51203,6094,45071,73409,86921,114993,102929,28113,49299,173903,128389,38783,40818,20244,51456,185835,120690,32151,42404,18900,77759,89486,89345,95711,79376,19759,67578,109939,113215,100791,53162,6751,11214,8638,53249,127823,141788,108724,83138,145596,115778,58797,31673,16454,23166,100399,114153,101549,70717,41452
347,1,1,1,1,1,1,146419,97965,76152,60363,29529,2742,162775,88069,60129,56086,43185,2926,147446,78852,72080,68387,43512,2893,13246,98981,164730,97084,36138,2991,50754,102533,69848,78860,80086,31089,25228,354106,33636,194,6,0,30228,363883,18908,146,5,0,101371,91093,63201,71757,66722,19026,58429,107973,117419,75245,49880,4224,1748,6446,54221,111596,98034,141125,80489,118129,104516,72298,30464,7274,19389,136927,84258,76487,60340,35769
348,1,1,1,1,1,1,37301,67311,30356,51948,84176,6343,62350,46922,21239,38424,92470,16030,40229,59814,26503,40782,87087,23020,40221,69578,54907,69856,38348,4525,16793,34508,36119,41814,63526,84675,1872,94533,117461,63487,82,0,2398,98767,116006,60159,105,0,28315,33319,37534,35715,60742,81810,65338,43074,24805,42546,80715,20957,2647,65950,73120,61135,55310,19273,114327,80853,36792,26139,14880,4444,2390,32532,32633,41317,46261,122302
349,1,1,1,2,1,1,17491,51806,69450,158281,238615,15948,26778,42816,44392,95499,286340,55766,14674,38433,39206,78627,264190,116461,26564,61473,101816,170279,165760,25699,6450,14878,27606,49009,133018,320630,2303,34496,272347,240674,1764,7,2253,37040,279277,230729,2283,9,6452,19949,30871,46130,132923,315266,33144,37252,48323,87072,242639,103161,6573,270215,167620,66102,33879,7202,373854,124025,32077,12347,6271,3017,2613,10734,26043,44404,68346,399451
350,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,7,3,25,18,11,3,4,10,10,15,8,15,7,21,11,0,0,0,0,4,38,0,0,0,0,6,52,0,0,50,30,65,121,68,23,1,13,48,169,44,0,0,0,0,30,90,0,0,0,0,18,0,0,25,44,0,30
351,1,1,1,2,1,1,20691,27441,41601,112557,43955,1486,48028,67603,75342,49358,6731,669,48254,67304,87493,38375,5858,447,37122,107101,79756,20569,2984,199,21788,49835,59898,56457,50347,9406,28358,214851,4420,101,1,0,31441,213914,2293,81,2,0,35125,44029,57768,59529,45925,5355,45866,100036,55488,35292,10581,468,1346,3066,39143,114990,56922,32264,49398,47283,55861,52473,35007,7709,5198,46081,58126,53802,41361,43163
352,2,1,1,1,1,1,30811,58097,80036,54446,15479,4149,76636,87328,43828,22782,9850,2594,77084,81521,60043,20240,3111,1019,59861,112933,52945,13163,3529,587,41024,77146,66392,42103,15370,983,45939,192199,4837,42,1,0,49712,190223,3051,31,1,0,65024,69025,58479,36848,12180,1462,57214,112181,48349,20851,3660,763,14403,3437,18715,77964,79279,49220,12734,44300,64329,54636,39935,27084,16963,68999,77405,48722,21977,8952
353,2,1,1,2,1,1,14302,36013,84614,60243,4801,317,37644,73975,62219,23248,2849,355,31754,52397,80931,31571,3340,297,23821,86560,72503,14229,2665,512,14418,39554,46528,56236,42002,1552,8386,151325,40191,388,0,0,9336,161502,29214,238,0,0,20957,37680,47164,62221,31180,1088,33149,90913,51060,21834,3096,238,1522,3288,27132,99928,49822,18598,37834,57523,46978,31418,18931,7606,3427,33291,50687,53344,40090,19451
354,1,1,2,2,2,1,3775,12610,44728,102880,67639,2222,6993,31976,55478,80306,55518,3583,7008,35501,52091,73906,61750,3598,71241,62472,48814,35774,14225,1328,18200,25346,31683,47059,75366,36200,3524,26406,129843,71299,2649,133,3526,29352,130169,68094,2589,124,10256,19022,35313,50266,86789,32208,47522,47349,49534,48009,38068,3372,14602,54084,128798,25074,9168,2128,58691,68619,38635,24014,23395,20500,5921,7625,18725,34478,56103,111002
355,1,1,2,2,2,1,12870,42482,68035,117778,64616,930,18947,54749,60613,92281,77010,3111,11061,45832,57075,93222,91769,7752,50500,77304,101016,59466,17701,724,17169,25948,42991,72967,111201,36435,106,11765,124321,157523,12839,157,122,12549,126330,154867,12692,151,10348,24307,40469,66512,120011,45064,46427,62788,74917,66741,50924,4914,10793,71310,139599,59925,20768,4316,61321,120216,65080,27717,17289,15088,5407,13844,33911,62589,96393,94567
356,1,1,1,1,1,1,58701,21253,26128,32654,24623,611,54499,13298,16460,28985,49203,1525,48256,12206,14231,33222,53531,2524,10210,29135,35377,45939,39466,3843,31203,17924,13089,21218,48412,32124,48183,107923,7806,58,0,0,48892,108922,6113,43,0,0,38813,15369,14583,25448,52378,17379,35619,20753,20080,35022,48944,3552,839,7111,55195,37259,16423,47143,51313,52203,27525,15726,11837,5366,27524,21631,19296,28447,35297,31775
357,1,1,2,2,2,1,6,1,0,0,0,0,18,0,3,0,0,0,14,4,3,0,5,9,35,6,6,3,3,3,31,9,9,11,9,1,0,0,6,0,2,16,0,0,6,0,2,18,15,8,5,17,22,31,29,10,10,3,14,46,29,3,2,0,2,33,85,2,1,0,2,7,6,6,20,18,4,36
358,1,1,1,1,1,1,74518,114713,119683,118062,51954,7568,108829,111105,110868,107232,40970,7494,112523,114551,124276,93338,36552,5258,19450,103949,184036,131998,41602,5463,29321,99843,113520,133195,91271,19348,27130,410068,45066,3754,480,0,31311,420597,31036,3085,469,0,76365,111008,109000,108856,69582,11687,33639,107167,172623,120345,47448,5276,10244,7069,61398,152811,144888,110088,46543,146650,159424,86967,32522,14392,14542,128510,135903,108912,70418,28213
360,1,1,1,2,2,1,60376,93566,68955,85519,74600,12996,70009,77844,51823,71163,102305,22868,48178,72199,58827,78410,109863,28535,25503,75009,114799,106372,66197,8132,27497,43573,48913,66943,101617,107469,10612,174203,152824,57765,593,15,11739,188172,140476,55055,555,15,35336,51357,52490,60788,97168,98873,50643,76110,68767,72451,97811,30230,7123,66568,117024,87518,81681,36098,165054,111581,53409,32841,21720,11407,12786,50788,59196,61843,64798,146601
362,1,1,1,1,1,1,1,2,1,1,2,0,0,17,14,25,29,20,0,37,66,50,38,12,247,19,6,1,0,0,215,71,18,4,0,0,0,0,0,0,21,73,0,0,0,0,10,86,0,52,168,84,45,1,239,44,26,18,30,7,228,5,2,0,0,100,290,0,0,0,3,129,0,31,141,133,21,65
364,1,1,1,1,1,1,42268,94761,109865,146304,141273,5293,50860,78528,77144,121708,193107,18417,31982,61464,78198,119133,215816,33171,20054,69332,136401,173355,131981,8641,18537,34852,48290,83316,179920,174849,1810,138443,328426,69563,1472,50,1978,145164,323893,67227,1456,46,21636,41576,52055,82300,188798,153399,37212,82816,96557,109840,181433,31906,5687,92187,213675,135563,69101,23551,249690,176311,58022,28593,17873,9275,7572,40532,61240,90387,124043,215990
366,1,1,1,1,1,1,172954,116417,124518,121705,48052,1206,156782,86530,99938,138916,99437,3249,121045,76855,88304,148334,141590,8724,39890,115411,150632,154531,112053,12335,63626,64327,64091,94506,179983,118319,100923,366770,115210,1915,34,0,102038,372708,108374,1701,31,0,83081,67561,74492,109017,182203,68498,102959,97922,108565,131890,132182,11334,3668,19252,179158,183036,90047,109691,271089,151824,77412,42155,28082,14290,48774,71285,73153,105212,142552,143876
368,1,1,1,1,1,1,175313,250002,113810,134985,108594,1425,172850,234479,102865,118331,151660,3944,102370,225338,131876,137289,180544,6712,32565,145320,285452,255064,63878,1850,55246,107875,135468,151572,204953,129015,0,101573,504782,176791,979,4,0,109576,505293,168325,931,4,69148,160529,135682,127593,203700,87477,128372,209145,178793,140197,122818,4804,3630,75491,190091,167539,260375,87003,292332,244163,109424,62206,54895,21109,22859,151387,152973,125410,122784,208716
370,2,1,1,1,1,1,45785,126338,197633,200725,52930,1231,64784,142830,194688,153446,63913,4981,82036,129021,154714,162615,89424,6832,39707,65630,193890,220473,93487,11455,54658,81302,80227,113578,188058,106819,212,182371,372376,26470,4215,38998,235,204419,353804,22870,4365,38949,85728,99708,99167,136120,156561,47358,60063,119999,179711,165259,92338,7272,20476,15283,113372,240577,163964,70970,254178,150674,80079,49942,37622,52147,31461,121696,101444,111224,116063,142754
371,1,1,2,1,1,1,17067,41316,68120,83231,18356,868,26622,58349,60456,59146,23133,1252,52997,44463,44219,56736,29189,1354,51173,24318,59196,64388,27582,2301,52360,25846,26080,35123,61208,28341,0,95471,128526,4826,134,1,0,102457,121828,4535,137,1,60549,29210,31214,43825,55000,9160,62701,42364,47740,45315,28979,1859,41376,6102,44047,70706,38936,27791,69437,49284,29809,21312,13860,45256,44419,32049,32748,37338,41098,41306
372,2,1,1,1,1,1,291075,196411,143616,79194,15061,869,323426,165171,125951,80726,29490,1462,311926,147377,121459,100286,43636,1542,45388,135710,285693,195948,57108,6379,203162,143263,101391,108583,129941,39886,304,393231,306602,25607,482,0,294,410093,292650,22732,457,0,269642,132438,106451,110053,93511,14131,209636,220750,154230,93802,45344,2464,19009,8765,65813,162710,163870,306059,162299,150136,112105,112934,131968,56784,187581,175836,113409,102668,80628,66104
373,2,1,1,1,1,1,58368,68745,64463,60742,47345,3718,58969,57984,53972,57422,69218,5816,57246,57420,50654,61038,70816,6207,25519,40672,81709,102665,48443,4373,42032,38247,39021,49439,84542,50100,0,54578,122841,114215,11741,6,0,57116,121684,112948,11627,6,54679,43326,41263,55830,77676,30607,47122,63402,60228,64476,62590,5563,16550,27212,72880,71313,53999,61427,90386,92473,44738,29506,24690,21588,36945,52075,41413,50147,54846,67955
374,2,1,1,1,1,1,275611,266239,185910,195098,114608,16305,297501,239779,188209,185496,124728,18058,278765,231724,193717,202096,130937,16532,63961,243030,356877,269760,109224,10919,166772,211648,170278,190640,229632,84801,1250,461819,527084,62213,1368,37,1510,486380,506393,58104,1349,35,236568,210884,179493,186894,189384,50548,209696,292048,237117,175712,124281,14917,18511,61907,173950,261842,271747,265814,186196,270370,207969,179689,148612,60935,111209,269494,207267,192300,149676,123825
375,1,1,1,1,1,1,149015,247473,149194,172893,166044,12330,100654,230603,137931,170832,239370,17559,59151,209406,151778,183414,267176,26024,50913,136638,259951,302847,136259,10341,34350,85691,133992,172364,277713,192839,0,53098,394518,419604,29667,62,0,60882,398613,407621,29778,55,40098,127797,151252,166345,269720,141737,109116,188685,188918,186711,207805,15714,12986,151326,245976,223399,191338,71924,339982,302750,131060,61996,40082,21079,26589,103392,140216,153802,170261,302689
376,1,1,1,1,1,1,0,0,0,0,0,0,0,8,7,6,3,4,0,13,31,17,14,2,117,9,0,0,0,0,114,33,16,4,1,0,0,1,3,0,4,54,0,14,2,2,2,54,59,44,91,35,43,15,204,27,10,13,21,12,99,0,0,0,0,70,200,0,0,0,0,35,0,0,94,59,0,60
377,2,1,1,2,1,1,0,0,0,0,0,0,1,8,6,0,2,11,0,6,17,6,9,18,52,8,6,8,5,5,52,9,16,12,7,2,0,1,18,13,0,0,0,2,30,4,0,0,1,19,50,23,24,23,64,9,12,5,15,42,60,2,2,1,0,40,100,0,0,1,2,32,2,11,52,36,3,22
378,2,1,1,2,1,1,0,0,0,0,0,0,4,4,3,4,1,12,0,10,16,5,7,18,93,13,7,7,9,4,103,33,19,12,15,0,0,9,45,0,0,0,0,11,45,0,0,0,4,62,50,27,28,25,120,5,18,20,13,34,66,3,3,0,0,110,220,0,0,0,0,35,3,9,95,52,1,70
379,2,1,1,2,1,1,0,3,4,5,14,30,0,1,6,10,35,60,0,0,13,48,20,66,92,10,14,23,14,15,70,37,26,34,30,6,0,0,0,13,53,0,0,0,0,8,53,7,0,0,30,79,49,87,26,62,18,15,26,105,178,5,0,0,0,30,130,0,0,0,0,142,0,3,105,99,1,51
380,2,1,1,1,1,1,82,95248,76388,8834,2500,3161,8979,116925,48960,5437,2563,3349,38991,127741,12138,2537,2032,2774,42471,29622,35603,40034,30402,8081,51911,75446,42407,8996,4279,3174,0,67572,112865,5196,580,0,0,68091,112322,5225,575,0,61918,100782,13364,4300,2485,3364,48307,46732,58370,24031,5820,2953,15334,4008,5719,26021,88878,46253,2266,8489,17289,44784,62294,51091,37792,113839,24478,4726,2136,3242
381,1,1,2,1,1,1,1338,55939,127800,93111,116775,27726,13201,111689,105706,86854,78710,26529,33239,133590,83430,79462,68277,24691,75251,112923,101455,65045,44971,23044,28669,68396,99839,87300,100592,37893,8,52415,208214,122874,39131,47,7,56375,204325,120183,41761,38,37620,113785,74693,73941,85510,37140,67000,79018,116652,102892,33971,23156,42877,77063,87779,73517,94938,46515,36055,107953,112100,82152,53325,31104,24142,88058,62531,61229,64242,122486
382,1,1,1,2,1,1,11963,70327,115934,59573,45600,8015,19410,91552,85677,56057,49603,9113,41024,106480,54665,50092,50193,8958,30485,48077,91365,85670,42780,13035,33436,55358,71684,51048,72581,27305,0,62740,173133,65409,10056,74,0,71446,167905,61980,10019,62,43451,89206,49360,45196,63198,21001,34205,63350,97724,74283,35233,6617,12750,34823,57333,61750,86858,57898,47629,67442,63836,56984,44404,31117,27416,86961,60216,37702,44053,55064
383,1,1,1,1,1,1,14244,86672,95487,127205,139260,17788,22280,87488,81895,127917,141830,19246,22652,76817,79812,131030,152479,17866,64552,149798,148036,87472,25085,5713,15579,42258,65434,107970,184166,65249,42,13863,99884,276329,88304,2234,35,14837,103226,265323,95143,2092,21350,63333,76938,107243,163948,47844,56438,88234,123655,123384,76871,12074,19772,153795,140940,93928,57055,15166,85830,184203,119693,53666,24656,12608,6317,32657,59511,72079,101643,208449
384,1,1,1,1,1,1,48804,110815,173923,163837,169431,17556,45127,161645,129970,146652,180939,20033,50661,130560,137300,161706,185486,18653,121031,136187,175036,174788,72117,5207,46618,77025,105292,141547,220472,93412,331,47568,200642,315227,118184,2414,389,53481,200409,306944,120924,2219,55237,94769,124954,150263,197891,61252,124727,120418,136972,153659,133448,15142,21505,135770,235370,160884,88702,42135,130987,238750,143726,84121,52443,34339,30934,64839,89548,124250,157964,216831
385,1,1,1,1,1,1,2,48156,143623,115730,98663,10358,21831,137971,87913,91647,68056,9114,26993,123504,96298,93836,67928,7973,114666,188759,91260,15725,3159,2963,22159,58899,87983,116358,111275,19858,0,23712,135039,184907,72690,184,0,24489,135398,179238,77237,170,25506,87310,92001,97572,93283,20860,118507,107271,94806,65870,24109,5969,17846,86857,135021,109971,60479,6358,40466,123889,125405,73274,39491,14007,3048,26860,64188,82907,98876,140653
386,1,1,2,1,1,2,403,24596,47767,71401,124435,25550,12645,51012,56157,76663,81753,15922,22721,57000,54495,73174,75706,11056,59141,107866,80465,32348,10476,3856,14855,37849,56318,70142,90646,24342,12,22037,119891,120335,31877,0,14,22453,119606,118193,33886,0,21462,53541,51174,62948,75228,29799,42862,66540,79003,63849,36532,5366,31284,87732,64523,51015,43751,15847,16567,75921,86968,57569,41017,16110,6313,32462,43604,47076,54124,110573
387,2,1,1,2,1,1,273,30074,83842,105157,138090,22292,10123,105418,110399,88860,55130,9798,59420,163788,77026,54047,20138,5309,162220,66525,70206,51307,24072,5398,147670,80882,66541,46832,32403,5400,0,153790,195246,28733,1959,0,0,155872,193165,28720,1971,0,155006,104191,52631,37800,24538,5562,147197,81749,88966,45832,11562,4422,98465,40881,58104,65097,84730,32451,6345,19771,41829,59680,82179,169924,118725,97515,67859,42939,25337,27353
388,2,1,1,1,1,1,81254,98127,162472,250865,291498,20561,67799,187009,168295,266622,206937,8115,97365,194106,206045,260813,140678,5770,134938,222129,228521,164941,123275,30973,51191,100781,160802,246885,290437,54681,188,62746,238849,421457,170289,11248,225,68908,234000,413806,176480,11358,68122,154187,179397,242788,225865,34418,143411,175742,228099,236418,115077,6030,18829,120005,252424,243580,168592,101347,79224,324492,267863,132294,64863,36041,38962,114201,159351,210044,182154,200064
389,1,1,1,1,1,1,301069,75118,27422,19128,8964,114,216735,129636,42832,30108,12318,186,231328,111366,45604,32592,10756,169,20896,48267,82974,114362,121960,43356,50074,111847,123708,82027,56235,7924,627,113382,170434,100011,43847,3514,693,125301,164506,90580,47182,3553,84043,157099,87712,60264,38213,4484,74080,116584,120920,84852,34780,599,1108,595,8814,42972,111057,267269,91478,143563,102421,55632,30991,7730,66968,178754,104683,53455,22535,5419
390,1,1,1,1,1,1,720811,69603,36202,25417,8517,725,645093,134421,46281,23117,11413,950,569771,157493,67217,44396,21482,916,139176,228350,238347,139148,83725,32529,224011,263662,172127,113917,73631,13927,43245,605331,181413,30194,1091,1,50583,632389,151294,25983,1026,0,370256,222268,116526,79873,60963,11389,381790,252338,149300,58107,18851,889,778,13190,56653,83707,165931,541016,229552,228212,172058,110732,82001,38720,208011,289120,158515,93014,63247,49368
391,2,1,1,1,1,1,89571,48122,79415,76246,36677,4686,90866,67630,61554,61438,46525,6704,86772,62452,58633,64015,55959,6886,53652,59878,94730,83984,36099,6374,60444,58033,50386,61188,76702,27964,1521,125601,158088,43278,6161,68,2147,143018,146268,36344,6871,69,82278,57046,51160,56262,69667,18304,84971,64330,69533,60589,48388,6906,14607,18977,79087,85978,56824,79244,55987,99516,68061,47221,36979,26953,44235,66827,56848,62372,58223,46212
392,2,1,1,1,1,1,27436,57605,73753,68337,24259,2158,31259,56797,69333,59807,31793,4559,35054,52528,58452,63151,39739,4624,13103,32789,100738,80083,23329,3506,26679,36376,36824,59571,71193,22905,57,100015,137004,16143,329,0,83,121309,119206,12651,299,0,40685,40127,48362,59190,53696,11488,23519,59796,78713,52939,33904,4677,12078,8108,55215,84705,57525,35917,53098,77008,50481,29496,26444,17021,22429,43904,45050,57216,50036,34913
393,2,1,1,1,1,1,71448,151762,199129,200808,77883,3659,79734,140778,179323,185419,111142,8293,81590,109278,146389,196859,155885,14688,21382,66952,235245,251934,114435,14741,19471,68420,100594,158521,248081,109602,260,143382,453928,103798,3156,165,316,190247,420488,90439,3052,147,55706,89479,121438,168156,213985,55925,34517,107578,192718,189057,160316,20503,9131,27065,208165,238841,133612,87875,265040,238590,124770,49153,14808,12328,17732,87219,118435,159232,179580,142491
394,2,1,1,1,1,1,25395,91921,75147,106693,105075,10281,11705,72896,76592,83784,123537,45998,6533,42031,82444,93132,132040,58332,33203,77134,84604,98903,86024,34644,3377,6688,21450,66251,136739,180007,0,12614,75321,40943,70638,214996,0,13578,75114,40524,73275,212021,3853,9957,28607,69581,131344,171170,28154,68302,65200,78299,116884,57673,4755,107439,167364,93273,36255,5426,281339,95641,25681,6505,3209,2137,361,6639,22448,45310,69264,270490
395,2,1,1,1,1,1,353794,115159,178354,153994,41339,1554,305869,156974,175641,136460,65653,3597,304105,126365,165343,152857,89147,6377,76107,156338,239014,206630,117880,48225,124983,151044,148936,177474,190033,51724,14551,388239,379459,60372,1505,68,17074,426644,349476,49479,1464,57,226460,143769,144574,162779,142465,24147,178600,180477,208318,167651,102967,6181,13134,17742,152578,220022,136152,304566,221965,255744,167426,94427,61958,42674,156164,157105,138660,158694,140401,93170
396,2,1,1,1,1,1,573694,136722,53024,18675,2410,141,500215,184637,63636,28501,7347,330,457144,170010,92991,51346,12798,377,89034,133804,198639,192321,119732,51136,149199,214197,174207,133507,101094,12462,24733,489997,236399,30610,2758,169,28321,534991,192425,26155,2633,141,294309,208438,123952,98051,56754,3162,249396,221223,184821,95779,32770,677,2249,3448,29689,101773,184737,462770,215946,222414,167358,92477,53524,32947,177356,255065,152792,95237,61072,43144
