census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13
101,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,4,4,5,2,4,2,2,12,11,2,5,5,5,10,16,11,3,5,5,12,12,14,97,21,7,3,3,5,3,2,9,14,3,1,0,35,83,15,16,18,6,5,12,24,15,2,0,0,0,0,0,0,2,16,21,24,23,2,0,0,0,0,0,0,0,0,19,24,28,24,11,0,0,0,0,1,1,32,92,62,17,19,40,29,34,71,15,193,34,11,9,17,16,6,12,14,24,16,86,31,108,9,4,3,2,0,3,1,1,1,2,0,90,250,0,0,0,0,0,0,1,0,0,2,67,0,0,0,1,3,10,21,99,45,16,5,7,5,95
102,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,6,11,4,0,0,0,1,0,0,0,3,6,18,14,20,1,49,14,5,8,3,0,6,2,1,1,2,0,0,2,21,33,12,10,7,11,4,11,1,0,0,0,0,0,0,0,10,9,17,8,0,0,0,0,0,0,0,0,2,4,28,28,11,1,0,0,0,0,2,2,3,3,10,33,49,50,52,46,53,26,0,76,74,36,33,16,11,15,20,21,10,24,41,1,78,0,0,0,0,0,0,0,0,0,0,0,40,120,0,0,0,0,0,0,1,1,0,0,32,2,0,0,1,1,6,21,48,16,6,2,2,2,37
103,3,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1,1,0,1,2,0,2,0,3,0,4,5,8,5,2,2,0,4,2,4,3,7,3,58,3,4,2,1,1,1,2,1,1,1,2,0,58,19,6,2,3,2,3,2,3,0,0,0,0,0,26,6,4,0,0,0,0,0,0,0,0,0,0,30,6,6,2,0,0,0,0,0,0,0,0,11,29,33,26,9,18,19,5,3,9,10,10,0,130,22,8,6,2,0,1,1,4,9,3,17,0,49,3,3,0,0,1,0,0,0,0,0,0,40,110,0,0,0,0,0,0,0,0,1,1,22,2,2,3,7,9,15,18,32,5,4,0,0,0,32
104,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,6,9,0,0,0,0,0,2,7,13,3,8,8,22,7,48,14,3,2,3,8,3,4,3,1,1,5,3,1,43,12,11,9,3,6,14,11,0,2,7,0,0,0,0,0,1,9,16,12,0,0,2,0,0,0,0,0,0,0,16,16,8,2,0,4,0,0,0,0,0,0,15,12,32,11,16,17,24,28,20,18,21,17,9,6,5,6,6,8,6,18,42,27,83,2,1,0,0,0,0,0,0,0,0,0,40,130,0,0,0,0,0,0,0,0,1,1,34,0,0,0,5,6,7,15,53,17,8,1,3,3,36
106,1,1,1,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,10,17,2,0,1,1,1,4,1,1,3,5,5,85,35,10,6,3,6,3,4,8,5,10,11,15,129,108,19,5,10,2,5,2,0,0,2,3,3,149,104,16,18,12,5,12,9,4,3,4,5,2,177,126,6,0,0,0,0,0,0,0,0,0,0,0,145,29,0,0,0,0,0,0,0,0,0,0,0,66,30,20,14,16,25,36,38,44,52,66,28,212,177,22,20,19,18,14,14,14,26,19,65,64,242,206,23,16,4,5,1,0,1,1,2,2,0,90,356,1,2,1,2,0,1,1,0,3,7,92,24,0,3,18,14,29,55,129,28,14,7,3,7,118
107,1,1,1,2,1,1,0,407,873,1405,3840,8921,15089,34410,61163,128554,228884,70024,730,171,698,622,1137,2741,5430,10273,17432,35063,78935,220572,180340,886,91,808,404,574,1295,3123,6076,12796,28016,58046,166369,273176,3526,2562,3346,5512,9953,18686,23664,35909,43323,55621,75653,117238,142065,20768,1607,334,350,806,1974,3936,6804,12299,26383,61788,113143,183815,141061,0,0,14,66,896,1738,4641,10363,16749,26003,53393,161852,278585,0,0,16,112,771,1750,4474,10053,17275,29001,47195,164591,279062,1277,295,350,997,2358,4216,6315,10179,17685,42291,101297,218234,148806,1902,1407,1170,2439,3064,5227,9173,18745,29169,51151,175443,250981,4429,1702,21573,221260,145902,68989,35398,21710,15665,11192,7232,3214,459,4,15204,118291,131637,110627,82910,42508,22693,13261,8018,4376,2079,1260,1436,28,974,4820,8901,13719,17032,19096,23995,37683,61530,91904,156438,118180
108,1,1,2,2,2,1,4,796,3116,7223,9966,13919,21757,41267,67995,105871,178027,108611,5201,119,1791,3548,5922,8243,11120,15926,26823,48228,95748,182528,157586,6171,5,512,3119,4492,6824,10223,16182,25393,50306,101261,164055,170757,10624,5031,6009,7935,12654,19711,24076,28866,32152,40824,59605,103344,173739,49807,3041,1566,2330,2879,4052,6933,13157,24375,43190,93256,153789,131140,84045,0,0,1,674,4630,11479,25152,45815,78420,109055,120476,96581,71470,0,0,1,917,4112,11807,24336,46745,76645,113809,111787,101874,71720,2502,1075,2596,4220,6303,9231,12997,20095,31485,59828,141858,186132,85431,4465,3921,4281,5716,7382,7378,9863,16384,28711,69373,184425,206781,15073,3585,29168,95434,101421,84759,72975,62292,48866,35456,20176,8123,1475,23,5876,51563,97978,124142,117579,69085,36261,22686,14680,10062,6419,4406,3016,232,1997,5170,14096,30554,44632,53299,59409,66989,74691,88674,97360,26650
109,1,1,2,1,2,1,3,234,1167,2033,8998,26382,47589,59205,66223,69967,76074,32920,593,59,918,1337,1977,4619,12133,26996,39865,56951,70076,108015,66985,1457,3,248,935,2386,5019,10902,20121,31602,48910,72459,108641,87471,2691,2537,2511,2556,2997,3611,6066,9010,12625,20117,38987,100162,169199,21010,344,730,993,1524,3324,7821,15179,27047,41781,65963,91006,87106,48570,0,8,28,1066,6436,15868,34396,47489,52868,66254,84719,70827,11429,0,8,31,1633,4904,16205,33699,46120,54832,71911,76157,74336,11552,216,377,844,1779,3864,6974,12487,20560,31979,52061,88835,115788,55624,1902,1770,1309,1336,1769,2071,3651,7467,21413,69144,158513,116270,4773,268,3655,32492,60447,52709,45348,44757,49166,47308,35634,16422,3059,123,6163,55140,89253,88318,63506,36970,19965,12323,8189,5700,3817,1798,246,108,1279,9952,25503,41364,47104,43030,37629,35599,37617,44288,53907,14008
110,3,2,3,3,2,2,60,2180,14840,33313,63110,72345,93974,141272,159116,191867,277721,193041,26308,1006,5266,9598,18244,31639,45708,70294,88373,141116,184419,363833,290779,18872,167,2535,9184,20724,24042,40960,53707,74884,123265,196452,342778,358309,22140,10689,14096,21560,27767,31626,38329,46640,56835,83423,151985,301486,401983,82728,1740,3476,5476,9720,13861,26054,38070,63255,88041,148411,259165,339074,272804,0,90,2663,31348,86579,86135,101371,116767,138390,184380,317949,202034,1441,0,98,3051,42368,62358,93959,109251,109870,149562,205189,279609,212519,1313,835,2200,5756,10864,17077,21596,34601,48613,72312,112777,213818,406662,322036,9093,8301,6339,8688,13606,15451,31212,44298,82593,198835,420559,400691,29481,7825,22801,194124,267618,194615,142518,111022,92996,82451,70967,53264,25402,3544,34471,253173,343663,268236,161061,86331,45320,28008,20158,14134,8263,5246,1083,652,10005,29027,49077,69463,84002,90757,97126,106231,117254,158567,278518,178468
111,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,3,4,2,6,4,4,1,1,3,8,3,3,88,23,2,1,0,1,1,2,2,5,4,4,0,67,53,11,29,9,3,2,5,5,14,5,0,0,0,0,29,30,7,0,0,0,0,0,0,0,0,0,0,19,47,10,0,0,0,0,0,0,0,0,0,6,33,31,41,48,17,16,45,13,18,27,6,154,26,7,8,9,15,23,13,9,4,13,24,17,48,2,0,0,0,0,0,0,0,0,0,0,130,280,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,8,26,81,25,8,5,2,2,103
112,1,1,2,1,2,1,7,210,368,987,2592,6657,17338,42175,86490,194219,571452,1030950,37342,52,360,433,601,1008,2211,5557,13864,32947,93364,415665,1378521,46204,7,155,410,719,1378,2786,5627,11942,28726,75724,290675,1445383,127255,1487,1933,1674,2159,5308,9727,17270,32977,63841,150842,510254,980048,213267,596,890,776,883,1111,1919,3952,9385,23353,64323,179225,596063,1108311,0,0,335,1980,9095,43019,129183,293600,323435,468854,608613,111034,1639,0,0,306,2414,8516,43681,128465,292766,313931,460340,585158,153549,1661,132,432,666,890,1510,2438,4235,7465,15044,36966,113755,424256,1382998,941,858,713,653,751,825,1530,3479,10008,42300,305741,1491209,131779,11420,296994,955337,320965,140211,97052,74118,49633,26932,11971,4909,1173,72,10700,170282,506936,621348,385261,186179,67173,19194,10752,5704,2683,2965,1610,524,914,2360,7627,20295,41288,62800,81459,111293,194128,435034,873159,159906
113,3,1,2,1,2,1,0,1,121,669,2889,4111,9350,12151,29003,87780,382274,1722233,320496,0,55,107,168,743,2406,4736,8516,14308,40726,225630,1561073,712610,0,113,411,1285,2038,3422,4652,7808,14413,35387,169622,1231385,1100542,350,613,1239,1712,2451,4042,7615,17266,35028,73715,213969,875192,1337886,231,127,223,526,1181,2856,6068,9894,19640,44323,128316,571385,1786308,0,0,0,114,2336,9977,46275,212970,588071,671494,430838,560763,48240,0,0,0,199,1902,10126,46159,207703,572426,704102,407470,574146,46845,120,97,352,940,1795,3016,4483,7237,12798,27131,77110,363611,2072388,214,115,133,254,496,641,1214,2106,4901,19841,143735,1224276,1173152,24158,1118733,750182,381202,123462,64727,42614,27820,16628,10478,6742,3764,568,1335,48508,227561,382698,441092,523997,565846,285996,70488,17318,4172,1738,329,15,1184,5276,11251,21797,37525,56992,91743,225467,773187,994023,318251,34367
114,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,3,0,2,10,5,5,0,0,1,0,1,6,2,0,4,1,67,5,0,0,1,0,1,1,6,1,0,2,0,60,18,8,3,1,0,3,3,4,2,2,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,9,27,14,19,4,10,7,3,8,3,8,5,2,78,10,4,2,3,7,1,1,0,3,5,7,5,41,0,0,0,0,0,0,0,0,0,0,0,70,130,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,4,22,49,11,1,1,0,0,30
115,1,1,1,1,1,1,0,60,267,661,1458,1266,3179,3138,7414,14149,63717,2035527,1037489,52,418,588,912,1265,2066,2421,3653,4844,10191,34059,1715352,1392504,2,114,359,795,1091,2048,2665,4180,6626,12224,39830,1422315,1676076,6568,6929,5907,5005,5433,5396,7246,10370,19878,48703,204150,1568093,1274647,1086,2935,3287,3593,4047,4947,6333,7753,12044,27227,106352,730890,2257831,0,178,962,1668,4732,11420,19800,28807,59982,215462,1281046,1165033,379235,0,199,1026,2061,3359,11447,21143,26444,63147,247450,1113254,1297832,380963,118,462,1362,2200,2907,3885,5051,6405,8975,16114,48304,370833,2701709,2902,2678,2056,2275,2466,2393,2858,3623,4697,9091,36166,1392588,1704532,113587,2180480,670461,124250,40101,18739,9485,5208,2926,1777,997,306,8,15,660,18940,100610,224807,469999,1009378,888311,331790,85064,20199,17162,1390,127,658,1284,3070,7633,15840,32516,79390,269790,850688,1498217,401737,7375
116,1,1,1,1,1,1,4,59,199,628,1553,4377,8799,16553,36552,89660,301675,645603,84544,39,206,471,760,1208,2942,5848,10654,20830,48160,197691,795400,105997,7,81,341,890,1732,3701,6598,11683,23018,50194,159163,766082,166716,1498,2705,2936,3367,4485,6218,9130,14053,25009,56014,145688,452344,466759,212,819,1219,1407,1966,3466,6538,11164,22597,47748,118212,323981,650877,0,41,1816,8655,21614,42653,68822,86023,133953,256733,391330,168721,9845,0,44,2004,10581,16269,43854,71848,82501,135957,261630,366657,188848,10013,45,217,857,1337,2062,3488,5860,9464,16961,32757,85924,287897,743337,984,1290,1174,1206,1513,1703,2434,4115,9338,26497,129713,745201,265038,5447,106875,420121,289486,133512,86247,59262,39353,24987,15207,7524,2021,164,7965,86788,203133,236645,262103,217739,105594,37263,15353,9141,5589,2799,94,17,968,5596,14422,26339,42276,63129,91010,136435,199101,277104,259169,74640
117,2,1,2,1,2,1,2902,6162,7696,11970,19854,26471,41034,59761,89755,118585,132314,50922,3229,3250,5078,7486,9214,9360,16275,22915,33461,57332,92063,183832,125547,4842,1317,2822,4060,6093,8030,11051,16956,22171,41952,77590,179434,188372,10807,14925,14760,15487,18544,21175,30618,35488,45192,64312,78288,94707,101035,36124,4027,4721,4077,4300,5094,7497,10948,16859,26164,47085,94989,170428,174466,0,927,3805,5980,10787,16485,25316,43063,70096,114283,199412,74804,5697,0,909,3766,6859,8939,16867,26562,41000,72972,116052,184816,86355,5558,1890,2292,3395,4176,5616,7551,10696,14624,21741,37440,82174,186268,192792,12951,8456,7145,7852,9828,10427,16054,23570,39190,71549,168843,178998,15792,1435,20858,169157,169590,81838,46061,26303,17814,14205,11649,8457,3103,185,102951,151473,119094,77132,45504,25792,13592,9102,7115,6129,5398,6171,1202,283,889,3988,8365,12480,15832,19825,25267,33010,42585,64958,153013,190160
118,1,1,2,1,2,1,31,1252,3082,5771,9533,14838,24470,44041,90134,187719,440288,526440,29505,741,4362,5761,6339,9412,12727,21104,34164,65637,138210,459849,597394,21404,211,2300,3937,6542,9014,13419,21538,34626,66673,140640,457615,595008,25581,7921,10804,13893,18151,23902,34549,47673,72627,115348,198677,358935,394892,79732,3462,3243,3983,4882,6031,8899,12966,21167,37719,82719,206026,510687,475320,0,122,1954,5060,10431,20265,34707,69419,152472,357518,544420,178790,1946,0,129,2003,6146,8338,20933,34313,69034,151724,371355,511201,200183,1745,2562,1933,3323,5034,6940,8850,12827,18806,29745,57802,145534,494920,588828,8186,7157,6286,7370,9096,10115,16699,25863,44337,119767,431492,649449,41287,2920,34439,270949,416233,294101,167569,84766,47549,28268,16888,9466,3596,360,44089,243253,383250,332737,195764,91470,38003,17826,10726,7372,5549,4603,2462,690,2238,4143,10116,19703,32893,47331,66126,95369,139328,232193,457571,269403
119,3,1,2,1,2,1,69,1167,2636,4230,7542,14065,28419,61328,111738,183128,300132,228950,10551,454,2392,2966,3762,6217,9963,17710,30583,63152,146844,343823,317495,8594,66,1046,2593,4343,6535,10406,18404,28238,54132,121779,336124,358528,11761,4247,7567,12066,17921,25453,34701,49654,72675,108280,164976,240860,184950,30605,1848,1911,2265,3054,4258,7025,10971,18879,32565,70477,157429,344801,298472,0,0,154,2564,9364,14687,27146,52745,100174,222117,375153,149444,407,0,0,121,2840,8525,15414,26445,52192,100081,230278,355988,161616,455,1312,1170,2084,3288,4781,6885,10347,16387,26001,52721,124260,371806,332913,3701,3971,3970,5280,7795,9464,16782,27452,50308,127922,331064,349145,17101,2202,24388,213859,321851,172159,86349,51717,34354,22368,13734,7802,2946,226,83944,211079,234140,188433,112287,56696,27279,15370,10026,6387,3988,2572,1754,663,1294,3491,7876,14281,23230,33452,45624,62273,80894,123258,264390,293228
120,1,1,2,1,2,1,0,1356,2614,1800,2621,6369,16100,39458,83645,145642,294094,203905,13421,47,3327,1696,1437,3165,5331,10868,23290,56763,146955,332456,215358,10332,2082,2327,2116,2994,4106,6070,13006,23789,63926,157273,298636,223765,10935,7728,2853,5512,13089,24240,32403,46121,53388,73082,101786,188647,218960,43216,6561,1016,1607,1862,2659,4270,6502,13684,28662,94580,197743,275438,176441,0,0,3,5662,7837,4846,7773,18695,43977,106025,358443,256521,1243,0,0,3,6618,5787,5681,8572,17457,49508,132833,316392,266886,1288,6105,1234,1916,2530,3620,5391,8455,14316,24278,59269,179914,336861,167136,6445,1248,1322,2023,3747,6028,13748,26129,50009,129329,301960,252852,16185,6494,14221,117243,202857,161447,108927,78845,57286,34185,17137,8566,3336,481,36186,133986,184243,187526,137226,66965,26826,13719,7185,4473,3296,2875,6519,5292,2163,4553,9688,20923,38613,54299,64717,71607,79346,105884,184732,169208
121,2,1,2,1,1,1,1,1274,4084,7513,20403,41138,63256,74781,82545,102779,170947,52128,67,641,3243,6390,15612,39321,41887,41401,48803,67137,102129,172091,82205,56,722,2958,16405,28645,32884,31777,41403,46351,69988,97537,146206,105852,188,7025,7070,7765,10094,16937,24913,36734,52299,82102,112354,150384,103594,9645,4545,2053,5773,12779,26772,40978,42494,51259,62785,99493,109025,93234,69726,0,0,10,2053,14392,33799,57191,72696,80886,100092,181685,78032,80,0,0,8,2488,11005,35511,59869,69803,86154,111052,161684,83262,80,3955,3669,10996,17940,24667,33861,39915,48104,55894,85895,126550,121628,47842,6345,4733,4593,5356,8877,14596,29305,48517,71382,125106,189142,112458,506,3336,7191,63870,95317,81330,72802,65736,60329,54404,47917,43154,23390,2140,38483,72980,68920,79243,83751,74187,62393,53801,38907,25197,13618,5440,3996,2093,8276,32768,51484,56909,59446,60265,60867,58136,50323,47161,58124,75064
122,2,1,2,1,2,1,0,191,1331,6984,17542,27825,43193,72227,117547,201707,359982,303062,12401,80,693,3420,10276,17801,25029,34428,51816,88936,174426,395121,353358,8608,51,1091,5695,11598,16540,22055,33407,47318,83816,167580,390557,375067,9217,4783,5804,12111,19837,30641,44702,65512,96274,143143,206327,288676,217453,28729,3145,1395,2200,3294,6631,13207,23368,39829,59594,102845,190382,345785,372317,0,3,626,5076,15829,32224,93663,229240,312709,249055,173287,52243,37,0,1,604,5785,13709,33543,91782,229510,320780,266391,146531,55317,39,2598,1648,3045,6265,10330,15017,21098,31189,49044,88930,188298,412981,333549,3591,2022,2960,5188,9668,13870,28247,50353,92919,198705,376235,365416,14818,3327,23637,189779,349411,257263,123432,67871,47261,36780,29759,22751,11541,1180,123280,260678,273389,213318,129088,68200,36240,21734,14188,9839,6329,4890,2819,1158,3450,10942,19831,27698,36360,44906,55850,72649,91661,133374,289451,376662
123,2,1,2,1,1,1,71,2111,5216,7135,9514,13033,20060,34141,70043,108981,170121,86680,5969,1480,4944,6378,5335,8670,9784,17424,23164,53284,93281,199504,105326,4501,259,2092,3566,5293,5804,8012,13333,21909,50347,107669,202889,107380,4522,8226,15630,23276,33150,40061,58105,60349,66759,69561,68600,54629,29004,5725,2034,3455,3410,3877,4611,6634,9644,16478,27063,58188,117193,164897,115591,0,672,6346,10587,19830,34372,71567,122186,140848,93513,31280,1865,9,0,727,6761,12345,15193,35476,74668,119212,149112,95636,22022,1914,9,978,1902,2986,3704,4845,5385,8007,11358,17600,38622,96906,210548,130234,8831,7872,7087,9466,13897,13834,28384,40310,57401,112254,143515,85209,5015,1112,31901,170801,159212,85777,40821,20804,10448,6006,3537,1936,654,66,45945,121925,128880,92267,57908,34072,19482,11847,7647,5527,3937,3081,557,140,352,1258,3104,5090,7369,9432,13403,20710,32282,52952,126283,260700
124,2,1,1,1,1,1,0,87,285,512,750,2526,9062,20820,40892,94582,189068,56773,149,13,270,695,863,2122,4288,8994,16225,28175,69313,193687,90799,62,4,439,858,1085,1722,3380,5917,11303,22403,54053,178610,135589,143,3360,3848,6504,9989,16089,25124,38677,52684,73314,91357,70286,23461,813,2059,683,977,1747,2866,4903,8450,14453,24274,42377,76586,111596,124535,0,0,180,1328,2720,4378,12248,32630,72610,117532,133248,35157,3475,0,0,198,1641,2061,4533,12782,31395,79671,135597,108351,35911,3366,1591,423,607,1242,1972,3572,6280,11446,20449,42216,85584,144908,95216,2547,1462,1990,2773,4264,4817,9672,16383,29554,78665,164874,98294,211,2223,23231,147456,132886,57352,22947,10880,7761,5635,3526,1375,230,4,80984,94900,66211,42052,29903,24368,20092,17288,14307,12233,8039,3303,1826,562,1053,1578,2840,4916,7762,12852,20973,29299,33932,41103,79802,178834
125,2,1,1,1,1,1,0,7,1468,15181,43437,59750,67085,67295,70666,83524,76958,8083,69,35,580,8193,31490,39740,51808,59561,60147,63610,79709,86332,12277,41,56,2665,8235,16693,24923,32119,43509,65654,72282,82516,112527,32301,43,35149,65714,42705,31208,28141,31232,39711,46059,59995,63314,40707,9353,235,5790,5964,12959,24618,38349,46399,45857,41310,41461,47889,61279,70794,50854,0,0,1,1435,4464,7550,17220,29767,51470,83425,137028,142996,18167,0,0,1,1386,4247,7703,17922,28711,55660,92959,117266,150751,16917,4356,1778,4648,13908,25472,39699,54904,56177,51583,55412,67767,84295,33524,14886,20116,26678,32841,31544,34575,40095,48411,57442,73440,89740,23693,62,5455,31661,106720,109969,81005,48026,30762,23996,21157,17774,12388,4269,341,58595,72290,53932,42238,37741,36697,36656,39265,40790,36636,23454,10512,4717,2654,2080,5577,12255,18982,25115,37031,59435,71480,59374,49869,64608,85063
126,2,1,2,1,1,1,18,12915,9222,21618,42686,60044,85677,118563,148161,157674,140645,47365,1507,15157,7452,12735,29518,43001,53636,64566,91026,124093,148784,189455,65753,919,17992,4485,11278,21753,31614,38951,52466,74780,113359,157806,224529,96257,825,26257,13118,23520,32277,41729,63817,86545,110286,128164,143484,124028,49439,3431,22853,2756,3500,5098,8668,16794,31885,52414,78458,115300,172990,212546,122833,0,115,16207,9005,19328,45711,133253,224164,233649,127847,35299,1514,3,0,126,15868,10496,17447,46244,134059,221802,242805,130166,25456,1623,3,21939,2835,5090,8714,14791,22438,31865,46546,70165,118969,200488,237718,64537,24888,5047,8208,14150,23797,35089,63432,92065,126652,162797,199333,89432,1205,21978,7531,78962,169576,179062,124772,81572,56199,43543,37128,29821,14853,1098,160200,201290,162901,120026,80612,47033,22565,11191,6835,4849,3244,3677,21672,18220,4375,11225,21412,29799,34768,38439,46074,57408,71282,99871,183358,229864
127,3,1,3,2,2,2,0,463,1565,6952,17631,43434,82173,104173,100581,122539,98570,32284,904,66,1044,5356,16866,40265,65486,71228,73388,75542,89535,128592,43490,411,182,2612,11263,25532,44861,59409,68363,68940,73138,78282,121371,56992,324,7245,5553,11712,21373,34207,46970,59194,75828,94388,106695,94135,46887,7082,5707,2251,5580,13293,36021,55531,68162,80836,85594,77751,71598,77622,31323,0,0,20,2403,15896,64026,98214,112628,125711,87324,67789,27981,9277,0,0,13,2605,13746,67943,94054,114103,122563,89770,65556,31710,9206,4497,3405,8735,16494,32094,48019,61027,71737,78156,83171,89634,98770,15530,5571,2349,4937,9960,17893,29086,48641,73631,96382,113068,144388,64752,611,5483,8693,44066,95375,72596,66840,63654,62229,64788,64084,45131,16894,1436,33649,66724,47555,44731,59047,79811,81371,72507,57310,36523,18616,8252,5173,979,9652,37894,63784,71591,66948,60425,54451,47791,36540,32640,53926,74648
128,2,1,2,2,2,1,0,205,2791,12846,30285,53151,76150,104721,128036,146308,145518,55638,129,21,335,2334,8094,18242,28847,43108,64477,100060,156044,239896,94110,210,81,412,2357,7822,11600,15734,27168,51513,99218,157512,240598,141009,754,6213,14511,23045,29625,38762,48597,60205,78798,104792,132721,130835,73314,14360,2051,1817,3115,6139,14896,26890,39378,57247,93487,140388,128347,122145,119878,0,94,1338,3598,8955,21659,26116,33911,49815,80275,217763,155408,156846,0,87,1235,3865,8174,22596,25005,32467,48157,84785,202416,170459,156532,1448,755,2641,6600,12950,22784,36247,54754,87128,132984,153921,174303,69263,3515,4583,6751,10914,16957,24198,34734,50955,74511,122203,245597,159747,1113,2172,17409,116001,187466,140670,117420,78937,43377,22661,13276,9657,6202,530,122255,82699,55346,61988,88796,111551,99536,58320,33633,21702,12589,5567,1796,63,2270,11308,19509,30933,50902,77633,94877,96009,70020,56569,76224,169461
129,2,1,2,1,2,1,0,526,5834,24866,56006,92061,110874,125570,122826,101664,45485,3867,79,99,845,5310,25374,55746,80010,93614,109538,118349,115738,77605,7388,42,120,1000,3874,13961,33478,56759,79943,106147,138096,145568,94066,16621,25,40806,93164,96306,84193,71104,62884,58128,54608,48069,41038,29024,9716,618,2989,18197,36303,49883,65649,83638,94761,97355,88326,72671,45262,25780,8844,0,36,858,4372,8998,26729,61300,104932,128867,109366,129790,108334,6076,0,37,746,4631,9350,28152,57324,108766,123325,115632,119228,117626,4841,1713,1503,11447,35797,58054,79294,103174,117829,109507,86658,53178,27954,3550,9557,34009,43856,52986,65025,76682,80196,81540,76108,75378,74833,19445,43,2914,67729,133411,117978,107406,94571,73002,45263,25331,14035,6724,1272,22,15625,22277,22885,33258,56469,76519,83046,84291,86164,88973,75419,42765,1967,426,1614,9800,23365,42657,78554,123537,143227,119616,65643,35114,27469,18636
130,2,1,2,1,1,1,63,3918,8932,24751,43454,68555,121124,173655,244471,263035,278208,83286,1130,1650,8582,16505,17731,36090,44217,79698,95256,183866,236466,438260,155649,612,1006,4301,7086,14501,17323,25527,46526,71517,144042,250428,491494,240030,801,27935,52851,61758,73213,80378,125201,129662,150083,184056,201975,157018,65139,5313,7871,10884,10683,13618,15015,23433,31792,49590,69848,133054,237441,356328,355025,0,283,10724,28108,51868,68079,114484,192221,282646,299178,217246,48179,1566,0,342,11956,33884,36559,71953,125820,180410,313447,320521,168630,49575,1485,4826,4999,8978,12856,18602,22373,33963,47194,65629,132084,264824,454713,243541,28981,29348,23888,32528,42744,34288,71044,91772,125483,258122,392313,182902,1169,5071,47835,331590,417744,238099,137029,71901,33017,17249,9242,4638,1119,48,376672,317961,198427,126259,84476,55849,38558,30066,25583,22513,18498,15817,3903,1312,2088,4233,8713,14965,23750,32694,46397,63257,83554,118944,253310,661365
