census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11
154,2,1,1,2,1,1,0,1128,21883,72651,107114,91914,120320,126716,75513,32762,4241,11,5377,44089,91677,106066,128960,118149,80364,56611,21138,1800,206,49733,124878,151307,119970,81835,55763,36999,23474,9530,547,6794,12904,30799,47511,62419,78939,101301,118091,137333,55703,2448,6393,31973,90370,125276,111612,92676,75027,59134,41544,18089,2148,0,3216,200824,245844,125921,63068,12874,2204,288,3,0,0,3665,172565,268819,151054,43440,12245,2269,182,3,0,5188,55207,110379,114208,102488,81086,68187,48711,40506,23286,4996,4298,14518,32581,52413,116609,123656,128214,105365,58152,18025,411,5923,2652,3709,10195,25434,51019,89583,148051,183204,112298,22174,181,4987,25690,50953,72345,79918,89619,109230,131756,82192,7371,4432,81203,155629,148272,103394,66215,42272,25975,14720,10195,1935
155,2,1,1,2,1,1,0,1473,25955,72523,86232,78585,95634,116816,123619,73431,4919,14,7076,58277,75071,70550,80827,107141,109827,111813,57031,1560,1099,80572,88701,90223,90265,88313,84444,75016,59071,21036,447,5831,5573,10804,20929,33151,52387,88540,131997,206704,111262,12009,6888,36809,64651,74158,85929,98826,100789,94906,75088,35729,5414,0,3677,346034,196548,67395,41516,17435,5478,1104,0,0,0,5874,308712,228732,81507,31037,16756,5718,851,0,0,7797,65504,76141,77740,79463,79054,82973,74692,75165,50453,10205,3230,5352,10635,19013,53239,80585,135126,197829,138312,35188,678,4659,2716,8657,26083,51911,75758,94545,109683,123151,116303,65721,279,7240,31603,63153,95824,104825,106853,108529,101118,52122,7641,17628,99063,113711,118280,104326,79435,59175,40940,25027,17703,3899
156,2,1,1,1,1,1,0,374,16213,39365,52315,60813,75534,95929,105483,63123,7164,1,4343,28209,41500,48096,60202,77980,89999,106514,55999,3470,422,34467,55196,60145,62804,69778,78960,74605,54907,23831,1198,3463,2691,5068,12222,24452,50942,113772,139141,111448,46477,6637,3546,21006,35461,41845,51816,68486,86964,93096,75206,33946,4941,0,1142,58268,51472,67406,103631,78521,70401,76678,8793,1,0,1783,51821,57686,78416,93161,79087,76439,67883,10037,0,3353,30498,41408,46902,54074,58200,69406,74058,80280,49478,8656,2130,2358,6280,11855,26482,51709,85218,137159,147594,44123,1405,4791,5681,13036,27683,50268,69789,81321,85206,86075,70862,21601,269,2217,15135,56070,102343,99542,83115,69597,56066,27636,4323,3952,49428,69931,81563,82851,73684,59940,43482,27573,20108,3801
157,3,2,2,3,2,2,0,2688,23547,36127,37409,36616,40973,40718,35441,30303,1889,5,9989,27742,36160,36408,38280,40142,38987,37154,20121,723,653,36162,47753,42082,37654,35564,32694,27128,17491,8248,282,3025,4583,8339,16454,22503,30850,45245,59285,66003,27162,2262,1756,21817,31345,36077,39842,42602,41093,34308,23356,11575,1940,0,111,67577,68007,50581,51543,28448,12665,6442,333,4,0,217,58070,76870,60104,43252,27948,13222,5659,366,3,2486,29552,36723,37280,36172,35399,35015,29874,25001,15406,2803,922,6433,13705,16085,30180,37545,53176,68786,45241,13096,542,880,3290,6675,11035,18098,27131,35729,46284,58637,62343,15609,149,1026,6817,23275,42048,46153,46157,45692,45630,26947,1817,2094,41057,56802,53013,43265,32823,24972,15757,8866,6334,728
158,2,1,1,1,1,1,0,69,2489,20478,62472,108107,96360,88091,80355,50599,7936,1,979,14321,53603,82834,83925,77392,80573,70681,48836,3811,18,37749,96192,86678,69115,65471,55322,49151,36849,18998,1413,2722,2021,3035,4642,8288,17309,40495,94870,172439,154790,16345,4235,31622,61544,61571,65284,71303,73134,68973,53512,23043,2735,0,9,1943,8728,26783,162690,148975,96412,58816,12358,242,0,12,1812,9360,38762,155187,148002,98146,53439,12033,203,4053,55160,71149,67315,65146,60441,55233,54854,49311,30086,4208,2262,2351,3270,6381,15010,36220,68903,127718,197477,55099,2265,3104,2917,6573,13086,23968,39115,55582,77180,109101,145956,40374,152,1401,7892,36298,73855,77833,75586,78472,87258,73031,5178,11722,116135,108135,93118,70476,48629,32919,20580,10222,4634,386
159,2,1,1,2,1,1,0,0,41,995,2791,5087,11812,34637,97157,86965,7634,0,8,843,3200,7326,15496,33205,66385,88902,30004,1750,0,1631,7915,19319,36989,56486,58168,37901,19412,9157,141,4583,7625,8980,11726,18092,25549,40434,60238,54585,14652,655,1918,4013,13374,31077,47262,52756,42445,28107,16061,8426,1680,0,66,32244,125533,55778,24112,7393,1464,486,43,0,0,102,33129,127263,55421,21757,7468,1522,408,49,0,1212,5009,18583,31731,40040,42231,38743,30688,22027,12959,3896,1250,2732,4009,6918,10516,20087,39434,81935,67294,12808,136,5395,3806,7150,14898,26568,39419,52098,54312,32168,9754,1551,18,113,930,4895,12612,19286,31284,53876,73839,47022,3244,661,14340,46115,56549,45091,31591,21320,13088,8078,7310,2976
160,2,1,1,2,1,1,0,2,670,3184,5088,7456,13396,30176,83558,86224,4068,1,239,2264,4170,6341,10016,21719,50457,83248,54208,1159,25,3535,7792,12385,20501,33346,44207,48965,44533,18072,461,1377,1048,1834,3440,6381,11593,23798,49788,88207,42715,3641,1114,3540,8379,13795,23827,34516,41411,44178,39730,19970,3362,0,183,42919,88039,45319,31025,15180,7244,3528,385,0,0,224,38256,92814,50662,25732,15168,7329,3242,395,0,713,5189,11091,16180,22534,28067,33981,36923,41687,32064,5393,733,657,924,1643,4015,8898,19166,48377,105530,43097,782,937,1289,7880,18135,30972,40317,46155,42905,28926,13316,2990,26,238,2661,13983,31460,39049,41452,42817,39516,21020,1600,998,14457,32654,43907,42511,34219,25423,18321,11582,8572,1178
161,2,1,1,1,1,1,0,0,0,26,445,4362,23292,52324,104643,72244,4130,0,0,20,1329,16813,33143,40401,54528,81849,32060,1323,0,2069,22138,28867,32491,44454,50173,44335,28089,8306,544,3317,3628,11169,15065,19052,25732,37988,50921,60592,32442,1560,3271,12988,23515,28912,37657,44190,44072,38430,20903,6072,1456,0,6,30953,85359,48983,44309,31921,11542,7223,1110,60,0,8,32141,85460,54915,38684,30628,12313,6065,1225,27,2539,16970,28229,33304,37448,38286,35693,32326,24198,10030,2443,2378,667,3086,8056,10220,28003,43228,68372,78996,17733,727,2490,3568,4789,17771,36025,39962,42294,46466,42529,24210,1362,0,11,170,1928,11677,30543,45093,52920,58086,56151,4887,2267,31269,47640,50565,42042,35698,28429,15454,5538,2156,408
162,2,1,1,2,1,1,0,5,583,3871,5116,9487,17970,42003,76934,64657,4846,0,94,3026,6823,10860,19259,28240,42428,67881,45063,1798,8,7095,16061,19885,23701,31593,39269,39256,33388,14399,817,729,733,2010,3821,6606,12403,24213,45977,79783,46758,2439,910,8694,17904,18622,23667,32086,39248,39641,29727,12243,2730,0,0,15181,63596,48698,43361,26955,15230,11260,1189,2,0,0,15067,64774,54108,37567,26797,15878,10017,1263,1,727,12766,19008,22450,27306,30526,31205,31069,29514,17363,3538,537,199,548,1460,3515,12143,28420,51329,91560,34270,1491,718,1389,6041,15997,24929,30663,36763,40729,37215,25421,5607,10,32,453,4801,22600,40164,40281,38012,42403,34932,1784,1522,26953,38286,45571,37959,27463,21175,15589,8102,2718,134
163,2,1,1,2,1,1,0,0,3268,15905,23934,27510,40941,65863,97240,79304,6286,0,617,10753,18614,22491,28999,42667,56609,98331,78278,2892,25,17880,28719,30388,30599,35977,48977,60459,70862,35044,1321,1200,606,1481,2945,5515,12025,33894,70289,132548,93157,6591,1212,8610,21167,22058,26553,42082,58587,69048,68921,36812,5201,0,2,4956,30364,44660,70282,56638,49275,69134,32030,2910,0,3,4294,31957,52606,62369,56867,53526,61802,34610,2217,1050,18345,25671,28346,32556,35081,42850,51118,65650,51027,8557,975,294,718,1364,2837,9916,25224,68723,177503,70700,1997,1879,2774,15720,33600,44670,48103,49604,48396,48326,50016,17163,49,460,3493,27037,82136,81510,60865,44615,37299,21140,1647,2073,38154,48510,56680,53991,49106,43462,36169,21200,10113,793
164,2,2,2,3,2,2,0,3,3990,15739,25385,30435,43219,66327,86414,48880,2255,0,826,9395,17691,21729,28806,44241,58296,92600,47876,1187,26,13342,23442,28780,29873,37191,51654,60085,58721,19122,411,3037,3876,5186,6875,8904,15032,41663,76721,99778,55215,6360,1638,7107,14550,18142,23917,36857,55888,67101,67005,28431,2011,0,56,5046,8501,16634,46148,62877,66721,88567,25655,2442,0,81,4406,9200,22740,41009,63045,74262,78033,28026,1845,1368,12400,18427,22406,28253,31288,42912,51560,65749,43606,4678,1408,1075,2628,3532,5617,14997,29701,73055,149316,40802,516,2839,6506,14189,26134,39780,47502,47776,44050,41107,38407,14357,71,1080,7305,39948,89327,69607,44067,30451,24292,14390,2109,2428,24565,33651,44921,51077,50284,45744,34873,21249,12327,1528
165,2,1,1,2,2,1,0,0,1,462,4954,18355,58974,162609,222992,41125,1677,0,0,370,2079,10506,31085,103671,183559,149524,29161,1194,0,283,5334,16690,35168,94573,142546,128350,74442,12935,828,3957,5626,30480,46710,63818,85502,103269,95343,61392,14555,497,3440,4131,10922,36500,64529,105526,127672,103823,45917,7282,1407,0,0,4904,22761,38946,80054,95706,105911,96246,49688,16933,0,0,3752,23669,52241,67938,96712,110001,91331,50517,14988,2695,3210,12015,30353,58040,85888,111658,112442,75710,16259,2879,2938,639,1841,9088,31659,74699,110566,135139,124458,19740,382,4663,4587,25473,69070,109295,119275,93409,52428,25296,7491,162,5,185,2114,12134,50405,107792,124450,101409,72163,35653,4839,956,8862,37315,80384,108379,106837,87368,51688,20062,8079,1219
166,2,1,2,2,2,1,0,25,289,2708,11875,56566,96746,157286,189357,48730,144,1,623,3764,14044,33084,55594,128248,150215,138507,39624,22,68,5058,11349,22756,44449,92714,119381,135391,98689,33793,78,7146,9302,41649,52555,63245,73977,89656,102342,88089,33511,2254,5926,5901,11411,28920,49219,66491,108210,134721,90348,45415,17164,0,0,5235,19696,39401,74055,98651,98071,124442,86218,17957,0,5,4363,20398,53330,63641,97138,106891,112240,90560,15160,5095,5653,12832,26313,43708,63262,89831,135118,121432,53611,6871,5898,2213,5029,19095,45346,78949,106707,123472,127885,48915,217,4778,6163,40857,82745,113523,111830,98634,68158,28093,8125,820,18219,41999,34540,49849,108513,117894,71409,52737,42064,19842,6660,1755,11013,30343,61580,80248,84129,85195,79100,64262,53069,13032
167,1,1,1,1,2,1,10,5775,26694,56644,89652,157745,110981,70319,36834,3241,1,318,10846,30421,67754,92262,112980,111757,73788,49703,8067,0,1328,16605,27220,53448,82562,112549,110086,82265,57766,14061,6,17531,25936,57175,57694,66567,62608,77010,92319,76011,24712,333,14160,6782,10198,16161,32120,58189,102025,121733,97222,74324,24982,0,0,7665,19706,32315,66332,103342,92692,152407,72258,11179,0,2,7339,19353,43789,59132,101529,103980,135332,78634,8806,13902,7989,13299,21948,39891,61746,96564,117954,103346,73605,7652,15834,12853,29987,42181,73191,85433,98379,90680,85501,23851,6,11008,1747,9115,48445,106462,122825,105674,84905,52188,14029,1498,70546,119102,106413,98550,69343,34524,19374,11542,7635,7198,13669,8982,8288,17029,37267,54633,64621,70614,77072,76432,92001,50957
168,2,1,1,2,2,1,0,0,3,1413,8850,20864,55607,156055,196342,34873,1039,0,347,1033,3128,9561,22189,60798,147888,188869,40419,814,10,1416,3431,9424,16944,34653,96517,170864,118329,22583,875,5582,15075,43242,43660,46333,53901,89766,90334,63833,22762,558,4686,845,1277,3602,13348,47154,120651,164534,99604,17327,2018,0,0,57,288,4189,11819,29878,58884,116637,129279,124015,0,0,58,290,5424,10442,30926,64569,108282,141641,113414,3805,1017,2517,8788,20413,36829,76559,139960,144110,37857,3191,4386,890,3222,9396,26612,71227,81502,110596,140143,26662,410,5568,14031,61641,94680,109418,93406,52998,26228,12889,4053,134,18,599,6785,46372,145864,149319,76188,30661,10315,3749,5176,267,3700,7116,26136,57206,87411,98446,84636,57536,44875,7717
169,1,1,1,2,2,1,0,6,1258,3023,5834,14348,30805,86466,155651,21537,208,110,1235,1916,3983,5584,10017,28731,94334,144033,29091,102,189,2508,2732,3768,6520,14399,42803,125483,98039,22647,48,3148,6186,30291,28151,26784,30217,48983,66271,60670,18255,180,2983,1216,1498,2039,3961,9694,38638,115807,98468,38754,6078,0,0,6,840,4524,7831,15899,29828,81670,102841,75697,0,0,5,769,5613,7170,16008,33805,76503,110958,68305,2597,1359,2111,2866,5935,11595,27097,83378,127015,51793,3390,2971,879,1238,3541,15047,41291,47724,70399,102080,33922,44,1838,7364,47281,66511,79189,62487,33665,14119,5092,1494,96,5021,21904,30548,61639,95429,70279,19215,6928,3128,2099,2946,651,3080,3207,8995,21654,39199,56163,59364,53323,58446,15054
170,2,1,1,2,2,1,15,3578,17462,33821,48301,68717,120393,134663,64496,11437,1250,57,3073,16031,31377,43391,67700,121631,124084,77543,18200,1046,59,9421,26697,40410,50279,80852,125058,106988,52094,11082,1193,4841,32038,49933,53396,63333,75239,103042,77677,35789,8446,399,3649,3471,12918,30899,49325,91861,136408,111374,50126,11351,2751,0,0,179,7935,42802,63783,70654,74236,117878,92193,34473,0,0,120,8014,53580,54091,71170,81034,108375,98024,29725,2845,4560,17023,32939,52302,73356,113378,112015,72887,19225,3603,3453,1903,17404,42696,72552,95872,83532,97391,76882,11828,620,4554,10687,37966,69053,89587,92404,78298,60209,39771,18839,2765,869,4102,15068,51520,123498,133163,94332,51774,20598,5221,3988,322,9804,24596,51648,80781,92140,90000,71253,45543,32375,5671
171,2,1,1,1,2,1,1,2543,18532,17948,23037,43897,76529,96245,55084,7596,689,351,18488,18882,17181,24722,51953,79081,80193,42002,8726,522,205,11049,23879,30279,44137,63222,73121,56809,30845,8176,379,7089,27120,31312,32528,41377,46075,62051,54671,29508,9846,524,3312,3611,9463,17656,32279,55419,74945,66808,40403,27224,10981,6,988,7289,46806,70006,105717,69760,27940,11609,1930,50,6,1137,6751,48780,77573,96072,70892,28267,10736,1856,31,2681,4702,15502,25202,40240,54494,64756,59692,41722,27474,5636,10082,23471,17536,18817,33633,49727,61034,73062,44954,9459,326,3128,1730,8379,35966,58639,74332,67781,52299,29813,9554,480,28829,37791,27447,34672,56770,60574,47958,27318,12604,4557,3581,375,5289,16170,36988,55899,57316,45364,31181,20986,24125,48408
172,2,1,1,1,2,1,0,126,9103,25499,45257,60657,76630,97787,95830,49483,5566,0,1863,15247,33878,43470,54255,70033,84283,100580,58739,3590,141,25618,50511,54120,52405,58737,66458,70379,61940,23660,1969,5631,2226,2951,4750,10264,22228,55588,90102,131167,126874,14157,5132,12997,28820,34654,43281,61354,81347,89398,76724,29184,3047,0,0,156,1490,22226,90300,100408,98189,100728,44497,7944,0,0,139,1614,34602,80031,101395,103654,92153,45679,6671,4872,25821,38289,43308,48993,52714,61394,66208,73111,44352,6876,4452,1062,1698,2682,5534,19951,47073,111219,209113,62083,1071,8371,5742,13989,26678,40216,52406,60403,67729,77565,82635,30204,109,1564,6873,39759,107413,104808,74621,55543,46999,22149,6100,6098,59215,71344,77367,73347,60760,47170,34177,20967,13699,1794
173,2,1,1,1,2,1,0,11,278,22099,57226,104379,83943,59198,52881,29646,4734,0,502,11684,53543,80032,79213,62316,60090,38321,26485,2209,10,34779,89293,82397,59987,54350,35987,29624,17515,9651,802,2578,1555,1994,3398,9532,20654,44829,122736,129410,71458,6251,3704,38916,57019,56263,64177,63863,53328,41923,25125,8915,1162,0,0,0,2,15976,170962,158165,47627,19262,2270,131,0,0,0,1,38795,156607,151348,49195,15850,2502,97,5332,53902,65717,63523,59853,51321,39971,36203,24750,12081,1742,1981,1654,2480,7355,20238,50074,78485,114058,116416,20189,1465,1552,1598,3801,7633,14164,26849,40935,66068,101772,124143,25880,3,244,2611,14254,43647,57703,61979,68657,78118,82721,4458,11081,102392,97244,81638,53731,31436,19214,11098,4703,1820,38
174,2,1,1,2,2,1,0,0,107,9955,18770,36000,38361,42175,39611,31243,9529,0,60,2897,15476,22888,33489,36586,42323,33649,33311,5072,0,9239,27867,32795,31001,34796,28667,24850,17438,16989,2109,4645,765,1124,2243,4243,5618,10820,25962,51831,98921,19579,4303,3667,12683,20538,30364,36849,39508,36182,24115,12243,5299,0,1331,25613,34252,36593,64924,41382,14645,6380,583,48,0,1510,22049,37433,50454,53568,39491,15334,5211,667,34,3746,10485,23252,28411,31784,30720,28009,27592,20978,14006,6768,3747,758,643,1544,4826,9624,19540,42765,85808,52893,3603,5472,5702,5182,5836,9602,17258,27151,36598,47245,51253,14452,8,161,917,6204,33713,51546,44996,38012,30562,14849,4783,3312,36132,49085,48209,36373,22068,12437,7098,4570,6268,199
175,1,1,2,2,2,1,62,370,3579,43452,75581,127630,110650,91433,84584,35538,6609,65,1387,20300,75880,110089,116524,87055,72373,61312,30010,4493,40,50969,96000,102475,94678,77927,53623,43120,35868,22204,2584,10000,11726,26567,40362,52306,55124,70101,103034,103950,89058,17260,8700,38688,64296,73427,96666,98500,75394,49353,29876,30664,13924,0,1221,68654,93290,91238,182704,98821,20341,15142,5757,2320,0,1464,64645,98114,121994,156599,93976,20547,14224,5662,2263,9469,61700,73997,82882,91701,75713,57666,45717,32936,37262,10445,7700,7739,18613,38894,62946,82165,94996,116389,116682,30622,2742,10350,5567,17153,31154,37647,57473,80452,91716,93712,104040,50224,4846,31340,15146,24740,59800,85904,90038,90236,87374,78577,11487,15753,105548,94663,94373,84696,61151,38436,22395,14161,17162,31150
176,2,1,1,1,1,1,0,659,4449,10246,16116,32268,53911,98237,122615,83778,4873,3,1824,11048,23813,38706,67752,101321,102747,62522,14377,3039,263,18575,51847,91509,95173,76084,50127,26321,10455,5076,1722,5400,6156,9514,16342,25228,36545,54899,93209,121399,55226,3234,4046,19242,45818,70784,82470,76026,61780,39761,19451,6991,783,0,28837,201877,89037,48920,37171,15710,4222,1323,55,0,0,31213,195048,94106,54316,31940,15060,4324,1077,68,0,3205,25887,54983,72281,76823,66077,53830,39202,23766,8277,2821,2749,5767,10168,16322,31493,51363,76684,113661,101880,15413,1652,4804,2314,3160,6841,15422,31105,56561,94906,125073,74165,12801,40,538,3776,13092,29620,44482,62113,84798,108682,74428,5583,3876,64273,114245,97615,62621,37075,21994,13141,7429,4366,517
177,2,1,1,2,2,1,0,0,7,4426,15846,31889,24259,33900,143136,47933,6001,0,110,4055,20783,35278,58275,90481,60372,24168,9721,4154,1,8634,50391,88613,73392,41144,20503,11752,6050,4434,2483,3145,4155,6418,10713,19310,30450,48916,92676,73602,17770,242,2720,17330,52388,67295,63431,44982,27454,16444,8891,5917,545,0,8103,14101,117817,53329,63833,39929,7457,2670,158,0,0,8903,11586,123850,51427,64766,36924,7577,2178,186,0,1867,23277,59380,65182,56801,40672,25920,16293,9549,4931,3525,1233,3123,8472,19221,33334,47214,62688,74810,47115,8133,2054,6407,2176,2089,3882,8085,16398,30219,62798,112356,59878,3109,6,118,1178,5398,13719,19930,30778,54312,97741,79683,4534,1598,60815,100901,63862,33784,18988,11365,7302,5820,2797,165
178,2,1,1,2,2,1,0,33,406,6439,10377,16730,24756,53597,89623,54593,3061,1,401,4949,14204,21990,50997,76141,56218,27560,5411,1743,28,9529,38410,70579,64624,41099,20807,8081,3010,3031,417,3677,3630,5130,8260,14990,23090,35448,65031,74791,25339,229,3118,16846,50598,56334,51737,38938,23271,11215,4786,2468,304,0,529,6126,56750,90591,85267,18209,1876,250,17,0,0,640,4774,59411,95983,79992,16728,1858,213,16,0,2421,29294,59116,54217,44711,30656,19065,10238,5621,2578,1698,1522,2546,4498,12193,29863,46481,66421,74233,17994,3668,196,5236,1985,1828,2332,4461,11155,27124,53953,88277,58577,4687,2,176,1049,3071,7205,14324,25230,44030,75535,84051,4942,2042,66475,83858,53045,25517,12246,6289,4059,2750,3047,287
179,2,1,1,1,2,1,0,31,249,15740,52379,119973,108285,79303,83436,33598,1521,0,166,11154,60266,99452,100461,86618,76250,40299,19505,344,2,30147,108259,110018,84807,70110,41447,29141,15392,5133,59,1743,1461,2564,5226,12563,32185,72472,185872,132948,45741,1740,3155,31873,78551,84663,87981,80427,60132,41276,21177,5172,108,0,0,22,246,10680,208292,213422,46749,13923,1121,60,0,0,20,270,14826,217176,202107,47709,11133,1227,47,3009,54914,91617,87195,78458,65174,47632,37028,21638,7656,194,526,2532,3830,12857,34841,75009,108109,145299,98745,12604,163,749,725,2534,6782,14130,28782,52159,93362,137853,138207,19232,10,360,2017,11117,37895,60977,78406,95538,116167,88182,3846,5990,117405,130028,104746,65253,34932,19470,10809,4493,1312,77
180,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2,1,1,1,1,1,0,0,3934,10790,6239,9694,11467,25534,58891,156280,1040,1835,22021,7732,5485,11416,37530,46801,92750,53586,4335,378,7566,23024,23915,48294,63630,60463,36330,15806,3019,1735,87,12747,25100,17894,15374,20487,24966,28734,41472,74578,22101,416,13666,19768,28309,42839,50176,47339,42446,24121,11248,3762,195,0,236110,46911,837,10,0,1,0,0,0,0,0,242054,40912,896,6,0,1,0,0,0,0,14357,19722,33759,40530,44773,38886,37233,28877,19016,5940,776,27365,13145,13552,14250,25120,40020,51941,64787,31199,2412,78,1982,2561,1991,4685,12845,25327,44321,69350,82592,38063,152,344,3160,7012,10869,16445,21782,29853,44050,66436,78040,5878,1378,43661,69898,57423,38504,24824,17092,11524,7748,7062,4755
182,2,1,1,2,2,1,0,0,698,12733,15631,11960,19409,69274,140893,104391,1123,442,29039,13197,13206,23545,69754,78636,97686,38614,11566,427,1087,43381,34685,66041,86779,72275,39684,18094,10606,3367,113,10658,49066,39650,38702,48896,48396,44181,46839,45015,4667,42,21338,30189,28082,46064,68067,63404,56251,35538,20207,6558,414,0,294617,79996,1421,60,16,2,0,0,0,0,0,308195,66182,1671,54,9,1,0,0,0,0,22432,29306,31090,49001,59072,55438,52420,38673,27003,10626,1051,37257,24445,26528,28616,46718,65271,63713,52901,26318,4196,149,2263,3836,6037,15383,31513,49868,66378,82191,86607,31934,102,274,2904,9753,18293,30237,38252,50998,65505,75887,72002,12007,3039,36642,67962,67446,55620,44445,34364,25800,17809,15630,7355
183,2,1,1,1,2,1,0,0,0,7,2,8,548,8698,31594,411517,2718,0,0,42,4265,5208,14930,45172,211702,154933,17218,1622,0,5170,12150,56882,126003,133692,77077,33883,6915,2384,936,6860,19098,24533,29739,37876,45981,64425,119911,97980,8644,45,10646,15111,44136,77223,97821,84851,67220,34868,16912,6065,239,0,375455,74767,2694,1055,865,235,21,0,0,0,0,389317,60239,3377,1061,824,254,20,0,0,0,8919,15052,47206,74669,85314,72567,66904,47841,27542,7620,1458,3888,17517,28214,28911,49157,60804,73839,110936,75689,5475,662,3100,1814,3245,7922,21638,56248,116634,152691,87336,4463,1,131,2033,6640,11756,16753,21427,32236,56433,118730,172695,16258,2016,43952,117877,113026,68234,40073,27233,18553,12776,9342,2010
184,2,1,1,2,2,1,0,0,70,328,616,1193,2489,9902,58589,244703,1983,0,25,37,594,2109,5439,11555,34572,128548,136415,579,0,173,2563,7067,13246,21697,37443,89479,113040,34950,215,2596,2596,4630,8979,24829,50796,67780,83810,56858,13499,3500,2472,3034,7827,13968,21436,32289,57304,80567,70811,28485,1680,55,61833,23142,80183,101618,18116,1390,1088,1934,9778,20736,53,62769,20229,87160,98536,16211,1410,1147,1639,10993,19726,1613,3130,8484,13978,21526,32280,52872,72766,74885,36310,2029,1123,1376,2264,3205,6295,15617,37750,79515,127848,44488,392,2312,4678,23303,58004,105147,73434,23949,17082,10365,1578,21,8,1057,6187,14320,29268,45145,57720,72426,51145,37236,5361,733,7718,18869,26205,49385,73608,60930,40294,23463,15322,3346
185,2,1,1,2,2,1,33,14,33,197,718,2594,6123,17194,64995,224933,7515,25,55,220,851,2535,9526,29566,117079,133580,25738,5174,0,366,4395,22733,61894,86078,59626,54461,25295,7038,2463,4250,6573,14126,20896,32911,49542,73699,84900,33850,3555,47,3695,7525,25860,49414,59504,51909,50850,44714,22404,8329,145,0,80647,33104,99246,56996,47927,4375,1892,154,8,0,0,84116,27951,101815,63231,40884,4337,1908,100,7,0,2321,7155,27822,47164,54390,49138,51522,44708,27311,8638,4180,1678,3962,9213,15048,31707,51018,67488,78703,53842,10293,1397,8822,3194,4417,11362,40516,68008,84814,76462,25236,1511,7,52,580,2397,6375,14435,24560,36279,51312,80689,100228,7442,1215,16105,60807,67354,58160,51417,33851,17667,10804,6571,398
