census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5
444,3,3,3,3,2,3,0,0,0,0,0,0,5,15,90,254,0,8,61,127,175,233,39,30,51,18,183,79,51,72,0,9,92,7,0,0,16,84,8,0,0,0,37,154,86,101,140,59,13,67,106,436,10,3,1,0,30,0,0,2,452,5,75,335,30,32
445,2,1,3,1,2,1,0,0,0,0,0,0,0,0,4,10,0,0,6,9,20,30,10,4,8,4,29,12,22,12,2,0,0,17,11,0,0,0,27,7,0,0,3,55,40,42,44,19,17,21,60,42,1,0,0,30,90,0,0,0,18,0,7,53,10,32
446,2,1,3,1,2,1,0,0,0,0,0,0,0,2,7,19,0,0,9,9,24,32,5,8,9,9,25,19,13,16,11,0,0,0,0,70,0,0,0,0,72,0,1,78,69,111,77,7,33,34,115,48,0,0,0,30,80,0,0,0,35,0,4,65,3,30
447,2,1,3,1,2,1,24,4,0,0,0,28,1,5,3,5,23,13,8,6,6,56,3,2,2,0,59,5,5,1,0,0,14,8,0,0,0,16,10,0,0,33,33,13,8,4,80,0,5,5,8,67,1,0,0,10,40,0,0,0,51,2,13,59,1,10
448,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2,1,3,1,2,1,0,0,0,0,0,6,1,2,1,4,27,18,17,14,22,142,6,3,2,1,139,39,9,2,0,8,52,6,2,0,6,62,6,0,0,49,109,62,56,11,229,21,20,34,11,113,0,0,0,80,250,0,0,0,15,4,22,121,15,58
450,2,1,2,1,2,1,67296,173050,166414,117000,31834,60559,164900,155355,127342,47438,50387,137430,163956,150986,52835,67212,160444,172044,129819,26075,18694,88540,135922,184214,128224,538,134543,335545,80045,4923,558,130811,349350,69490,5385,24821,104249,131470,172353,122701,67116,159351,170364,115694,43069,11559,147089,205340,131329,60277,211070,176875,102429,53344,11876,13898,102691,125785,119566,193654
451,3,1,3,1,2,2,112924,336145,96097,12850,396,77027,308689,149324,22882,490,71580,289913,161210,35184,525,183085,196567,127683,46265,4812,107075,220360,165372,59707,5898,224,141132,319609,97102,345,226,131991,329700,96171,324,74481,268998,156541,54435,3957,154304,222823,145175,35292,818,18191,81180,188513,203473,67055,39337,118949,127827,160107,112192,33731,230866,206785,73716,13312
452,2,1,3,1,2,1,40408,328285,181052,10430,1025,48961,340418,153200,17295,1326,46978,336623,154934,21415,1250,94227,195796,191396,75293,4488,49826,257816,177367,69017,7174,136,97147,353178,107193,3546,144,89643,362147,106214,3052,30966,299933,169743,55049,5509,71989,199725,229364,58371,1751,8958,37190,154527,284418,76107,54188,111843,131633,206781,56755,15154,290767,187106,54534,13639
453,1,1,1,1,2,1,323281,245749,49415,3551,9,272693,225033,104565,19546,168,178896,166454,193748,81925,982,313338,226485,66371,14901,910,106677,196655,204551,103639,10483,2973,171845,216976,227304,2907,2877,167950,224783,223212,3183,109665,189646,207682,108438,6574,329462,192682,79425,19747,689,7288,222431,159733,100430,132123,106081,236388,161268,98759,19509,31885,145643,164545,191100,88832
454,1,1,2,1,2,1,368016,319925,116636,16252,635,329819,305335,148628,36422,1260,256271,268110,207605,87089,2389,304620,343635,135067,34349,3793,142782,281707,259230,108622,29123,3207,335725,330985,148528,3019,3181,329613,342073,143375,3222,181973,271841,241119,107897,18634,339443,303510,133726,40884,3901,22577,149818,234782,220183,194104,122738,252892,256671,143784,45379,47263,248317,275028,177261,73595
455,3,1,3,1,2,1,164624,461307,436585,182551,35313,117177,297817,492516,317116,55754,59899,178440,398055,577800,66186,450454,487441,246035,80448,16002,37530,183534,431010,469805,158501,4897,123613,213944,252447,685479,5020,121386,220619,247550,685805,34678,126295,356784,593610,169013,188579,431234,427874,185325,47368,368208,431502,269974,165003,45693,356801,355608,289624,232515,45832,8420,89257,226974,446462,509267
456,2,1,2,1,2,1,104860,428816,272471,120864,23636,70682,323018,336070,177385,43492,53229,263555,358227,238349,37287,309742,362019,192827,73654,12405,48596,228881,316513,232046,124611,2536,68052,210952,275992,393115,2533,63412,220396,270604,393702,31804,224968,300889,277320,115666,164872,370128,271616,106756,37275,107741,302776,322780,173837,43513,189560,266321,239258,202015,53493,13941,122707,290827,248180,274992
457,1,1,2,1,2,1,489306,260768,172918,70531,7233,441905,265408,176833,100028,16582,458218,198045,199067,128990,16436,99772,336600,342503,194493,27388,198257,261013,176731,224532,140223,970,592410,311846,22664,72866,1042,591075,314252,21476,72911,360335,180310,172796,203221,84094,272618,258328,274742,173860,21208,6581,48745,196796,294530,454104,312024,242899,291293,139267,15273,102041,374215,219009,157794,147697
458,2,1,2,1,2,1,0,0,0,0,0,0,0,0,17,53,0,0,7,25,80,50,23,18,20,36,41,22,38,40,20,0,0,10,32,16,0,0,18,42,6,2,18,73,66,93,77,21,28,30,110,128,0,0,0,50,130,0,0,0,90,3,17,146,1,20
460,1,1,2,1,2,1,95554,232067,193104,97765,4928,95964,173095,171389,159284,23686,50855,151867,174929,208950,36817,65593,200586,239757,106961,10521,24821,74819,136108,214674,172996,5515,169520,392846,55316,221,5510,161653,403529,52503,223,27067,100855,141309,214460,139727,83736,172617,173368,158273,35424,13832,161840,251292,163787,32667,325889,188045,66639,27869,14976,11115,70582,134954,155414,251353
462,1,1,1,1,3,1,137296,177043,155501,49975,6131,146388,136621,149811,80874,12252,106615,141936,161937,99581,15877,61730,195351,189697,70783,8385,47308,106642,156145,153350,62501,4172,275191,216983,27622,1978,4167,267931,227174,24559,2115,65425,119584,148356,140713,51868,126546,138386,153670,92353,14991,11642,56059,189297,190304,78644,148864,171851,131267,55036,18928,22169,135012,160852,108269,99644
464,2,1,2,1,1,1,5593,121387,138464,88900,20449,10375,83828,129093,123989,27508,511,38362,108769,178558,48593,201113,78353,35353,51333,8641,30490,98191,98268,64347,83497,0,509,2587,136495,235202,0,491,2712,148502,223088,2228,60222,133578,92870,85895,93259,109268,78331,70907,23028,166371,186545,20381,1382,114,85759,49627,74667,127922,36818,560,4181,71369,168546,130137
466,3,1,3,1,2,1,4646,93701,371086,332879,4495,10738,160185,378950,253411,3523,4493,79219,328976,386022,8097,439436,307800,54428,4986,157,72022,207334,274373,233961,19117,0,15126,108062,242428,441191,0,15041,112875,233784,445107,8156,175468,337519,278210,7454,172496,317469,257503,58658,681,300301,348401,134155,23242,708,83635,162270,164546,239720,156636,2079,58835,233997,302035,209861
468,3,1,3,1,2,2,497,29268,158912,764353,3666502,774,17241,98672,642411,3860434,3106,37826,171285,737294,3670021,533424,227336,409846,1000381,2448545,917464,254603,286326,772147,2388992,206,106693,926498,969805,2616330,210,100725,949125,951043,2618429,792076,420964,320042,626481,2459969,183058,204885,176987,521386,3533216,3609229,702365,211302,76582,20054,360821,828857,680558,779629,1969667,1061321,358160,502729,1229739,1467583
469,3,1,2,1,2,1,3804,147754,302532,319798,400614,4887,71536,224972,372017,501090,4913,82684,191596,353006,542303,16658,31737,65382,187156,873569,4834,14563,127854,345778,681473,470,13914,216078,523596,420444,434,12974,220745,529143,411206,3307,34931,133469,276450,726345,11339,11968,42620,339414,769161,114060,429019,251812,237874,141737,318954,614064,213455,23032,4997,47029,234613,245858,352449,294553
470,3,1,2,1,2,1,124,10164,56194,180675,372966,5,6502,41972,174869,396775,120,11080,45047,193812,370064,6877,38850,75110,204604,294682,313,2737,46484,213797,356792,1,389,30234,184506,404993,2,342,32258,175140,412381,219,4803,30805,145788,438508,173,3169,25809,175315,415657,181493,246608,107767,65514,18741,29297,310621,225925,51940,2340,5818,57876,98894,246823,210712
471,3,1,3,1,2,1,1235,48707,154130,222846,57030,875,30436,132385,227410,92842,1332,43689,119840,213194,105893,2075,11886,48201,199220,222566,1023,7104,70663,232154,173004,153,1076,97495,322323,62901,162,1019,106044,309772,66951,980,13266,70933,184164,214605,1313,2815,32019,273503,174298,7788,132273,149930,138658,55299,134239,257997,78971,10967,1774,9901,112054,139056,132993,89944
472,3,1,3,1,2,1,1074,15277,198269,517893,81945,3332,37518,174333,453151,146124,4422,33560,139925,392911,243640,36515,69607,161582,368846,177908,8617,21849,56879,246068,481045,305,16022,101198,519147,177786,324,15925,110454,494502,193253,5736,19592,61272,218845,509013,22346,29768,87114,426757,248473,29630,432117,207245,120211,25255,506314,212113,58315,25891,11825,8627,54426,127923,179053,444429
473,3,1,3,3,2,2,85,20621,100041,92368,20595,95,30672,96256,87337,19350,1071,41464,82805,88083,20287,744,6034,31475,123302,72155,510,8569,60587,116892,47152,0,1652,70165,150108,11785,0,1453,73978,146249,12030,482,14653,55806,102120,60649,384,3601,29814,167098,32813,3572,31846,76206,84950,37136,51726,120494,48887,11481,1122,7809,68720,76044,57522,23615
474,3,3,3,3,3,3,32,31438,145221,431394,265182,2842,71635,196776,398046,203968,1956,60423,245919,413594,151375,287121,153612,169439,203763,59332,49151,136981,215860,319016,152259,1097,15545,112640,426924,317061,1088,15065,120179,405019,331916,11197,58666,206146,356047,241211,138719,114959,168150,318956,132483,303111,344802,146715,69110,9529,23878,270215,222653,232121,124400,8714,66090,197539,350088,250836
475,3,1,3,2,2,1,1359,147597,343248,402463,249997,5625,162570,331784,367973,276712,4702,73150,311492,459463,295857,345662,233049,189830,224532,151591,56923,150857,228945,384134,323805,1334,8934,94358,578899,461139,1352,9004,103263,540046,490999,6371,74855,215853,400022,447563,148830,197922,231287,294403,272222,323541,605400,137962,57974,19787,239949,335391,250882,202577,115865,10136,54528,270030,353571,456399
476,3,3,3,3,3,2,33646,388432,417743,314163,61775,99939,404201,330916,312884,67819,13098,281617,430481,413753,76810,701166,294385,134812,65285,20111,103656,430822,417843,220150,43288,8,4736,22623,256864,931528,6,4651,24559,249402,937141,14290,213698,573348,355269,59154,421031,290884,263714,193155,46975,407624,611330,139960,42615,14230,31603,127889,446430,497189,112648,17784,69319,341824,571402,215430
477,3,1,3,2,2,2,21978,300792,387183,347974,125586,65249,299162,315035,370794,133273,17285,206590,369299,461519,128820,650951,287814,141602,82314,20832,153122,290615,373722,252268,113786,1507,47206,77265,213704,843831,1492,46032,80517,206865,848607,86511,181332,461459,329167,125044,362441,264127,263454,216742,76749,603259,403983,115209,43735,17327,76098,168553,371221,400130,167511,53583,87341,200002,476743,365844
478,3,1,3,2,3,2,5033,67814,82919,60767,30831,15913,66209,68571,65169,31502,6357,45041,79991,82183,33792,97689,51198,45741,39499,13237,18364,44801,52590,72570,59039,313,4508,18810,92204,131529,315,4506,20088,85314,137141,3934,32339,61221,82514,67356,57724,53054,47269,61595,27722,57670,111558,53710,19506,4920,61142,64448,57044,51133,13597,3989,17659,43392,72961,109363
479,3,1,3,2,2,2,93755,474729,228330,81565,13914,183908,381227,205131,105442,16585,40171,325617,289283,216428,20794,425298,253541,145078,56936,11440,34805,208790,273599,286638,88461,80,8353,84570,275752,523538,83,8125,90861,264388,528836,11924,99527,340785,381465,58592,339566,242367,186804,107148,16408,90295,423469,249535,97638,31356,292347,269578,224300,92676,13392,12947,54141,121694,263848,439663
480,3,1,3,2,2,1,31209,389218,276775,125998,30563,104312,355480,223559,139649,30763,6971,287346,301361,224798,33287,598344,158909,68448,23091,4971,50282,293964,308855,171762,28900,300,6188,10353,126991,709931,320,6161,11177,116158,719947,10177,71483,388547,340125,43431,423643,182836,145406,84962,16916,304199,455462,64961,22942,6199,58594,163802,356989,241804,32574,10485,22168,82271,349087,389752
481,3,1,3,2,2,1,17463,242964,301628,256075,87143,67884,269883,260876,238121,68509,7792,202204,307699,327594,59984,603026,201929,80560,17036,2722,110329,297900,324216,162782,10046,1926,14764,16086,239094,633403,1985,14575,17598,225714,645401,23484,131739,374367,340386,35297,350222,218480,190111,120869,25591,443259,389011,52092,17100,3811,9174,84816,253252,404725,153306,19064,33768,215222,460241,176978
482,3,1,3,1,2,1,16,41441,118519,108744,48363,1043,91551,102843,90544,31102,9571,100748,99570,86030,21164,49782,33718,65355,110614,57614,19928,74770,136471,77610,8304,145,18866,93288,150553,54231,150,18919,101174,140737,56103,17449,59147,107071,110497,22919,20462,30881,103079,138218,24443,61367,42249,50410,85932,77125,4378,63550,115797,90118,43240,48651,114089,77571,63875,12897
483,3,1,2,1,2,1,452,13508,105996,260735,55077,1405,39500,129173,213117,52573,3690,48486,133011,193445,57136,20384,45041,99900,206513,63930,4558,31337,111540,185121,103212,164,7763,91447,254042,82352,171,7694,98868,238993,90042,3079,25541,88527,176354,142267,7757,25896,104053,227144,70918,13784,140463,139615,117302,24604,81773,168872,127012,49270,8841,11440,89797,124514,116281,93736
484,1,1,2,1,1,1,1465,8176,79697,397621,90914,3010,24791,101646,321594,126832,4382,23183,81624,290197,178487,26698,58216,164098,280298,48563,7706,15162,49166,151975,353864,56,5772,38064,346935,187046,57,5802,43338,321516,207160,5776,12894,44941,141112,373150,13941,29949,102517,287954,143512,23298,362446,140623,44386,7120,353301,145144,46803,22204,10421,5714,25653,65134,106145,375227
485,2,1,1,1,1,1,709,14752,77468,237728,61383,1663,22163,72091,208336,87787,1313,12621,51224,189256,137626,57757,45433,93096,168847,26907,7680,27688,36928,79502,240242,6,2695,15020,195056,179263,8,2653,16283,186113,186983,1957,12271,43748,76945,257119,27112,37945,55251,183546,88186,57324,251576,76075,6857,208,236011,66696,41059,34748,13526,1432,4375,33458,92377,260398
486,3,3,3,3,2,2,910,75603,306441,369686,63401,11359,167925,287288,290395,59074,22999,139410,240496,340446,72690,146032,205797,212770,208467,42975,28107,171544,221771,245860,148759,91,8726,136834,317177,353213,96,8886,147768,299201,360090,17156,128869,200742,278219,191055,58501,193010,259586,249351,55593,49187,369751,215693,128671,52739,146403,204597,222134,206638,36269,35244,147646,203612,217442,212097
487,2,1,2,1,1,1,5481,78042,166271,54341,1372,17022,96065,137872,52418,2130,10631,46009,119897,124514,4456,115872,118388,54720,15465,1062,22915,57655,109021,99488,16428,20,10505,37419,101851,155712,20,10430,39524,98859,156674,14433,39480,95902,142279,13413,60777,109629,98847,35147,1107,30843,171105,81627,17731,4201,59641,76344,80976,65402,23144,10706,28496,77623,100037,88645
488,3,2,3,2,2,1,100,42102,225704,247751,55710,3916,147933,214955,164486,40077,9598,121026,211517,196589,32637,242173,180963,104568,39809,3854,75151,212057,177472,99530,7157,140,16199,85759,200218,269051,156,16344,92648,184427,277792,37160,158755,201071,149957,24424,108037,186498,177402,86977,12453,122524,257588,109975,64619,16661,7340,43756,121706,250301,148264,33124,110375,249065,150900,27903
489,2,1,2,1,1,1,1954,44641,106508,36479,40,7762,41740,70906,68099,1115,2149,23248,51362,96687,16176,31291,71835,66200,19836,460,2519,12510,32269,91218,51106,0,536,18598,60438,110050,0,525,19837,58201,111059,1200,13250,37386,101893,35893,27942,39716,50944,66254,4766,11134,103601,64620,10008,259,101042,61831,18923,6384,1442,102,3972,19476,50930,115142
490,3,1,3,1,2,1,3721,108068,102859,23930,736,41481,139722,46899,10890,322,47340,128207,48793,14574,400,71919,104671,54481,8139,104,63177,106499,46713,20739,2186,100,6606,126704,93495,12409,102,6341,132354,88091,12426,53413,110253,54017,20564,1067,69272,122076,39424,8331,211,20656,24309,56790,104240,33319,11416,29279,51122,95132,52365,27463,107907,69663,26232,8049
491,2,1,3,1,2,1,12871,150290,115234,42922,468,75792,137261,68468,39793,471,76847,118284,64153,59664,2837,64012,133474,101461,22532,306,68051,104192,68158,69994,11390,22,17966,164860,104779,34158,22,17967,174314,94965,34517,66847,104530,73633,69257,7518,73070,134948,75473,37035,1259,18080,43448,84981,127751,47525,40600,76331,72452,90379,42023,31327,120126,88693,59142,22497
492,3,3,3,3,2,2,538,109521,245156,99529,12422,15059,224871,165872,56914,4450,29186,202954,142509,89120,3397,196594,195288,63872,10784,628,101222,181057,108227,73432,3228,168,19004,172104,198051,77839,182,19102,182762,183983,81137,54849,187282,125082,96270,3683,128466,213818,105168,18720,994,49098,137458,147493,111392,21725,30709,52925,79508,167982,136042,39491,144956,137129,95435,50155
494,3,1,3,3,3,2,33,814,1160,1269,561,218,1067,869,1210,473,341,1109,956,1144,287,1424,865,1217,308,23,1174,492,747,1033,391,0,211,1033,1689,904,0,199,1057,1726,855,1012,560,717,1079,469,1168,623,1017,840,189,1530,848,783,478,198,87,785,942,717,1306,491,851,820,778,897
495,3,1,3,3,2,2,7,2101,4119,1509,150,1187,3865,2372,414,48,1496,4140,1942,297,11,5937,1891,55,3,0,3771,2796,1074,238,7,0,1337,2469,3882,198,0,1341,2731,3569,245,3390,2474,1670,341,11,4328,2910,595,48,5,2291,974,2245,2113,263,58,420,993,2618,3797,2000,2496,2371,834,185
496,2,1,3,1,1,1,5151,28866,16595,2080,133,16989,25900,9036,824,76,14090,22973,13059,2662,41,4903,26958,19799,1135,30,8036,16526,17329,10523,411,21,4491,34946,13248,119,22,4418,36455,11773,157,8650,17573,16513,9867,222,9744,27190,14909,951,31,1298,1677,14290,24470,11090,9105,16330,13615,10230,3545,4752,18754,17673,9308,2338
497,3,1,2,1,2,1,16400,266350,270955,82828,1088,38427,245708,248214,104403,869,13647,134903,232787,251415,4869,323914,214521,78933,17394,2859,79819,172810,183121,170175,31696,4,3578,23463,92173,518403,3,3543,25063,87579,521433,17782,141886,198983,247646,31324,193138,211913,168474,62964,1132,156862,306304,126621,38265,9569,106770,131315,122140,188132,89264,15743,63082,170718,216530,171548
498,3,1,3,1,2,1,7806,234595,279999,237502,14151,17373,184163,234897,317166,20454,4260,96377,204362,432621,36433,421007,258476,75475,16846,2249,82600,238228,315992,126321,10912,0,808,4731,37181,731333,0,818,5323,34391,733521,11508,145229,332854,271509,12953,164504,216981,260312,127403,4853,429238,245741,67698,25648,5728,19193,62352,126019,425698,140791,12467,63988,296688,315769,85141
499,3,1,3,1,1,1,39874,485870,458445,262984,19534,52426,449863,412325,320034,32059,20988,272573,453099,478469,41578,678889,377673,147401,49710,13034,285254,443507,349955,184149,3842,0,4962,33943,162083,1065719,0,4901,35415,157512,1068879,63455,418350,477188,304809,2905,371841,365022,358851,162940,8053,525095,430597,183603,87442,39970,21802,97730,170283,569773,407119,74027,207016,553469,342860,89335
500,3,1,2,1,2,1,197669,510251,237478,96763,4255,156095,420622,275344,180501,13854,13325,320412,383624,302887,26168,707248,266948,63588,7728,904,239458,418413,252512,133820,2213,0,2433,12014,60052,971917,0,2407,12596,59924,971489,22204,382165,411655,228958,1434,465703,307866,195431,75181,2235,427311,434754,136079,40027,8245,20179,79880,190813,525143,230401,11045,110429,489050,358485,77407
501,3,1,2,1,1,1,0,0,0,4,10,0,1,1,17,23,0,2,8,20,26,44,6,10,6,11,43,8,19,10,11,0,25,7,0,0,0,6,34,0,0,0,5,62,38,70,31,34,15,19,76,70,1,1,0,30,70,0,0,1,53,1,8,82,5,21
