census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8
300,1,1,1,1,1,1,155939,82456,53439,32057,18976,6655,3764,3026,158149,88657,57485,29469,13987,3518,3720,1327,164065,88707,51328,34437,12312,2570,2698,195,19025,76903,117587,87849,36550,14460,3558,380,109498,58844,52836,55512,52575,25091,1948,8,3192,274199,76164,2514,243,0,0,0,3780,289525,60630,2230,147,0,0,0,135731,58068,56261,54563,39362,9351,2537,439,131070,87669,84177,38640,10727,2451,1529,49,5244,3007,3370,17274,38726,53184,69235,166272,6498,42291,58565,56634,60608,80445,43626,7645,83172,80027,54325,48356,40028,29515,16635,4254
301,2,2,1,1,1,1,7282,26245,38767,44643,39875,41041,30564,28344,15646,37901,49874,42660,49964,24328,17414,18974,19264,55883,68636,54341,24624,9803,13548,10662,55992,71105,65998,37329,16769,7949,1482,137,43255,34180,49029,44192,40314,25012,12500,8279,153,170657,75717,9856,378,0,0,0,426,182061,65720,8277,277,0,0,0,38831,40498,45783,42545,39113,21224,11410,17357,50441,55932,64184,42840,17502,7147,12556,6159,54282,8991,13076,31756,49690,48625,36725,13616,1611,13099,27713,33897,34496,51324,47728,46893,26815,27876,44732,43323,34910,28326,20721,30058
302,1,2,1,1,1,1,81,3581,10872,23492,35856,44402,80053,26455,2108,11903,22977,33953,50868,58393,30407,14183,2559,24436,48351,53795,42779,32392,14088,6392,35838,65753,64055,35647,16148,6629,675,47,24261,29052,33134,35593,34470,36097,27091,5094,5363,202494,16721,214,0,0,0,0,7675,201253,15562,302,0,0,0,0,22473,35590,35893,35605,31490,37699,13947,12095,28052,48848,55491,43453,22517,10788,12464,3179,33851,13993,31735,43246,51057,36530,12938,1442,1597,10429,25811,27821,28394,43806,50064,36870,10614,21375,35370,35617,30022,24844,24103,42847
303,2,2,1,2,1,1,77,136,163,2003,14806,42299,150149,49249,110,253,4273,26533,78881,82761,48087,17984,137,11469,70209,78852,50531,21525,21660,4499,72472,111504,48623,18814,5852,1252,322,43,39408,56836,44537,42997,41289,18316,14332,1167,7130,226016,25573,163,0,0,0,0,9070,227094,22674,44,0,0,0,0,28675,50354,47485,50367,36979,18092,13096,13834,39079,58636,73055,51921,12876,7998,14886,431,59582,18143,33590,64712,51124,25316,6166,249,63,525,3084,8817,18660,42355,88451,96927,16992,34213,45339,41332,36317,32031,22029,30629
304,2,2,1,1,1,1,0,2,195,585,4811,21080,134541,11895,5,775,7595,23285,54090,69153,12806,5400,57,15139,42157,64365,36746,7095,7298,252,84411,67674,17362,2931,561,133,35,2,45803,31784,27034,23931,21148,16494,6873,42,15415,149956,7728,10,0,0,0,0,21083,144710,7308,8,0,0,0,0,35847,33069,28159,24989,22705,18341,4512,5487,38403,60514,45310,15078,6590,3756,3458,0,25680,29480,42136,41859,22920,9039,1969,26,5,476,5263,11858,14386,25919,45265,69937,16913,22760,27748,25414,20125,16517,17144,26488
305,2,2,1,1,1,1,874,7023,27874,29894,39906,72761,266547,2206,13705,50148,38690,62627,99933,137908,42950,1124,32281,75500,83783,102494,83065,65436,4205,321,130178,191403,99020,19550,5002,1535,361,36,79711,85856,65681,59596,53229,50938,51244,830,71565,372225,3292,3,0,0,0,0,87482,357185,2417,1,0,0,0,0,75612,87757,64849,61710,58131,55616,42185,1225,90287,137445,101088,50648,52245,14473,737,162,14882,70981,97139,98678,65770,43674,43759,12202,1063,28185,48466,43902,47238,66305,108686,103240,21815,66788,66711,57511,49259,48428,46246,90327
306,1,2,1,1,1,1,75399,65603,69503,74164,71436,89541,80885,58115,98819,92611,85369,83447,91640,58711,37629,36420,111227,115733,103336,104973,76674,25598,35406,11699,74886,108507,135034,102523,78687,45261,29123,10625,91774,91800,95790,82046,103345,81036,32271,6584,178039,377946,28645,16,0,0,0,0,187799,370339,26502,6,0,0,0,0,103681,101928,95702,100094,99081,35711,16871,31578,101422,107984,131337,102643,70824,32744,30774,6918,81856,16945,27049,75362,86152,77104,90396,129782,7732,42706,84151,87923,80609,116264,104850,60411,88170,84750,86993,78030,73897,75689,49867,47250
307,1,2,1,1,1,1,5937,4638,4693,2930,1493,2080,1793,1211,7501,5580,5122,4048,2873,1243,897,595,7687,4993,5963,6303,3982,1242,838,108,2874,6529,8538,7516,5846,2090,856,264,6106,7908,5554,4845,10353,8577,1317,31,7988,41242,617,10,0,0,0,0,9219,40064,570,4,0,0,0,0,7122,7180,5817,9549,8314,1963,478,438,4500,5020,5981,3533,2063,572,530,4,1948,493,1233,5075,5255,4416,4735,7961,1182,6228,5181,4039,3143,3223,3183,1672,4013,6312,4508,4610,4741,5412,3459,1448
308,2,1,1,1,1,1,12728,17402,3999,1673,5151,4727,4763,11867,11212,15229,7685,6671,3371,2594,6110,7981,11923,20635,8364,2902,2361,3048,6780,3470,19683,7861,5317,5088,6471,7063,5517,1115,13738,7469,8337,10317,5576,4002,4063,746,7075,30143,11574,3248,246,5,0,0,7144,30231,11280,3410,221,5,0,0,13928,9381,12671,5079,2655,2583,4636,4722,19007,9431,9489,9650,6314,3339,4599,2090,24767,1029,808,908,1489,3625,12783,12706,813,2916,7688,6067,5253,4550,11998,14963,9850,7018,10053,6906,4022,3064,4476,8859
309,2,2,1,1,1,1,300641,89100,10776,5703,3707,3071,5610,11149,252781,125242,24348,6399,3331,3275,7592,6789,267527,119905,21141,4258,3543,4213,7374,1796,34230,21410,30908,48082,71150,91903,98240,33834,102116,110763,94680,80622,25820,8825,6104,827,6263,398292,18844,5155,1203,0,0,0,6311,398591,18343,5398,1114,0,0,0,167506,129423,94119,18005,5642,4298,5687,5077,89245,97689,89058,81021,47874,17229,7100,541,26325,2856,2133,2649,3667,9829,75119,307179,10624,45484,109379,94054,63172,50419,33046,23579,148514,138930,87223,23976,7503,4547,4800,14264
310,2,2,1,1,1,1,95049,73525,16145,2775,3767,3517,2986,7226,88866,61361,27786,8557,2951,1893,4043,4447,94916,61813,25593,3110,1642,1939,4298,1361,16245,8228,13001,21898,33025,42582,42487,11974,29826,43761,37699,42053,15288,3547,1820,388,2499,154764,7885,1184,225,75,18,2,2550,154896,7737,1169,212,71,15,2,54160,52614,52649,12426,2129,1531,2503,1919,35673,40284,46277,44158,27471,10828,4755,715,15652,986,811,1100,1634,7449,50628,111180,1675,14304,49630,44928,26108,15162,10908,11667,44338,59252,48186,12873,2277,1612,1835,4009
311,2,2,1,1,1,1,48307,34622,4737,759,551,531,76,0,47830,31740,6408,1099,323,74,24,0,52256,27125,5325,476,172,50,3,0,2138,1657,3711,7867,13681,19494,23375,11423,8794,22242,20534,19830,5269,606,109,3,6813,65104,2067,16,6,0,0,0,6944,65105,1937,15,5,0,0,0,25595,28975,21825,2669,405,115,24,3,9347,17115,22382,23176,14714,4785,612,1,415,114,145,290,539,1448,19508,60884,1554,11924,25658,16880,9348,6404,3749,1870,21621,32805,18426,3898,350,178,84,25
312,1,2,2,1,1,1,201,21199,15274,25514,39138,63035,18194,11332,19808,38787,35810,32989,41186,12919,6034,6356,33118,53056,29738,26836,34444,8382,6333,1985,14427,50416,59563,36140,14785,9097,6523,2946,24502,48164,33270,24503,34421,23283,4794,873,124757,67353,1084,0,0,0,0,0,128090,64043,1061,0,0,0,0,0,40607,50093,29625,34261,28304,4054,3125,3742,20756,52124,54725,39028,17015,4061,5389,1115,11345,3672,18952,32865,24775,28770,37666,35847,37,1547,24091,31886,29505,39525,48066,19153,22919,41099,32466,23012,19675,25624,20654,8361
313,2,2,1,1,1,1,1194,14386,46008,49799,93954,130247,27475,14425,15142,70413,75926,81719,93327,24333,7205,9423,31727,112507,83802,58289,66421,13268,6832,4642,32351,75381,121529,91094,38678,14659,3278,518,36638,76934,73812,58065,64078,55305,9502,3154,134323,234611,8433,119,0,0,1,1,143180,226113,8140,53,1,1,0,0,50408,100191,72819,64764,64274,12385,3836,8811,41564,81066,104384,92611,42896,6496,6328,2143,25185,4362,29690,54758,62947,75646,86951,37949,257,10823,55596,63403,61518,78004,74341,33546,20237,77656,75448,60936,46882,37436,35666,23227
314,1,2,1,1,1,1,101885,380578,251116,203456,107093,47768,72946,57,473419,426933,117929,47237,38188,44247,16935,11,627094,361052,64309,39543,33152,38279,1465,5,232354,287476,244051,140920,99938,66665,52348,41147,422863,307449,183428,113269,58515,37666,41251,458,663832,496841,4051,146,27,2,0,0,713709,447870,3186,109,23,2,0,0,573218,334658,106529,54780,35688,36722,23116,188,498612,310717,162470,83670,71986,29412,7990,42,2749,21598,40927,50597,80647,151515,345148,471718,16671,78053,110565,120189,130730,172147,282934,253610,304543,387537,177752,97011,58221,40069,32041,67725
315,1,2,1,1,1,1,60774,122932,130125,106156,94835,24506,2655,3232,174302,237673,106404,16773,4844,1748,957,2514,244511,264604,21705,7508,3057,1117,766,1947,118813,142595,95777,62515,50136,36840,26769,11770,191180,180102,102976,43936,15537,7481,2666,1337,373183,166844,4652,447,80,9,0,0,394528,146148,4095,366,73,5,0,0,271131,202877,38395,16573,8686,4816,1600,1137,248078,147623,77401,40390,20533,6424,2192,2574,2275,2949,5378,13351,27308,72184,243154,178616,6547,15417,28876,48157,65962,99192,159093,121971,106694,245564,106157,40160,18781,10990,8064,8805
316,1,2,1,1,1,1,13481,30561,29981,52154,61396,107405,109313,14467,49118,82772,80621,61645,55301,56784,31818,699,79024,144411,61820,49242,38718,42568,2471,504,66289,152069,109538,43992,21053,15754,8269,1794,125702,107060,59567,39145,27305,36695,23023,261,119196,279493,19618,448,3,0,0,0,124887,278579,14945,347,0,0,0,0,162339,99517,46427,30068,23219,37273,19681,234,95727,132606,82303,52744,43928,10279,496,675,5405,28900,44282,53731,59402,65364,101006,60668,2243,8709,26460,36988,38760,56233,112732,136633,79703,118856,61857,42510,28898,22217,22814,41903
317,1,2,1,1,1,1,187,22652,27390,41666,30439,37008,34079,12984,21268,50769,36748,26410,26183,26143,10548,8336,37141,62311,31982,24462,19557,19185,6343,5424,34859,81351,48257,20062,8284,5521,3413,4658,36849,50450,33915,26555,19831,21556,14320,2929,11561,186287,8469,87,1,0,0,0,13765,186547,6039,54,0,0,0,0,45113,57460,29242,20909,16953,21175,12933,2620,61937,60853,29672,15222,18536,9552,4487,6146,3408,14739,24965,26519,40254,39061,34244,23215,1629,9601,18905,26282,26892,33857,52936,36303,8430,48277,43203,32453,23050,17886,16871,16235
318,1,2,1,1,1,1,403,38237,24218,20145,12124,16847,19532,15501,30983,38878,16634,13470,12701,14918,8730,10693,46135,37257,16137,12333,9820,12209,6191,6925,15652,42584,35823,19863,11426,9235,6944,5480,31541,36290,24600,17704,11128,13358,8691,3695,14828,130653,1486,34,6,0,0,0,19061,126867,1050,25,4,0,0,0,43854,41822,17155,11164,9147,12257,7796,3812,38488,39544,22854,11497,14755,7929,4777,7163,6901,10576,12277,12555,16439,20092,32037,36130,789,5718,12730,17468,17934,22696,39905,29767,12339,49493,27998,17931,13361,11145,8763,5977
319,1,2,1,1,1,1,2849,7502,5561,5935,7572,16941,63156,8424,7199,9065,9317,19768,35010,26145,8857,2579,7635,17148,37338,32367,14129,4928,3427,968,22938,41885,30052,14146,5572,2324,902,121,16219,27113,23479,20579,17813,10496,1753,488,931,111668,5119,222,0,0,0,0,1270,111970,4424,276,0,0,0,0,14287,28232,26864,21223,16012,6845,2923,1554,19915,32097,35094,20214,5729,2469,1858,564,12826,4788,9062,22438,29256,22117,13046,4407,698,5121,8193,9105,10510,17646,33721,32946,5717,19528,28397,22328,15890,11973,9068,5039
321,2,2,2,3,1,1,7928,17586,18830,35757,72497,73451,83748,15228,12189,32625,44322,63976,67698,74429,23895,5891,18868,65110,79456,81035,54195,17359,8340,662,82690,124736,74791,27494,9770,3784,1429,331,72884,71992,54573,48809,40352,26172,10135,108,29281,280723,14453,568,0,0,0,0,34274,277767,12686,298,0,0,0,0,69179,81922,54462,50705,36030,20876,7240,4611,72084,92296,87929,50391,12996,4404,4903,22,29958,16655,40597,67884,70357,53161,34661,11752,859,5796,15339,23767,31374,50274,93162,104454,27047,71601,62845,48380,37938,29710,23178,24326
323,2,2,1,1,1,1,0,4,181,5280,22828,29861,46370,11094,0,150,6709,17776,26145,46256,15105,3477,10,9679,26143,33629,31745,8604,5491,317,21454,52150,30575,8583,2250,505,95,6,17323,22447,16067,18684,22853,14578,3641,25,1117,107716,6760,25,0,0,0,0,1496,108178,5939,5,0,0,0,0,14115,22815,17316,24221,19947,10522,4179,2503,15878,27104,32675,29721,5372,2095,2768,5,14431,6162,19803,32135,22557,16580,3882,68,0,134,3050,8477,13681,20558,32581,37137,5077,20613,16343,15884,15707,16548,13947,11499
325,2,2,1,1,1,1,179,1438,4156,5312,8494,25474,95294,40435,508,3563,6945,19235,37968,59405,38606,14552,1010,10436,38635,53395,40298,15876,19383,1749,43767,78742,43331,12133,2267,450,88,4,25491,32498,32155,31069,29728,17636,12127,78,14794,152472,13256,254,6,0,0,0,16755,152198,11632,195,2,0,0,0,19324,32913,31765,30468,28838,13560,11656,12258,19789,47776,44765,33985,14985,8924,10345,213,40795,14208,26267,44344,35433,14350,4712,673,15,388,2833,9494,16512,34819,60814,55907,9548,19367,29480,31788,27462,23086,15930,24121
327,1,2,2,1,1,1,196616,67647,23479,23952,21836,9012,5295,11534,237056,52052,24275,21613,7754,3212,5388,8021,237698,53643,31315,17183,6107,3563,4523,5339,115006,68221,44171,29642,27213,25101,26354,23663,141901,68299,46195,40304,35495,17223,6093,3861,216685,135575,6553,556,2,0,0,0,221120,131887,5959,404,1,0,0,0,167668,74626,39321,34684,22864,10144,5927,4137,173753,60685,52143,31910,17474,11019,5706,6681,5077,4785,8546,22344,29756,34828,68034,186001,31133,32996,39768,43543,39375,40650,49874,82032,103998,115341,50292,31258,22925,19070,10457,6030
328,1,1,1,1,1,1,199361,122415,96767,107689,80688,37811,22126,32192,266042,141717,119983,80928,35335,14274,20081,20689,285128,144995,137552,72061,19090,11087,21201,7935,104458,232189,154879,94386,53524,36335,19392,3886,137091,161560,122267,133081,93463,30378,15530,5679,15707,542922,125715,13169,1518,18,0,0,23578,553519,109032,11693,1218,9,0,0,199796,132915,102911,129812,77646,25219,16379,14371,233405,221013,143966,51636,18375,9743,17222,3689,41111,11836,18400,70303,99036,92991,102912,262460,9431,39795,94409,143938,144427,138927,94690,33431,100988,156354,96193,92169,90884,78264,46742,37455
329,2,1,1,2,1,1,8053,37518,62771,98164,95344,53165,15085,11447,26176,75798,112700,85801,49910,15770,7614,7778,34641,105555,126050,79506,20492,4708,6990,3605,62166,171875,102249,33221,8412,2975,594,55,23230,53047,86603,105315,77934,24643,8042,2733,24,245087,131532,4466,438,0,0,0,52,281444,95632,4137,282,0,0,0,20438,55080,78424,105450,74226,30298,10378,7253,70411,148906,106467,35245,9706,2985,5897,1930,22320,4950,16066,66606,104400,85875,61452,19878,1244,12845,52701,91090,90175,77257,36895,19340,7313,29446,60857,78489,82388,62016,34750,26288
330,2,1,1,2,2,1,73,8429,23214,62028,97579,113834,54356,563,7434,40984,59046,107416,93059,45100,6805,232,12151,73884,115794,101092,51016,5501,549,89,49387,151197,90498,44817,17754,5409,943,71,27946,57543,91799,89913,67823,22999,1786,267,710,354325,4981,60,0,0,0,0,1169,355021,3855,31,0,0,0,0,23527,62961,85936,85140,63443,31687,6886,496,56688,102539,103298,53573,34951,8449,541,37,2764,6051,33186,82888,101307,84757,41208,7915,802,6496,27830,56528,66790,74098,81292,46240,10389,42482,80001,77807,60279,44742,28763,15613
331,2,1,1,2,1,1,604,2632,15893,28220,66244,90934,35769,673,1341,21140,35651,62984,76553,35909,7013,378,4145,40537,57293,71694,54563,11718,847,172,21441,84808,84577,38724,9555,1579,278,7,19010,35883,45652,52542,61258,24184,2081,359,76,182204,58183,483,23,0,0,0,117,197931,42541,364,16,0,0,0,14054,43175,49168,52167,52335,24805,4694,571,26710,58397,79050,47845,23380,4806,625,156,3704,5111,22653,62569,75582,50210,19896,1244,903,3887,17569,42123,50115,48350,50701,27321,4826,23869,50852,57197,46419,32709,19330,5767
332,2,1,1,2,1,1,72,19292,48229,81068,99246,107691,40874,2685,22574,65143,79784,82151,83444,52104,12931,1026,33942,110544,98484,91730,50497,11489,2084,387,88022,128700,94729,62267,20462,4383,546,48,89405,101310,76247,51953,44147,31070,4662,363,11885,376854,10152,266,0,0,0,0,13739,376851,8367,200,0,0,0,0,78918,105016,81631,54071,41404,29245,7812,1060,99737,93087,97335,65506,34768,7355,1135,234,28339,13252,25072,53619,91867,100291,79098,7619,2118,13917,28496,35635,42833,70388,105150,100620,42854,83848,104028,68527,42943,29221,18437,9299
333,2,1,1,2,1,1,26,3763,29250,105257,201928,185676,54662,7015,4887,67214,177742,151194,99624,65580,17116,4220,15880,178256,184363,103958,65527,30536,6810,2247,144093,163928,133388,89970,37809,11207,4738,2444,109244,188547,125697,70165,43051,31718,16870,2285,5217,355664,211788,14665,243,0,0,0,6038,373668,196214,11447,210,0,0,0,81425,193918,140177,70686,42751,32368,21796,4456,140010,187696,120280,71365,45242,16620,4806,1558,38088,18935,45270,104160,146447,136254,85560,12863,2339,15884,28736,35322,47993,97472,215805,144026,45312,136305,167051,103632,59015,35376,22795,18091
334,2,1,1,2,1,1,2,1411,17633,71374,113391,206851,85618,3440,1442,21521,70825,99130,140475,128904,34043,3380,2803,39112,74193,110785,130107,120439,18798,3483,26049,72480,133193,166466,73350,19014,6474,2694,26753,45483,62511,66436,75019,109113,103367,11038,177,229807,261535,7905,296,0,0,0,340,256383,236497,6330,170,0,0,0,17541,46132,62114,66767,72226,105279,119243,10418,33913,83300,113688,104985,101754,48235,10446,3399,6791,20142,96182,140004,127442,77174,29516,2469,28142,98342,95068,66211,56705,60099,58768,36385,8284,48013,71307,70935,64389,65533,77901,93358
335,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,4,9,5,8,2,29,5,3,4,1,0,0,0,16,17,8,8,5,2,0,0,0,0,0,0,0,6,2,20,0,0,0,0,0,3,9,28,0,0,14,53,39,22,26,0,66,20,25,13,12,6,35,5,33,0,0,0,0,0,0,20,70,0,0,0,0,0,0,9,0,0,3,17,28,0,0,20
336,2,2,1,2,1,1,4,900,5481,47755,163794,170096,40266,986,568,16182,70408,119990,124346,83127,14226,435,2846,84417,135544,121635,67419,16155,1066,200,66263,79107,83219,87605,70478,34527,7806,277,40687,92756,110570,98208,65016,20187,1683,175,14,35766,119799,224558,48907,238,0,0,15,39393,114763,230581,44366,164,0,0,31140,98223,120205,90752,59289,25725,3568,380,43265,78162,88407,101041,80194,34709,3416,88,10683,17597,33118,65471,99829,119888,77273,5423,10,347,3375,16606,63806,133769,147904,63465,17872,81063,134056,104633,59124,24934,5815,1785
337,2,2,2,2,2,1,404,73,27909,173366,180748,149249,97562,1544,345,116180,145954,117132,128207,110313,12091,633,96982,193612,138118,112461,76059,12510,717,396,92307,87311,116405,146255,121777,55018,10883,899,265799,106429,89278,83257,67711,17463,713,205,9196,255998,167328,192423,5704,200,6,0,22426,243178,159858,200520,4685,183,5,0,252264,130612,98927,77452,57317,12912,1156,215,76244,172425,147678,127400,74404,29286,2952,466,40511,18512,32701,51240,86778,121045,163904,116164,6,63,1928,15880,64027,111509,139804,297638,217848,144453,121256,79718,37498,18525,10269,1288
338,2,2,2,2,2,1,0,157,4555,51142,137147,116206,32601,1106,47,5290,48339,115365,114503,48016,10607,747,481,71658,119920,89489,42509,14689,3532,636,24511,53841,59534,67790,70226,46459,16436,4117,32186,69091,81704,70130,53549,26826,7923,1505,4,74230,191021,73093,4312,248,6,0,8,87818,176179,74993,3681,229,6,0,26554,88866,91212,63590,39763,20026,10779,2124,24010,56004,70910,80179,65446,37634,8078,653,6132,3885,14126,37565,74018,114724,84866,7598,370,5523,16786,36302,49653,75421,106669,52190,13813,93730,108219,63562,31444,16761,10164,5221
339,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,5,12,10,5,8,12,11,0,5,47,51,27,26,47,7,219,28,4,1,0,0,0,0,160,62,29,14,8,0,0,0,0,0,0,0,4,5,71,0,0,0,0,2,0,10,68,0,0,8,102,64,49,36,28,0,165,38,15,11,17,11,34,3,243,3,0,0,0,0,0,60,300,0,0,0,0,0,0,77,0,2,17,108,118,30,7,34
340,1,1,1,1,2,1,0,0,0,2,0,1,4,0,0,0,0,1,0,4,9,0,0,0,1,6,9,4,8,0,23,3,2,0,0,0,0,0,15,14,7,2,3,1,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,2,14,0,1,15,36,23,23,6,1,64,16,17,16,15,10,11,5,35,1,0,0,0,0,0,0,40,0,0,0,0,0,0,18,0,0,0,18,13,0,2,22
341,2,2,2,2,2,1,6,627,6596,24472,47072,42679,34862,1077,1340,6591,33878,53256,43046,15018,4246,16,2356,51565,55161,37435,9863,969,42,0,38045,61312,27818,14106,8383,5206,2173,348,44694,48892,35344,19719,7863,840,36,3,76,116367,24976,13869,1982,121,0,0,230,119095,21441,14683,1830,112,0,0,36025,59981,34592,17378,7992,1327,86,10,29879,52344,41250,24295,7512,1908,203,0,7238,5490,8786,24256,41105,41637,26848,2031,9,55,638,3801,8565,19673,58816,65834,12088,58333,40223,24244,12910,6775,2425,393
342,3,3,3,3,2,2,0,0,0,4,646,6647,2635,7,0,43,1029,4541,3651,647,28,0,0,937,5523,3112,328,37,2,0,8741,704,274,130,59,23,7,1,4048,4884,706,180,95,25,1,0,0,561,3091,3048,3190,49,0,0,0,778,2899,3245,2980,37,0,0,664,3623,4060,1322,244,19,7,0,7633,1675,345,204,67,12,3,0,3675,2542,1475,1005,693,396,145,8,0,0,10,45,71,159,1866,7788,276,714,2018,2868,2435,1276,308,44
343,2,1,1,2,1,1,0,0,7,7529,66413,114575,381445,34689,0,5963,61505,72084,140411,253713,70702,280,6300,94601,143539,146157,175272,37811,937,41,176739,268550,85855,43121,20572,8577,1213,31,191347,114214,98309,110905,71257,18250,346,30,13369,551311,34436,5410,127,5,0,0,25502,547826,25448,5770,109,3,0,0,143266,133593,106360,107376,87824,24638,1472,129,56895,220688,156323,135013,31195,4166,340,38,34160,103558,133361,111830,90985,62520,50736,17508,1,2,117,3441,28029,91371,179851,301846,90553,118095,93988,81791,77032,84024,52434,6741
344,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,12,0,0,0,1,7,4,7,16,22,11,4,3,5,3,6,9,3,21,8,10,12,6,11,6,0,0,0,0,0,0,4,22,0,0,0,0,0,0,10,32,0,0,1,31,29,36,47,45,18,36,11,9,13,22,32,69,44,1,0,0,0,0,0,40,80,0,0,0,0,0,3,24,0,0,1,24,33,12,3,21
346,1,1,1,1,1,1,70820,110260,79489,72569,60470,39203,13545,5080,81086,99137,69835,62898,62175,49772,21384,5149,78816,93757,74670,73996,62174,46569,16868,4586,14932,54945,103078,103435,91567,61290,18802,3387,28588,53558,56595,66660,86185,84466,61578,13806,12224,129719,118185,91463,33652,17640,42746,5807,12787,134755,121461,88978,28186,18692,41023,5554,46332,80240,62077,67941,71710,66503,47165,9468,42595,76855,87850,83432,79586,57395,19594,4129,9860,4003,12177,47061,91545,108439,109388,68963,51690,103068,108994,80760,47034,30441,17767,11682,9255,62974,78468,87021,78246,62760,46036,26676
347,1,1,1,1,1,1,89999,112444,62585,55508,42294,36395,13620,325,124930,87049,57434,41560,41662,36789,23374,372,109207,82890,51672,54609,52068,45163,17042,519,6194,44411,109705,116647,78162,43007,14206,838,22702,88327,61009,51097,59108,59976,55440,15511,154,232644,173822,6350,187,11,2,0,279,246683,161671,4386,138,12,1,0,54901,101468,51673,47623,52677,53175,43758,7895,29870,78516,91456,83979,60336,46280,21929,804,1187,2287,11424,47517,84429,74113,94215,97998,49877,91705,84545,77007,57693,34987,12931,4425,3847,92563,82527,61637,57917,51926,38904,23849
